Format Version,1.23,Take Name,circum2_shake_005,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2021-09-13 01.33.37.530 PM,Total Frames in Take,579,Total Exported Frames,579,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.100000,-0.163709,-4.000363,-0.043442,75.065643,155.187622,109.506577,0.246252,123.310181,178.041031,169.515762,0.971074,193.907104,152.988434,88.437912,0.963948,158.059570,138.560883,34.895985,0.928016,15.595421,169.872803,163.259354,0.000000,70.756340,167.081863,175.386154,0.891895,-29.306389,149.762161,101.000275,0.917989,-6.862730,130.006210,34.050591,0.000000,130.223221,10.877176,-142.089371,68.995224,184.604584,159.358795,0.102571,0.813186,306.026611,224.368423,0.969674,43.348076,293.619324,260.091003,0.955609,47.818699,337.666260,182.643509,0.972787,36.114429,311.346771,231.173630,0.962667,69.622124,313.660736,233.137482,0.987324,68.997566,184.598862,159.353348,0.000000,123.271011,177.993500,169.623764,193.876602,152.906525,88.551376,157.782593,138.640457,34.830200,,,,71.162689,167.277405,175.553574,-29.366142,149.616531,100.677170,,,,,,,,,,,,,0.783153,305.967438,224.492996,43.353138,293.751282,259.999481,47.916023,337.694824,182.713318,36.043850,311.267914,231.074753,69.620346,313.638367,233.133530,,,
7,0.116667,-0.091963,-4.057285,-0.031231,74.954926,155.116150,109.437691,0.140070,123.134933,177.905640,169.522964,0.968918,193.817703,152.968491,88.484352,0.964194,158.026489,138.599518,34.889034,0.926103,15.428197,169.722076,163.149506,0.000000,70.577652,166.927963,175.327621,0.879744,-29.407450,149.678879,100.821022,0.910147,-6.893061,130.010574,33.869274,0.000000,130.360947,10.873910,-141.952438,68.974472,184.577408,159.360596,0.100961,0.867769,305.919922,224.597244,0.964714,43.320477,293.344269,260.358673,0.959831,47.995701,337.604950,183.045242,0.969215,36.165253,311.165436,231.479401,0.963793,69.673012,313.421356,233.508560,0.994307,68.976822,184.571701,159.355133,0.000000,123.272064,177.990173,169.635193,193.876556,152.907944,88.559624,157.784393,138.638840,34.839622,,,,,,,-29.361378,149.615585,100.682961,,,,,,,,,,,,,0.843203,305.865295,224.724792,43.321224,293.490082,260.266174,48.089897,337.646729,183.102905,36.100277,311.058594,231.383667,69.667633,313.395325,233.511566,,,
8,0.133333,-0.089648,-4.053646,-0.034629,74.957832,155.114899,109.455170,0.141490,123.143005,177.898834,169.538422,0.951544,193.819168,152.961136,88.494194,0.971144,158.023682,138.596664,34.900517,0.939739,15.435371,169.721954,163.171432,0.000000,70.585434,166.924026,175.345917,0.000000,-29.405415,149.684189,100.844879,0.962354,-6.896444,130.017548,33.890812,0.000000,130.494064,10.915490,-141.758804,68.991325,184.574341,159.369919,0.097914,0.882916,305.832336,224.761749,0.966807,43.208065,293.082794,260.612732,0.958992,48.185772,337.564545,183.445160,0.972075,36.167934,311.000824,231.765106,0.961316,69.673012,313.197021,233.901260,0.992802,68.993683,184.568649,159.364426,0.000000,123.279991,177.981583,169.647766,193.884216,152.902405,88.569321,157.791153,138.634811,34.849762,,,,,,,-29.374878,149.622086,100.711143,,,,,,,,,,,,,0.854630,305.779388,224.880188,43.210583,293.223297,260.528076,48.271156,337.602142,183.506592,36.102669,310.903473,231.664093,69.678596,313.169373,233.906998,,,
9,0.150000,-0.088357,-4.055444,-0.034427,74.964195,155.112823,109.459579,0.140638,123.147400,177.895584,169.544861,0.950682,193.826202,152.959946,88.502289,0.971265,158.032440,138.596527,34.907162,0.939581,15.439995,169.718460,163.174286,0.000000,70.589691,166.920456,175.350464,0.000000,-29.398762,149.681931,100.845894,0.961820,-6.887622,130.016846,33.892101,0.000000,130.585297,10.953624,-141.469620,68.959770,184.533585,159.411758,0.102846,0.906035,305.809662,224.826920,0.965113,43.045452,292.853882,260.822418,0.957317,48.467873,337.518066,183.790344,0.967835,36.175175,310.864319,231.991409,0.961591,69.676804,312.963898,234.273697,0.992510,68.962135,184.527893,159.406281,0.000000,123.287880,177.979858,169.654770,193.888031,152.898941,88.577568,157.799362,138.636612,34.857445,,,,,,,-29.367977,149.618576,100.710388,,,,,,,,,,,,,0.874981,305.750458,224.949387,43.054714,293.000305,260.735107,48.568226,337.553986,183.862381,36.106140,310.767670,231.893936,69.667374,312.937286,234.263672,,,
10,0.166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.287735,177.976959,169.657288,193.889313,152.895676,88.579979,157.798798,138.637451,34.858109,,,,,,,-29.373640,149.604431,100.720566,,,,,,,,,,,,,0.935716,305.772583,224.971024,42.870247,292.757172,260.933929,48.942539,337.526001,184.195084,36.169415,310.643707,232.094040,69.710594,312.666199,234.661636,,,
11,0.183333,-0.087097,-4.053753,-0.033493,74.962029,155.108154,109.467667,0.145101,123.146637,177.890457,169.551987,0.950045,193.823425,152.957626,88.506821,0.969947,158.028336,138.594772,34.912468,0.940514,15.439186,169.711716,163.184433,0.000000,70.589279,166.914337,175.358902,0.000000,-29.401087,149.675751,100.856949,0.962551,-6.891601,130.012436,33.902100,0.000000,130.739853,11.031621,-140.779587,68.922478,184.457611,159.506531,0.107028,1.033843,305.860626,224.857758,0.964459,42.728840,292.444580,261.200531,0.953414,49.208141,337.453064,184.451019,0.967844,36.263363,310.643402,232.394226,0.961181,69.754036,312.507263,235.016525,0.992160,68.924850,184.451935,159.501053,0.000000,123.289085,177.976440,169.662628,193.892197,152.894302,88.582390,157.799896,138.636383,34.860466,,,,,,,-29.383860,149.611496,100.722740,,,,,,,,,,,,,1.004391,305.799438,224.982666,42.720684,292.605621,261.107086,49.302620,337.491943,184.529175,36.209545,310.531250,232.301331,69.750992,312.480896,234.999878,,,
12,0.200000,-0.083615,-4.051039,-0.031536,74.955772,155.104797,109.480080,0.144698,123.142441,177.885239,169.563446,0.950758,193.816238,152.959549,88.513481,0.969388,158.019089,138.598602,34.919983,0.942881,15.434980,169.703201,163.200531,0.000000,70.585739,166.906998,175.372208,0.000000,-29.407560,149.669342,100.874001,0.963996,-6.900578,130.010712,33.916935,0.000000,130.856537,11.046706,-140.531830,68.862068,184.451752,159.464096,0.096821,1.064457,305.842041,224.933441,0.968956,42.601475,292.214630,261.378357,0.956920,49.456421,337.425598,184.780594,0.973058,36.280407,310.512390,232.602692,0.962734,69.766701,312.282379,235.343552,0.989798,68.864449,184.446091,159.458588,0.000000,123.285561,177.969208,169.669571,193.888412,152.898010,88.590927,157.800888,138.639221,34.865818,,,,,,,-29.404577,149.606277,100.744568,,,,,,,,,,,,,1.036045,305.790161,225.042633,42.619217,292.361725,261.290375,49.536747,337.461823,184.842636,36.216461,310.418945,232.505753,69.760948,312.244324,235.357101,,,
13,0.216667,-0.089988,-4.046936,-0.030048,74.943604,155.107147,109.474365,0.147305,123.134003,177.895599,169.551712,0.950550,193.802658,152.962585,88.499489,0.968503,158.002014,138.594650,34.910164,0.945273,15.426270,169.710083,163.197433,0.000000,70.577995,166.916687,175.365479,0.000000,-29.420227,149.668030,100.876373,0.964428,-6.917529,130.002380,33.919914,0.000000,130.980255,11.107042,-140.370712,68.850670,184.455856,159.424881,0.097255,0.993945,305.737823,225.033615,0.965057,42.415863,291.969940,261.556641,0.960332,49.529018,337.380463,185.100571,0.969865,36.193161,310.351685,232.813049,0.958715,69.673477,312.080322,235.651550,0.995301,68.853058,184.450195,159.419373,0.000000,123.280014,177.979065,169.655823,193.882202,152.901047,88.575386,157.793793,138.635727,34.856548,,,,,,,-29.437534,149.605072,100.749954,,,,,,,,,,,,,0.957019,305.685303,225.157761,42.427681,292.107361,261.478180,49.626480,337.418518,185.160431,36.122261,310.247406,232.706436,69.672035,312.061615,235.652512,,,
14,0.233333,-0.093098,-4.043486,-0.027034,74.931854,155.106873,109.464859,0.151931,123.124672,177.901337,169.537964,0.949916,193.789749,152.967331,88.482948,0.966148,157.986633,138.594421,34.896626,0.948108,15.417013,169.709808,163.190659,0.000000,70.569595,166.920013,175.355560,0.000000,-29.432184,149.661789,100.873482,0.963736,-6.932505,129.993454,33.916801,0.000000,131.060410,11.230844,-140.081696,68.845604,184.438553,159.453033,0.103208,0.847198,305.674622,224.999908,0.964943,42.058098,291.752869,261.702850,0.958133,49.638378,337.333008,185.392776,0.968851,36.013245,310.212860,232.971497,0.959081,69.481239,311.880341,235.986450,0.993206,68.848022,184.432907,159.447525,0.000000,123.276230,177.985611,169.638290,193.879456,152.903732,88.561958,157.791946,138.637482,34.838985,,,,,,,-29.478754,149.598068,100.751785,,,,,,,,,,,,,0.814483,305.625458,225.127106,42.079586,291.891235,261.611023,49.737106,337.359497,185.464020,35.947144,310.113098,232.859818,69.459824,311.864471,235.991714,,,
15,0.250000,-0.095262,-4.046755,-0.026197,74.923508,155.112869,109.448631,0.150820,123.112572,177.910370,169.523605,0.950173,193.782623,152.974243,88.473572,0.966772,157.982803,138.598724,34.885773,0.946851,15.405379,169.717010,163.170486,0.000000,70.557327,166.928482,175.338608,0.000000,-29.439970,149.665924,100.851517,0.963849,-6.936185,129.995316,33.896877,0.000000,131.172943,11.380607,-139.675262,68.725288,184.472427,159.385178,0.102296,0.586718,305.665985,224.864975,0.966630,41.504791,291.513794,261.806641,0.960353,49.734436,337.328949,185.704865,0.968474,35.708050,310.085541,233.096146,0.962420,69.158447,311.655334,236.349426,0.993888,68.727722,184.466797,159.379654,0.000000,123.264389,177.992538,169.623245,193.871185,152.914093,88.552338,157.781387,138.639832,34.831516,,,,,,,-29.478874,149.602814,100.727356,,,,,,,,,,,,,0.563807,305.612366,224.985031,41.511005,291.647888,261.722168,49.832993,337.354706,185.779205,35.635021,309.989960,233.005997,69.149643,311.644379,236.329422,,,
