Format Version,1.23,Take Name,circum_21_10_2023,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-10-21 11.48.30.571 AM,Total Frames in Take,955,Total Exported Frames,955,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
522,4.350000,39.601784,-30.720552,-77.126587,106.910141,143.285355,-68.990646,0.271864,183.054718,219.715302,-176.037109,0.953363,240.314270,155.810989,-151.801514,0.935718,202.772766,191.347931,-174.769196,0.000000,214.834732,209.781342,-149.298065,0.940144,188.500397,167.747681,-198.346420,0.938210,106.776039,143.214706,-68.926208,0.000000,183.015503,219.563690,-175.916245,240.442230,155.618317,-151.611572,203.592270,191.978271,-175.747437,214.549225,209.798309,-148.996140,188.090073,167.608124,-198.234528,,,,,,
523,4.358333,39.917145,-31.075575,-76.948029,107.234627,142.887833,-68.782761,0.156081,184.215637,219.588089,-175.034637,0.970481,241.195816,155.479965,-150.679169,0.960718,203.871262,191.178177,-173.750122,0.000000,215.802902,209.488983,-148.129623,0.939353,189.707245,167.697464,-197.511307,0.972417,107.099976,142.817184,-68.719467,0.000000,184.320557,219.621918,-175.076950,241.293671,155.374329,-150.742035,,,,215.665894,209.647934,-148.007950,189.641556,167.610397,-197.527893,,,,,,
524,4.366667,40.159519,-31.468243,-76.985229,107.612869,142.963135,-68.638588,0.156666,185.482681,219.772766,-174.161316,0.970481,242.033035,155.279068,-149.821930,0.960718,204.994553,191.262421,-172.911011,0.000000,216.888641,209.398300,-147.149033,0.939353,190.834106,167.959061,-196.848267,0.972417,107.477570,142.892868,-68.576279,0.000000,185.579361,219.836807,-174.194717,242.127228,155.171646,-149.888901,,,,216.746399,209.542923,-147.041183,190.785339,167.857956,-196.855637,,,,,,
525,4.375000,40.481728,-31.824570,-77.003120,108.025887,142.867798,-68.499245,0.156765,186.701309,219.954971,-173.218948,0.972744,242.867264,155.082520,-148.996384,0.964082,206.086929,191.355377,-172.045029,0.000000,217.939163,209.291534,-146.124420,0.944737,191.938217,168.250977,-196.181274,0.972089,107.890007,142.797745,-68.437958,0.000000,186.797516,220.005463,-173.227982,242.948639,154.979309,-149.054398,,,,217.806320,209.444321,-146.035690,191.893524,168.150970,-196.202850,,,,,,
526,4.383333,40.693264,-32.184399,-77.043747,108.411575,142.997849,-68.303040,0.171091,187.894348,220.150406,-172.362839,0.975086,243.658813,154.925278,-148.159836,0.959144,207.144791,191.458374,-171.220871,0.000000,218.964401,209.235077,-145.175797,0.943826,192.997513,168.516724,-195.512680,0.972616,108.275108,142.928146,-68.242630,0.000000,187.975174,220.205872,-172.380737,243.755890,154.803040,-148.208267,,,,218.837280,209.394989,-145.082230,192.946716,168.423615,-195.540039,,,,,,
527,4.391667,40.969391,-32.629429,-77.053322,108.755302,143.240280,-68.448250,0.226058,189.237915,220.486877,-171.666382,0.975086,244.523117,154.854980,-147.463379,0.959144,208.332779,191.689880,-170.554611,0.000000,220.092957,209.277191,-144.354553,0.943826,194.208145,168.941269,-195.040344,0.972616,108.618141,143.170990,-68.388977,0.000000,189.176758,220.440643,-171.459869,244.537811,154.646423,-147.367249,208.937866,192.267181,-171.516769,219.849472,209.317291,-144.089706,194.012558,168.692596,-194.835693,,,,,,
528,4.400000,40.788502,-32.862694,-77.481438,109.371780,143.929886,-67.509392,0.366140,190.318588,220.669189,-170.742966,0.957738,245.140396,154.607666,-146.655151,0.925736,209.200485,191.730408,-169.676331,0.651626,221.117783,209.206757,-143.473022,0.878829,194.882248,169.108948,-194.167435,0.868353,109.234161,143.861572,-67.450043,0.000000,190.330460,220.586914,-170.595764,245.283234,154.417099,-146.477570,209.952332,192.392212,-170.645142,220.840317,209.264709,-143.079880,194.438705,168.825363,-194.155670,,,,,,
529,4.408333,40.983341,-33.069077,-77.495827,109.895119,143.871246,-66.857948,0.337177,191.301559,220.770554,-169.609894,0.957738,245.894669,154.486282,-145.614746,0.925736,210.107864,191.780670,-168.597046,0.651626,222.001129,209.134201,-142.301331,0.878829,195.796310,169.282059,-193.204956,0.868353,109.757179,143.803070,-66.799194,0.000000,191.506973,220.857956,-169.642990,246.157593,154.429428,-145.550674,,,,221.833237,209.257797,-142.092957,195.495728,169.127823,-193.444214,,,,,,
530,4.416667,41.692516,-33.595657,-77.030472,109.916222,143.362152,-67.486778,0.183508,192.558807,220.988556,-168.693542,0.972835,246.813492,154.460938,-144.604462,0.957786,211.325394,191.972412,-167.696381,0.000000,222.934631,209.105270,-141.130463,0.946490,197.274048,169.683716,-192.642975,0.968057,109.777565,143.293655,-67.430138,0.000000,192.646866,221.048355,-168.715515,246.934372,154.346008,-144.630890,,,,222.806702,209.245941,-141.032196,197.193253,169.598328,-192.693024,,,,,,
531,4.425000,41.415459,-33.733704,-77.254250,110.734100,144.028015,-66.339005,0.305977,193.652573,221.050171,-167.781509,0.972835,247.647339,154.368912,-143.533707,0.957786,212.302414,191.961349,-166.713394,0.000000,223.990143,209.118164,-140.197372,0.946490,198.152405,169.662964,-191.595459,0.968057,110.595184,143.960220,-66.282127,0.000000,193.797806,221.364197,-167.749420,247.705948,154.275620,-143.716385,,,,223.778229,209.282227,-140.020416,198.160446,169.278137,-191.621826,,,,,,
532,4.433333,42.286728,-34.419594,-76.943726,110.568893,143.805740,-67.508301,0.212757,195.043823,221.662018,-167.011353,0.949338,248.439880,154.437408,-142.938705,0.941016,213.546432,192.474747,-166.076538,0.716660,224.995010,209.253052,-139.216217,0.910994,199.592743,170.547104,-191.395111,0.909884,110.428993,143.737930,-67.453911,0.000000,194.960007,221.635193,-166.828812,248.487457,154.242599,-142.814377,214.175079,192.922943,-166.906265,224.747787,209.288071,-138.962433,199.334839,170.347748,-191.241211,,,,,,
533,4.441667,42.590446,-34.759846,-76.917084,110.954857,143.944687,-67.336548,0.225138,196.180099,221.984100,-166.053177,0.949338,249.213638,154.440262,-142.072983,0.941016,214.569656,192.723587,-165.179962,0.716660,225.955429,209.323715,-138.182587,0.910994,200.652542,170.975800,-190.673203,0.909884,110.814461,143.877121,-67.283150,0.000000,196.091019,221.935059,-165.885010,249.276886,154.229446,-141.935623,215.175278,193.170059,-165.998199,225.722809,209.371979,-137.918030,200.383881,170.798798,-190.531143,,,,,,
534,4.450000,42.380558,-34.850437,-77.103264,111.846237,144.505722,-66.198616,0.309260,197.244843,222.107483,-165.110260,0.925387,250.088455,154.446396,-141.041458,0.948573,215.546066,192.792892,-164.195740,0.680760,226.999405,209.407150,-137.235672,0.887379,201.546722,171.041428,-189.640762,0.861242,111.705666,144.438690,-66.145012,0.000000,197.225098,222.249634,-164.848572,250.066452,154.242081,-141.050537,216.199371,193.413574,-165.100510,226.687958,209.476974,-136.917786,201.376312,170.536362,-189.486053,,,,,,
535,4.458333,42.656796,-35.208218,-77.075401,112.215790,144.777191,-66.039764,0.286486,198.399307,222.489594,-164.180756,0.925387,250.859528,154.512558,-140.163483,0.948573,216.580963,193.099319,-163.310684,0.680760,227.967529,209.545990,-136.219894,0.887379,202.620895,171.518677,-188.922226,0.861242,112.074692,144.710464,-65.987144,0.000000,198.375641,222.640762,-163.979797,250.841385,154.338272,-140.194763,217.200714,193.678711,-164.188538,227.676682,209.583328,-135.842804,202.442230,171.026459,-188.744965,,,,,,
536,4.466667,42.989174,-35.537659,-77.026550,112.671600,144.891235,-65.820297,0.284002,199.577957,222.828232,-163.142349,0.926199,251.694260,154.546326,-139.241455,0.954883,217.655685,193.371902,-162.343414,0.702200,228.970474,209.635834,-135.112579,0.886478,203.743149,171.975037,-188.134369,0.863871,112.530037,144.824707,-65.768700,0.000000,199.544983,222.985626,-162.894806,251.651459,154.374344,-139.275543,218.348801,193.893600,-163.159744,228.647552,209.702148,-134.800278,203.561432,171.486572,-187.976624,,,,,,
537,4.475000,43.249844,-35.806454,-76.993034,113.074646,144.952499,-65.281647,0.277910,200.567764,223.048309,-161.948441,0.926199,252.399033,154.517380,-138.140564,0.954883,218.558289,193.537186,-161.205978,0.702200,229.817078,209.654007,-133.864700,0.886478,204.681717,172.288895,-187.138763,0.863871,112.932701,144.886169,-65.230850,0.000000,200.726074,223.319061,-161.919174,252.458817,154.444885,-138.318604,,,,229.612885,209.809937,-133.679367,204.667725,171.934769,-187.175278,,,,,,
538,4.483333,43.538540,-36.142323,-76.938690,113.481995,145.179306,-65.068810,0.287381,201.707184,223.401779,-160.964752,0.915290,253.186340,154.585068,-137.217377,0.949453,219.591751,193.825180,-160.268845,0.000000,230.774994,209.780273,-132.801971,0.926800,205.766296,172.741531,-186.362762,0.907514,113.339584,145.113235,-65.018997,0.000000,201.832001,223.715225,-160.933350,253.246490,154.501892,-137.391571,,,,230.586197,209.918411,-132.625885,205.770111,172.373108,-186.395950,,,,,,
539,4.491667,43.910831,-36.482559,-76.873451,113.896767,145.289215,-64.906891,0.281671,202.861725,223.762634,-159.910187,0.915290,253.986893,154.631531,-136.311783,0.949453,220.641174,194.120865,-159.298874,0.000000,231.743332,209.877228,-131.684784,0.926800,206.872498,173.237198,-185.582932,0.907514,113.753876,145.223343,-64.858162,0.000000,202.987885,224.049194,-159.866364,254.049805,154.544815,-136.469635,,,,231.561172,210.028625,-131.518433,206.865540,172.885971,-185.635132,,,,,,
540,4.500000,44.182137,-36.850571,-76.761673,114.263275,145.594635,-64.774918,0.263130,204.030182,224.107300,-158.988174,0.923090,254.789230,154.721649,-135.346420,0.948713,221.707016,194.404129,-158.381638,0.000000,232.703735,210.024765,-130.648529,0.925803,208.019180,173.660446,-184.818359,0.918827,114.119896,145.529099,-64.727242,0.000000,204.144485,224.392868,-158.992538,254.872299,154.624435,-135.506866,,,,232.523422,210.159363,-130.454987,208.002106,173.337494,-184.847260,,,,,,
541,4.508333,44.552113,-37.122295,-76.664886,114.793793,145.652298,-64.528069,0.254527,205.152206,224.463501,-157.923019,0.928964,255.645691,154.830627,-134.440033,0.952464,222.756699,194.715805,-157.401764,0.000000,233.669464,210.159424,-129.536636,0.928503,209.135239,174.148529,-184.010025,0.918103,114.650055,145.586823,-64.481377,0.000000,205.288040,224.711258,-157.892838,255.690582,154.766586,-134.613358,,,,233.490814,210.301971,-129.364731,209.133194,173.822205,-184.038757,,,,,,
542,4.516667,44.878498,-37.485680,-76.559631,115.319290,145.975525,-64.545227,0.278118,206.462326,224.902100,-157.076401,0.928964,256.587036,154.989426,-133.634766,0.952464,223.962067,195.091995,-156.594482,0.000000,234.772827,210.370422,-128.598846,0.928503,210.418228,174.693558,-183.371811,0.918103,115.175079,145.910339,-64.499634,0.000000,206.406372,225.108017,-156.828003,256.544617,154.842148,-133.673889,224.593140,195.521423,-157.330276,234.473740,210.410065,-128.300735,210.252899,174.212296,-183.222977,,,,,,
543,4.525000,45.127579,-37.758434,-76.463043,115.865524,146.184479,-64.242630,0.259943,207.597229,225.195511,-156.117661,0.933032,257.451355,155.084000,-132.692871,0.959188,225.022705,195.341553,-155.659470,0.747516,235.749451,210.500824,-127.566917,0.885859,211.545273,175.064926,-182.562500,0.869974,115.720947,146.119476,-64.197868,0.000000,207.577072,225.363556,-155.910034,257.419891,154.938950,-132.760849,225.622345,195.765976,-156.352493,235.427628,210.549362,-127.246719,211.371658,174.606049,-182.389862,,,,,,
544,4.533333,45.444973,-37.928314,-76.367615,116.442055,145.994629,-63.638451,0.274958,208.543884,225.310684,-154.878174,0.933032,258.244568,155.034897,-131.620132,0.959188,225.932800,195.434265,-154.502335,0.747516,236.592361,210.453766,-126.309303,0.885859,212.512955,175.295349,-181.537308,0.869974,116.297272,145.929611,-63.594418,0.000000,208.681030,225.599121,-154.822388,258.291138,154.975281,-131.796143,,,,236.404312,210.585632,-126.148895,212.517410,174.934692,-181.577469,,,,,,
545,4.541667,45.820728,-38.277126,-76.145195,116.963058,146.116241,-63.722431,0.254004,209.825516,225.605240,-154.035950,0.933858,259.220337,155.122772,-130.751785,0.962841,227.145798,195.688812,-153.672791,0.762482,237.656494,210.567230,-125.349342,0.890165,213.856155,175.692413,-180.877304,0.877255,116.817856,146.051361,-63.679607,0.000000,209.775650,225.768936,-153.834198,259.174988,154.996155,-130.815094,227.751038,196.042526,-154.314041,237.367859,210.632645,-125.024643,213.672668,175.258362,-180.739426,,,,,,
546,4.550000,46.181091,-38.541134,-75.920486,117.502670,146.031326,-63.465565,0.271878,210.945572,225.756821,-152.968292,0.933858,260.131195,155.126511,-129.689209,0.962841,228.228653,195.818634,-152.626801,0.762482,238.603256,210.575378,-124.189758,0.890165,215.063110,175.942917,-179.979691,0.877255,117.357155,145.966446,-63.423775,0.000000,210.937454,225.918671,-152.734009,260.094086,154.994278,-129.761856,228.818100,196.164505,-153.290970,238.280228,210.675293,-123.863388,214.879379,175.489594,-179.845749,,,,,,
547,4.558333,46.393505,-38.713604,-75.802994,118.143005,145.936096,-62.710197,0.291390,211.960205,225.778168,-151.716080,0.922675,260.994904,155.038879,-128.449524,0.944916,229.210220,195.820724,-151.391357,0.000000,239.508331,210.497299,-122.885124,0.915226,216.112183,176.025543,-178.834930,0.908629,117.997299,145.871277,-62.669033,0.000000,212.141571,226.018967,-151.646851,261.035583,154.974258,-128.656204,,,,239.285461,210.684906,-122.711540,216.112961,175.661865,-178.871216,,,,,,
548,4.566667,46.745056,-39.152363,-75.571465,118.566605,146.182632,-62.840073,0.271484,213.323257,226.022400,-150.847198,0.922675,261.940948,155.033234,-127.467003,0.944916,230.468750,196.005280,-150.500534,0.000000,240.600906,210.544373,-121.864662,0.915226,217.511414,176.353394,-178.113373,0.908629,118.420364,146.118164,-62.800251,0.000000,213.296814,226.196533,-150.641678,261.921417,154.886337,-127.538834,231.037460,196.316238,-151.122116,240.287628,210.648529,-121.532570,217.325195,175.923843,-177.983047,,,,,,
549,4.575000,47.114277,-39.455090,-75.424629,119.112587,146.138565,-62.543938,0.281439,214.512375,226.162308,-149.684952,0.927733,262.833954,154.939194,-126.402435,0.954321,231.581009,196.100784,-149.396576,0.771656,241.604263,210.476288,-120.640068,0.884621,218.714691,176.614761,-177.169052,0.884526,118.965988,146.074280,-62.505165,0.000000,214.478668,226.341034,-149.460266,262.837524,154.761230,-126.443687,232.123245,196.399368,-150.068207,241.296310,210.595367,-120.317619,218.536057,176.210464,-177.034943,,,,,,
550,4.583333,47.428162,-39.729847,-75.284904,119.694313,146.102005,-62.137409,0.297530,215.676193,226.251144,-148.520676,0.927733,263.729706,154.828491,-125.294746,0.954321,232.675934,196.150269,-148.271408,0.771656,242.597885,210.390335,-119.412552,0.884621,219.895004,176.802322,-176.179535,0.884526,119.547394,146.037903,-62.099564,0.000000,215.657089,226.445053,-148.260300,263.727264,154.653198,-125.341789,233.211517,196.460114,-148.937912,242.278732,210.518021,-119.105850,219.724518,176.360458,-176.063629,,,,,,
551,4.591667,47.742954,-40.029003,-75.115738,120.246925,146.058441,-61.785915,0.271356,216.862015,226.293182,-147.380188,0.934275,264.628510,154.675430,-124.162933,0.957873,233.790451,196.151993,-147.151260,0.782496,243.595184,210.264984,-118.190109,0.879861,221.109985,176.934387,-175.194931,0.880811,120.099663,145.994537,-61.749062,0.000000,216.855392,226.442734,-147.164078,264.604614,154.531433,-124.247147,234.324860,196.447495,-147.770950,243.282761,210.396423,-117.849449,220.934158,176.510498,-175.065720,,,,,,
552,4.600000,48.113144,-40.358707,-74.927788,120.731323,145.959702,-61.504559,0.253401,218.041260,226.312943,-146.195831,0.934275,265.489197,154.470978,-123.018051,0.957873,234.890305,196.127029,-146.001404,0.782496,244.565552,210.088730,-116.923584,0.879861,222.320923,177.064331,-174.200378,0.880811,120.583694,145.896027,-61.468830,0.000000,218.045761,226.428101,-145.951553,265.460663,154.358429,-123.069000,235.417526,196.401611,-146.621353,244.268997,210.214920,-116.603622,222.127243,176.667862,-174.109070,,,,,,
553,4.608333,48.342979,-40.643089,-74.837738,121.312828,145.989334,-60.956390,0.265078,219.210327,226.311264,-144.997665,0.927891,266.351959,154.262619,-121.836510,0.964396,235.970825,196.076004,-144.823059,0.790704,245.564255,209.922607,-115.663223,0.881501,223.464844,177.134216,-173.131500,0.882313,121.164856,145.925964,-60.921467,0.000000,219.227097,226.450485,-144.745636,266.309753,154.158600,-121.924171,236.485336,196.325882,-145.434387,245.254379,210.066025,-115.334450,223.293381,176.709534,-173.022598,,,,,,
554,4.616667,48.634716,-41.104515,-74.687057,121.582695,146.206345,-60.771385,0.267924,220.428787,226.346390,-143.870682,0.927891,267.071808,153.998550,-120.632751,0.964396,237.045380,196.031845,-143.684174,0.790704,246.504272,209.735092,-114.412872,0.881501,224.644257,177.244431,-172.141220,0.882313,121.434196,146.143570,-60.737690,0.000000,220.403259,226.516968,-143.657135,267.079468,153.839737,-120.678772,237.538330,196.277588,-144.265305,246.210617,209.858475,-114.101563,224.462906,176.863647,-172.039063,,,,,,
555,4.625000,48.946617,-41.359425,-74.598419,122.165619,146.099350,-60.237823,0.276397,221.533600,226.349655,-142.605103,0.923329,267.901459,153.779312,-119.510735,0.962676,238.071320,195.991669,-142.489716,0.797889,247.453766,209.540909,-113.122269,0.883165,225.730484,177.362350,-171.076614,0.884349,122.016830,146.036804,-60.204971,0.000000,221.530838,226.541092,-142.365509,267.888123,153.652466,-119.588326,238.582565,196.209702,-143.076813,247.135132,209.673630,-112.807205,225.555695,176.947891,-170.968582,,,,,,
556,4.633333,49.331406,-41.690678,-74.401237,122.598450,146.026733,-59.944763,0.267186,222.651550,226.372299,-141.384537,0.924315,268.691925,153.575562,-118.347656,0.965606,239.107101,195.969574,-141.309326,0.804747,248.357117,209.363312,-111.828758,0.888361,226.880707,177.500366,-170.048859,0.890216,122.449310,145.964462,-59.913044,0.000000,222.638824,226.566071,-141.152298,268.681519,153.455353,-118.413765,239.598236,196.164780,-141.884354,248.058853,209.486740,-111.520187,226.710938,177.108032,-169.948395,,,,,,
557,4.641667,49.618084,-41.963795,-74.252953,123.115356,145.975876,-59.478836,0.251736,223.728928,226.349365,-140.197342,0.924315,269.491455,153.368347,-117.189941,0.965606,240.112061,195.907516,-140.146927,0.804747,249.258972,209.182663,-110.580673,0.888361,227.973450,177.561584,-169.002380,0.890216,122.965927,145.913834,-59.447998,0.000000,223.745667,226.500717,-139.973175,269.462372,153.277832,-117.285065,240.608368,196.090347,-140.700043,248.949768,209.324875,-110.259323,227.798828,177.175705,-168.899811,,,,,,
