-4.115212336182594299e-02,-3.929805383086204529e-02,-3.875600174069404602e-02,-9.976271986961364746e-01
-4.115226492285728455e-02,-3.929261118173599243e-02,-3.875547274947166443e-02,-9.976274967193603516e-01
-4.115482419729232788e-02,-3.929695487022399902e-02,-3.876538574695587158e-02,-9.976268410682678223e-01
-4.115593433380126953e-02,-3.929726034402847290e-02,-3.875517472624778748e-02,-9.976271390914916992e-01
-4.115038737654685974e-02,-3.929643705487251282e-02,-3.875949978828430176e-02,-9.976272583007812500e-01
-4.114208370447158813e-02,-3.929558023810386658e-02,-3.875342011451721191e-02,-9.976279139518737793e-01
-4.115179926156997681e-02,-3.929850831627845764e-02,-3.875654563307762146e-02,-9.976271986961364746e-01
-4.115432500839233398e-02,-3.929435461759567261e-02,-3.876427188515663147e-02,-9.976269602775573730e-01
-4.115322232246398926e-02,-3.930231556296348572e-02,-3.876316547393798828e-02,-9.976267814636230469e-01
-4.114728793501853943e-02,-3.929738327860832214e-02,-3.876050561666488647e-02,-9.976273179054260254e-01
-4.115139693021774292e-02,-3.929589316248893738e-02,-3.875870257616043091e-02,-9.976271986961364746e-01
-4.114887863397598267e-02,-3.929647430777549744e-02,-3.876550868153572083e-02,-9.976270198822021484e-01
-4.113735258579254150e-02,-3.928616270422935486e-02,-3.877336904406547546e-02,-9.976276159286499023e-01
-4.114184156060218811e-02,-3.929107263684272766e-02,-3.876147419214248657e-02,-9.976277351379394531e-01
-4.114912450313568115e-02,-3.928982466459274292e-02,-3.874612227082252502e-02,-9.976280927658081055e-01
-4.113832861185073853e-02,-3.929221257567405701e-02,-3.875363245606422424e-02,-9.976280927658081055e-01
-4.113832861185073853e-02,-3.929221257567405701e-02,-3.875363245606422424e-02,-9.976280927658081055e-01
-4.114811867475509644e-02,-3.929371386766433716e-02,-3.875863552093505859e-02,-9.976274371147155762e-01
-4.114263877272605896e-02,-3.929174691438674927e-02,-3.875668719410896301e-02,-9.976278543472290039e-01
-4.114352539181709290e-02,-3.929913043975830078e-02,-3.875370323657989502e-02,-9.976276755332946777e-01
-4.114810377359390259e-02,-3.929861262440681458e-02,-3.874958679080009460e-02,-9.976276755332946777e-01
-4.114232212305068970e-02,-3.929287567734718323e-02,-3.875486552715301514e-02,-9.976279139518737793e-01
-4.114070907235145569e-02,-3.929635882377624512e-02,-3.875777125358581543e-02,-9.976276159286499023e-01
-4.115490615367889404e-02,-3.929554298520088196e-02,-3.875292837619781494e-02,-9.976274371147155762e-01
-4.115484282374382019e-02,-3.929722681641578674e-02,-3.875372931361198425e-02,-9.976271986961364746e-01
-4.115352779626846313e-02,-3.929581865668296814e-02,-3.875258564949035645e-02,-9.976274371147155762e-01
-4.115369170904159546e-02,-3.929222002625465393e-02,-3.875845298171043396e-02,-9.976272583007812500e-01
-4.114640876650810242e-02,-3.929583728313446045e-02,-3.875320777297019958e-02,-9.976276755332946777e-01
-4.115470871329307556e-02,-3.928970918059349060e-02,-3.875374421477317810e-02,-9.976275563240051270e-01
-4.114092886447906494e-02,-3.928953409194946289e-02,-3.876156359910964966e-02,-9.976278543472290039e-01
-4.115559160709381104e-02,-3.930968791246414185e-02,-3.875739499926567078e-02,-9.976266026496887207e-01
-4.114677384495735168e-02,-3.928945586085319519e-02,-3.875811398029327393e-02,-9.976277351379394531e-01
-4.114101082086563110e-02,-3.929097577929496765e-02,-3.875911980867385864e-02,-9.976278543472290039e-01
-4.115118086338043213e-02,-3.929494321346282959e-02,-3.875755146145820618e-02,-9.976274371147155762e-01
-4.114193469285964966e-02,-3.928875550627708435e-02,-3.875457122921943665e-02,-9.976280927658081055e-01
-4.113421589136123657e-02,-3.928402438759803772e-02,-3.875431790947914124e-02,-9.976286292076110840e-01
-4.114696010947227478e-02,-3.929252922534942627e-02,-3.875831887125968933e-02,-9.976276159286499023e-01
-4.114115610718727112e-02,-3.928960859775543213e-02,-3.875877708196640015e-02,-9.976279139518737793e-01
-4.114704206585884094e-02,-3.929150104522705078e-02,-3.876019641757011414e-02,-9.976276159286499023e-01
-4.113785922527313232e-02,-3.928593918681144714e-02,-3.876350447535514832e-02,-9.976280331611633301e-01
-4.113282263278961182e-02,-3.929425776004791260e-02,-3.875171393156051636e-02,-9.976283311843872070e-01
-4.112581908702850342e-02,-3.928805887699127197e-02,-3.875760361552238464e-02,-9.976287484169006348e-01
-4.113039374351501465e-02,-3.928510099649429321e-02,-3.875665739178657532e-02,-9.976286292076110840e-01
-4.112996906042098999e-02,-3.928609192371368408e-02,-3.876199945807456970e-02,-9.976284503936767578e-01
-4.113496467471122742e-02,-3.928856924176216125e-02,-3.875821083784103394e-02,-9.976283311843872070e-01
-4.112545400857925415e-02,-3.928812965750694275e-02,-3.875292092561721802e-02,-9.976289272308349609e-01
-4.114012792706489563e-02,-3.929261118173599243e-02,-3.875474259257316589e-02,-9.976280331611633301e-01
-4.114163666963577271e-02,-3.929552808403968811e-02,-3.875509649515151978e-02,-9.976277947425842285e-01
-4.114119336009025574e-02,-3.928880766034126282e-02,-3.875648230314254761e-02,-9.976280331611633301e-01
-4.114497452974319458e-02,-3.929495066404342651e-02,-3.875537216663360596e-02,-9.976276755332946777e-01
-4.113857820630073547e-02,-3.929560258984565735e-02,-3.875686228275299072e-02,-9.976279139518737793e-01
-4.113401472568511963e-02,-3.929416090250015259e-02,-3.875844925642013550e-02,-9.976280927658081055e-01
-4.114971682429313660e-02,-3.929031267762184143e-02,-3.875910490751266479e-02,-9.976275563240051270e-01
-4.114800691604614258e-02,-3.929695859551429749e-02,-3.876510635018348694e-02,-9.976271390914916992e-01
