6.418538093566894531e-02,1.484694033861160278e-01,1.419945508241653442e-01
6.418285518884658813e-02,1.484634429216384888e-01,1.420014351606369019e-01
6.418242305517196655e-02,1.484642326831817627e-01,1.420057713985443115e-01
6.417959183454513550e-02,1.484588384628295898e-01,1.420173346996307373e-01
6.417857855558395386e-02,1.484526246786117554e-01,1.420274972915649414e-01
6.417448818683624268e-02,1.484531909227371216e-01,1.420362591743469238e-01
6.417040526866912842e-02,1.484551876783370972e-01,1.420536041259765625e-01
6.413576006889343262e-02,1.484230011701583862e-01,1.420661658048629761e-01
6.413024663925170898e-02,1.484240889549255371e-01,1.420665532350540161e-01
6.413023918867111206e-02,1.484189182519912720e-01,1.420619785785675049e-01
6.412397325038909912e-02,1.484090536832809448e-01,1.420484483242034912e-01
6.412651389837265015e-02,1.484149843454360962e-01,1.420632600784301758e-01
6.410746276378631592e-02,1.484021097421646118e-01,1.420178264379501343e-01
6.411421298980712891e-02,1.484108716249465942e-01,1.420540809631347656e-01
6.410765647888183594e-02,1.484012007713317871e-01,1.420384347438812256e-01
6.411620229482650757e-02,1.484045535326004028e-01,1.420622020959854126e-01
6.411076337099075317e-02,1.484461724758148193e-01,1.420577764511108398e-01
6.410413980484008789e-02,1.484427303075790405e-01,1.420657634735107422e-01
6.410344690084457397e-02,1.484457999467849731e-01,1.420768350362777710e-01
6.409556418657302856e-02,1.484349966049194336e-01,1.420742571353912354e-01
6.409195810556411743e-02,1.484389454126358032e-01,1.420843005180358887e-01
6.408803164958953857e-02,1.484328210353851318e-01,1.420816928148269653e-01
6.409124284982681274e-02,1.484304368495941162e-01,1.420877575874328613e-01
6.408982723951339722e-02,1.484326720237731934e-01,1.420844197273254395e-01
6.409081071615219116e-02,1.484344750642776489e-01,1.420807838439941406e-01
6.410045176744461060e-02,1.484433263540267944e-01,1.421054899692535400e-01
6.409178674221038818e-02,1.484503448009490967e-01,1.420783400535583496e-01
6.411167979240417480e-02,1.484492719173431396e-01,1.420856416225433350e-01
6.410879641771316528e-02,1.484405994415283203e-01,1.420371979475021362e-01
6.412312388420104980e-02,1.484416276216506958e-01,1.420332193374633789e-01
6.413722783327102661e-02,1.484429538249969482e-01,1.420340389013290405e-01
6.418132781982421875e-02,1.484709680080413818e-01,1.420548260211944580e-01
6.419652700424194336e-02,1.484687179327011108e-01,1.420775949954986572e-01
6.420399993658065796e-02,1.484635919332504272e-01,1.420838534832000732e-01
6.420522928237915039e-02,1.484612226486206055e-01,1.420737802982330322e-01
6.420879065990447998e-02,1.484647095203399658e-01,1.420664638280868530e-01
6.421520560979843140e-02,1.484667211771011353e-01,1.420667916536331177e-01
6.422125548124313354e-02,1.484646946191787720e-01,1.420733779668807983e-01
6.422374397516250610e-02,1.484667807817459106e-01,1.420740038156509399e-01
6.422412395477294922e-02,1.484693586826324463e-01,1.420737355947494507e-01
6.421995908021926880e-02,1.484647393226623535e-01,1.420717686414718628e-01
6.422138959169387817e-02,1.484613269567489624e-01,1.420813798904418945e-01
6.422604620456695557e-02,1.484603881835937500e-01,1.420828700065612793e-01
6.427182257175445557e-02,1.485284119844436646e-01,1.421686410903930664e-01
6.431093811988830566e-02,1.485696882009506226e-01,1.422365307807922363e-01
6.432930380105972290e-02,1.486314088106155396e-01,1.422413885593414307e-01
6.430228054523468018e-02,1.485973894596099854e-01,1.422562450170516968e-01
6.427194178104400635e-02,1.485724300146102905e-01,1.422502696514129639e-01
6.426090747117996216e-02,1.485820263624191284e-01,1.422518044710159302e-01
6.424135714769363403e-02,1.485930383205413818e-01,1.422203779220581055e-01
6.422775238752365112e-02,1.485931724309921265e-01,1.422202587127685547e-01
6.421139836311340332e-02,1.486235558986663818e-01,1.421897411346435547e-01
6.422046571969985962e-02,1.486562639474868774e-01,1.421800553798675537e-01
6.421893090009689331e-02,1.486947983503341675e-01,1.421566605567932129e-01
6.417785584926605225e-02,1.486722677946090698e-01,1.421512067317962646e-01
6.416651606559753418e-02,1.486849188804626465e-01,1.421350538730621338e-01
6.416696310043334961e-02,1.486729234457015991e-01,1.421396136283874512e-01
6.413185596466064453e-02,1.486306488513946533e-01,1.421667933464050293e-01
6.414172798395156860e-02,1.486336439847946167e-01,1.421673595905303955e-01
6.414566189050674438e-02,1.485929787158966064e-01,1.422020792961120605e-01
6.415607035160064697e-02,1.485766470432281494e-01,1.422000676393508911e-01
6.420347094535827637e-02,1.485258042812347412e-01,1.422770321369171143e-01
6.421191990375518799e-02,1.485897451639175415e-01,1.422322839498519897e-01
6.423196941614151001e-02,1.486082524061203003e-01,1.422569453716278076e-01
6.419733166694641113e-02,1.486838757991790771e-01,1.421946436166763306e-01
6.418512761592864990e-02,1.487637311220169067e-01,1.421440392732620239e-01
6.418417394161224365e-02,1.487610936164855957e-01,1.421020776033401489e-01
6.430637836456298828e-02,1.488335430622100830e-01,1.421523690223693848e-01
