-1.342686563730239868e-01,4.367986693978309631e-03,3.382711857557296753e-02,9.903578758239746094e-01
-1.337405890226364136e-01,4.148290958255529404e-03,3.432219102978706360e-02,9.904131889343261719e-01
-1.337096095085144043e-01,4.160158801823854446e-03,3.426562994718551636e-02,9.904193282127380371e-01
-1.337331980466842651e-01,4.193602595478296280e-03,3.433721512556076050e-02,9.904134869575500488e-01
-1.336856931447982788e-01,4.152195062488317490e-03,3.424996510148048401e-02,9.904230833053588867e-01
-1.337362825870513916e-01,4.157551564276218414e-03,3.428523615002632141e-02,9.904149770736694336e-01
-1.337682157754898071e-01,4.181588999927043915e-03,3.437700867652893066e-02,9.904074668884277344e-01
-1.336825191974639893e-01,4.170215688645839691e-03,3.429162129759788513e-02,9.904220700263977051e-01
-1.336635351181030273e-01,4.161058925092220306e-03,3.424721211194992065e-02,9.904261231422424316e-01
-1.336147338151931763e-01,4.149772692471742630e-03,3.424499556422233582e-02,9.904327988624572754e-01
-1.336309313774108887e-01,4.157370887696743011e-03,3.426182270050048828e-02,9.904299974441528320e-01
-1.336055099964141846e-01,4.143852274864912033e-03,3.425140306353569031e-02,9.904339313507080078e-01
-1.335737854242324829e-01,4.131994210183620453e-03,3.425662592053413391e-02,9.904381036758422852e-01
-1.334381997585296631e-01,4.088237881660461426e-03,3.424987941980361938e-02,9.904567003250122070e-01
-1.334029287099838257e-01,4.085725639015436172e-03,3.425500541925430298e-02,9.904612898826599121e-01
-1.333969235420227051e-01,4.085574299097061157e-03,3.425110876560211182e-02,9.904623031616210938e-01
-1.334233433008193970e-01,4.128523636609315872e-03,3.422328457236289978e-02,9.904595017433166504e-01
-1.333311945199966431e-01,4.095379263162612915e-03,3.420927748084068298e-02,9.904725551605224609e-01
-1.333853155374526978e-01,4.114621318876743317e-03,3.421313688158988953e-02,9.904649853706359863e-01
-1.334238648414611816e-01,4.099695943295955658e-03,3.428924083709716797e-02,9.904572963714599609e-01
-1.333616673946380615e-01,4.088843706995248795e-03,3.420521691441535950e-02,9.904685616493225098e-01
-1.333605200052261353e-01,4.090195987373590469e-03,3.425022587180137634e-02,9.904671907424926758e-01
-1.333538591861724854e-01,4.092833492904901505e-03,3.420511260628700256e-02,9.904696345329284668e-01
-1.334062665700912476e-01,4.092288203537464142e-03,3.428837656974792480e-02,9.904596805572509766e-01
-1.334518343210220337e-01,4.093571566045284271e-03,3.424939513206481934e-02,9.904548525810241699e-01
-1.334774941205978394e-01,4.152435343712568283e-03,3.430399671196937561e-02,9.904492497444152832e-01
-1.334969252347946167e-01,4.183604847639799118e-03,3.425791859626770020e-02,9.904481768608093262e-01
-1.333970874547958374e-01,4.137309733778238297e-03,3.421793878078460693e-02,9.904631376266479492e-01
-1.334238946437835693e-01,4.131713882088661194e-03,3.419394046068191528e-02,9.904604554176330566e-01
-1.334462314844131470e-01,4.152256529778242111e-03,3.413246572017669678e-02,9.904595017433166504e-01
-1.334207206964492798e-01,4.207438789308071136e-03,3.397820517420768738e-02,9.904679656028747559e-01
-1.333980560302734375e-01,4.188550636172294617e-03,3.398587182164192200e-02,9.904708266258239746e-01
-1.334117203950881958e-01,4.146079532802104950e-03,3.402199968695640564e-02,9.904679656028747559e-01
-1.333952546119689941e-01,4.152798093855381012e-03,3.393508866429328918e-02,9.904730319976806641e-01
-1.333873569965362549e-01,4.171655513346195221e-03,3.385269269347190857e-02,9.904768466949462891e-01
-1.333749741315841675e-01,4.158364608883857727e-03,3.378083556890487671e-02,9.904810786247253418e-01
-1.332866549491882324e-01,4.185101017355918884e-03,3.364603221416473389e-02,9.904974102973937988e-01
-1.331296265125274658e-01,4.109468776732683182e-03,3.330443426966667175e-02,9.905304312705993652e-01
-1.333072185516357422e-01,3.918644972145557404e-03,3.310944512486457825e-02,9.905138015747070312e-01
-1.330369263887405396e-01,3.838799893856048584e-03,3.272285312414169312e-02,9.905633330345153809e-01
-1.332338899374008179e-01,3.656642278656363487e-03,3.311884403228759766e-02,9.905244112014770508e-01
-1.332068890333175659e-01,3.685703035444021225e-03,3.326642885804176331e-02,9.905229210853576660e-01
-1.331843286752700806e-01,3.684891387820243835e-03,3.280374407768249512e-02,9.905413985252380371e-01
-1.333904564380645752e-01,3.638791851699352264e-03,3.318494558334350586e-02,9.905011653900146484e-01
-1.331079751253128052e-01,3.786166897043585777e-03,3.300357982516288757e-02,9.905446171760559082e-01
