Format Version,1.23,Take Name,danielle_ear2ear_003,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.30.793 PM,Total Frames in Take,313,Total Exported Frames,313,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
16,0.266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.207849,0.161890,0.139394,-0.213358,0.121608,0.133482
17,0.283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.206728,0.163240,0.139807,-0.213397,0.122039,0.133431
18,0.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.207840,0.162845,0.138919,-0.213464,0.122557,0.133442
19,0.316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.207831,0.163319,0.138661,-0.213483,0.123058,0.133446
20,0.333333,-0.194359,-0.281914,0.917193,0.203733,-0.067101,0.135847,0.101934,0.000772,-0.214818,0.148276,0.109873,0.000000,-0.207866,0.201017,0.091229,0.954005,-0.067103,0.135847,0.101930,0.000000,-0.217355,0.132447,0.077307,0.000000,-0.207705,0.164509,0.138892,0.745691,-0.213596,0.122737,0.133054,0.814382,,,,,,,,,,,,,,,,-0.207838,0.201189,0.091288,,,,,,,-0.207862,0.163589,0.138488,-0.213481,0.123403,0.133363
21,0.350000,-0.194550,-0.281009,0.917246,0.204557,-0.067193,0.135630,0.101747,0.000719,-0.214882,0.148359,0.109742,0.000000,-0.207837,0.201059,0.091018,0.954005,-0.067195,0.135630,0.101743,0.000000,-0.217466,0.132487,0.077200,0.000000,-0.207722,0.164620,0.138734,0.745691,-0.213698,0.122851,0.132959,0.814382,,,,,,,,,,,,,,,,-0.207808,0.201245,0.091062,,,,,,,-0.207873,0.163754,0.138351,-0.213586,0.123474,0.133274
22,0.366667,-0.194705,-0.281130,0.917243,0.204260,-0.067162,0.135710,0.101759,0.000733,-0.214861,0.148364,0.109681,0.000000,-0.207833,0.201068,0.090962,0.953897,-0.067164,0.135710,0.101756,0.000000,-0.217421,0.132492,0.077137,0.000000,-0.207724,0.164627,0.138677,0.759420,-0.213676,0.122856,0.132897,0.821096,,,,,,,,,,,,,,,,-0.207806,0.201244,0.091010,,,,,,,-0.207874,0.163756,0.138297,-0.213564,0.123492,0.133205
23,0.383333,-0.194880,-0.282030,0.916909,0.204348,-0.067152,0.135702,0.101780,0.000733,-0.214857,0.148349,0.109611,0.000000,-0.207812,0.201087,0.090993,0.953897,-0.067154,0.135702,0.101776,0.000000,-0.217392,0.132536,0.077036,0.000000,-0.207741,0.164559,0.138642,0.759420,-0.213691,0.122799,0.132782,0.821096,,,,,,,,,,,,,,,,-0.207784,0.201265,0.091039,,,,,,,-0.207891,0.163687,0.138260,-0.213579,0.123434,0.133092
24,0.400000,-0.195070,-0.282818,0.916486,0.204975,-0.067143,0.135648,0.101790,0.000730,-0.214837,0.148446,0.109573,0.000000,-0.207724,0.201210,0.091056,0.953846,-0.067145,0.135648,0.101786,0.000000,-0.217375,0.132697,0.076968,0.000000,-0.207718,0.164595,0.138637,0.760175,-0.213711,0.122852,0.132698,0.821518,,,,,,,,,,,,,,,,-0.207697,0.201387,0.091103,,,,,,,-0.207868,0.163728,0.138254,-0.213599,0.123485,0.133008
25,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.207829,0.163893,0.138276,-0.213641,0.123649,0.133020
26,0.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.207720,0.164283,0.138246,-0.213653,0.124097,0.132755
27,0.450000,-0.154463,-0.266529,0.927312,0.212592,-0.070733,0.137085,0.088634,0.000990,-0.217234,0.149073,0.109415,0.000000,-0.212219,0.201566,0.089491,0.953846,-0.070736,0.137085,0.088631,0.000000,-0.222556,0.132767,0.077425,0.000000,-0.207668,0.165749,0.137461,0.760175,-0.213843,0.123876,0.132752,0.821518,,,,,,,,,,,,,-0.217527,0.148850,0.108430,,,,,,,,,,-0.207581,0.165031,0.138091,-0.213642,0.124802,0.133091
28,0.466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.214381,0.140623,0.077725,,,,,,,,,,,,,,,,,,,,,,-0.207416,0.165969,0.137882,-0.213531,0.125795,0.133239
29,0.483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.213987,0.141769,0.078048,-0.217276,0.150520,0.108426,,,,,,,,,,,,,,,,,,,-0.207154,0.167093,0.137775,-0.213554,0.126818,0.133461
30,0.500000,-0.191194,-0.266536,0.917010,0.226930,-0.068680,0.132805,0.097943,0.000689,-0.215408,0.152301,0.109292,0.508516,-0.206484,0.204328,0.089515,0.899207,-0.068682,0.132805,0.097939,0.000000,-0.219508,0.136050,0.077094,0.000000,-0.206808,0.168678,0.137823,0.869807,-0.214786,0.127136,0.132901,0.608420,-0.213952,0.142562,0.078189,,,,,,,,,,-0.217137,0.151746,0.108539,-0.206159,0.204565,0.089542,,,,,,,-0.206981,0.168204,0.137692,-0.213659,0.127925,0.133648
31,0.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.213892,0.143526,0.078195,-0.217093,0.152502,0.108498,,,,,,,,,,,,,,,,,,,-0.206767,0.169383,0.137687,-0.213623,0.129150,0.133856
32,0.533333,-0.193853,-0.260508,0.917495,0.229694,-0.068579,0.133526,0.098342,0.000703,-0.215139,0.154408,0.109388,0.508516,-0.205761,0.206126,0.089021,0.899207,-0.068581,0.133526,0.098338,0.000000,-0.219365,0.137825,0.077377,0.000000,-0.206412,0.171037,0.137735,0.869807,-0.214743,0.129511,0.133284,0.608420,,,,,,,,,,,,,-0.216933,0.153820,0.108575,-0.205427,0.206367,0.089059,,,,,,,-0.206565,0.170545,0.137622,-0.213745,0.130273,0.133956
33,0.550000,-0.198322,-0.260214,0.917239,0.227222,-0.068033,0.134839,0.099664,0.000770,-0.214732,0.155466,0.109254,0.371321,-0.205263,0.207133,0.088800,0.903924,-0.068035,0.134839,0.099661,0.000000,-0.218622,0.138766,0.077261,0.000000,-0.206306,0.172209,0.137625,0.850266,-0.214514,0.130651,0.133238,0.701480,,,,,,,,,,,,,-0.216892,0.154599,0.108303,-0.204975,0.207380,0.088864,,,,,,,-0.206393,0.171646,0.137440,-0.213824,0.131440,0.133811
34,0.566667,-0.196038,-0.259393,0.916082,0.234687,-0.068621,0.134164,0.098137,0.000725,-0.214950,0.156717,0.108964,0.371321,-0.204954,0.208318,0.088592,0.903924,-0.068624,0.134164,0.098134,0.000000,-0.219318,0.140171,0.076953,0.000000,-0.206075,0.173257,0.137317,0.850266,-0.214873,0.131826,0.132870,0.701480,,,,,,,,,,,,,-0.216700,0.156014,0.108111,-0.204634,0.208596,0.088639,,,,,,,-0.206231,0.172761,0.137149,-0.213889,0.132628,0.133637
35,0.583333,-0.200602,-0.256518,0.915618,0.235798,-0.068501,0.134323,0.098936,0.000775,-0.214765,0.157786,0.108640,0.473156,-0.204338,0.209189,0.087989,0.902493,-0.068503,0.134323,0.098933,0.000000,-0.219017,0.141049,0.076713,0.000000,-0.205982,0.174465,0.136940,0.863086,-0.214989,0.133056,0.132713,0.628375,,,,,,,,,,,,,-0.216572,0.157121,0.107785,-0.204026,0.209424,0.087990,,,,,,,-0.206131,0.173939,0.136899,-0.213980,0.133936,0.133359
36,0.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.216436,0.158136,0.107343,,,,,,,,,,,,,,,,,,,-0.205907,0.175161,0.136305,-0.214072,0.135160,0.133075
37,0.616667,-0.203299,-0.252774,0.914752,0.240838,-0.068604,0.134767,0.098408,0.000775,-0.214572,0.160114,0.107837,0.489826,-0.203483,0.211265,0.086905,0.896320,-0.068606,0.134767,0.098404,0.000000,-0.219004,0.143251,0.076000,0.000000,-0.205606,0.176842,0.136050,0.861130,-0.215127,0.135527,0.132049,0.613461,,,,,,,,,,,,,-0.216279,0.159419,0.106962,-0.203172,0.211540,0.086906,,,,,,,-0.205772,0.176318,0.135970,-0.214098,0.136400,0.132802
38,0.633333,-0.206161,-0.248776,0.914542,0.243354,-0.068729,0.134475,0.098440,0.000723,-0.214514,0.161026,0.107363,0.489826,-0.202984,0.211930,0.086069,0.896320,-0.068731,0.134475,0.098437,0.000000,-0.219011,0.143958,0.075645,0.000000,-0.205478,0.177897,0.135469,0.861130,-0.215312,0.136628,0.131759,0.613461,,,,,,,,,,,,,-0.216144,0.160455,0.106518,-0.202657,0.212150,0.086103,,,,,,,-0.205657,0.177415,0.135422,-0.214266,0.137438,0.132426
39,0.650000,-0.210123,-0.246845,0.914569,0.241827,-0.068406,0.135250,0.099146,0.000783,-0.214251,0.161846,0.106879,0.449459,-0.202571,0.212619,0.085356,0.903506,-0.068408,0.135249,0.099143,0.000000,-0.218524,0.144584,0.075234,0.000000,-0.205413,0.178889,0.134943,0.864227,-0.215220,0.137597,0.131416,0.661581,,,,,,,,,,,,,-0.216091,0.161074,0.105947,-0.202263,0.212847,0.085397,,,,,,,-0.205547,0.178365,0.134891,-0.214351,0.138461,0.131992
40,0.666667,-0.217258,-0.244669,0.915280,0.234943,-0.067326,0.137276,0.101224,0.000768,-0.213490,0.162701,0.106474,0.449459,-0.201914,0.213341,0.084586,0.903506,-0.067328,0.137276,0.101220,0.000000,-0.217138,0.145068,0.074956,0.000000,-0.205222,0.180116,0.134484,0.864227,-0.214626,0.138706,0.131253,0.661581,,,,,,,,,,,,,,,,-0.201872,0.213512,0.084630,,,,,,,-0.205452,0.179199,0.134148,-0.214457,0.139375,0.131517
41,0.683333,-0.214975,-0.243297,0.913552,0.244981,-0.068525,0.135270,0.098974,0.000798,-0.214135,0.163396,0.105636,0.459740,-0.201811,0.213895,0.083831,0.904997,-0.068527,0.135270,0.098970,0.000000,-0.218394,0.145955,0.074087,0.000000,-0.205293,0.180545,0.133634,0.865207,-0.215498,0.139331,0.130336,0.645488,,,,,,,,,,,,,-0.215919,0.162607,0.104705,-0.201508,0.214121,0.083868,,,,,,,-0.205437,0.180027,0.133591,-0.214588,0.140238,0.130935
42,0.700000,-0.216381,-0.241085,0.912824,0.248617,-0.068841,0.134773,0.098341,0.000759,-0.214204,0.164173,0.104918,0.459740,-0.201444,0.214503,0.082972,0.904997,-0.068843,0.134773,0.098338,0.000000,-0.218612,0.146682,0.073419,0.000000,-0.205214,0.181325,0.132868,0.865207,-0.215775,0.140191,0.129685,0.645488,,,,,,,,,,,,,-0.215790,0.163521,0.104058,-0.201137,0.214716,0.083001,,,,,,,-0.205397,0.180849,0.132840,-0.214689,0.141104,0.130372
43,0.716667,-0.220649,-0.248317,0.907659,0.256532,-0.069581,0.133508,0.097761,0.000886,-0.214517,0.165119,0.103433,0.593644,-0.200742,0.215602,0.082474,0.877697,-0.069583,0.133508,0.097758,0.000000,-0.218889,0.148236,0.071599,0.830194,-0.205535,0.181649,0.131758,0.917033,-0.216714,0.140749,0.127771,0.257301,,,,,,,,,,,,,-0.215778,0.164108,0.103263,-0.200794,0.215313,0.082083,,,,-0.218641,0.148819,0.071353,-0.205388,0.181693,0.132053,-0.214854,0.141957,0.129748
44,0.733333,-0.222352,-0.245958,0.907666,0.257308,-0.069745,0.133795,0.097541,0.000857,-0.214584,0.165910,0.102843,0.593644,-0.200612,0.216246,0.081661,0.877697,-0.069747,0.133795,0.097538,0.000000,-0.218964,0.148888,0.071084,0.830194,-0.205590,0.182546,0.131101,0.917033,-0.216898,0.141665,0.127295,0.257301,,,,,,,,,,,,,-0.215796,0.165065,0.102747,-0.200677,0.215919,0.081264,,,,-0.218685,0.149480,0.070758,-0.205422,0.182582,0.131410,-0.215077,0.142835,0.129279
45,0.750000,-0.219231,-0.242100,0.909946,0.255583,-0.069319,0.135582,0.096400,0.000879,-0.214245,0.167141,0.102602,0.629752,-0.200648,0.217377,0.080946,0.870258,-0.069321,0.135582,0.096396,0.000000,-0.218802,0.149870,0.071003,0.817157,-0.205099,0.184020,0.130667,0.911741,-0.216267,0.143066,0.127247,0.265891,,,,,,,,,,,,,,,,-0.200694,0.216971,0.080655,,,,-0.218918,0.150284,0.070338,-0.205455,0.183602,0.130729,-0.215299,0.143873,0.128882
46,0.766667,-0.222157,-0.237516,0.910041,0.257018,-0.069626,0.135753,0.096484,0.001027,-0.214373,0.168234,0.102065,0.000000,-0.200427,0.218185,0.079977,0.831144,-0.069628,0.135753,0.096481,0.000000,-0.218963,0.150698,0.070616,0.779386,-0.205188,0.185317,0.129994,0.848382,-0.216594,0.144400,0.126927,0.445232,,,,,,,,,,,,,,,,-0.200523,0.217625,0.079612,,,,-0.219071,0.151276,0.069959,-0.205569,0.184887,0.130189,-0.215398,0.145365,0.128528
47,0.783333,-0.222933,-0.232169,0.911026,0.257741,-0.069855,0.136479,0.096096,0.000976,-0.214474,0.169531,0.101647,0.000000,-0.200398,0.219203,0.079017,0.831144,-0.069857,0.136479,0.096093,0.000000,-0.219194,0.151690,0.070390,0.779386,-0.205170,0.186868,0.129379,0.848382,-0.216727,0.145963,0.126757,0.445232,,,,,,,,,,,,,,,,-0.200448,0.218660,0.078720,,,,-0.219309,0.152349,0.069576,-0.205584,0.186379,0.129547,-0.215785,0.146737,0.128149
48,0.800000,-0.228719,-0.223064,0.915177,0.245727,-0.068914,0.139845,0.098612,0.000781,-0.214126,0.170511,0.101918,0.000000,-0.200683,0.219797,0.078091,0.945278,-0.068916,0.139845,0.098608,0.000000,-0.218233,0.151760,0.071110,0.000000,-0.205393,0.188743,0.129259,0.731808,-0.216220,0.147588,0.127632,0.815466,,,,,,,,,,,,,,,,-0.200627,0.220007,0.078115,,,,,,,-0.205671,0.187759,0.128934,-0.216031,0.148250,0.127896
49,0.816667,-0.228252,-0.218702,0.915845,0.247587,-0.069488,0.140259,0.097903,0.000737,-0.214534,0.171656,0.101586,0.000000,-0.200952,0.220703,0.077349,0.945278,-0.069490,0.140259,0.097899,0.000000,-0.218860,0.152704,0.070931,0.000000,-0.205599,0.190041,0.128758,0.731808,-0.216633,0.148928,0.127472,0.815466,,,,,,,,,,,,,,,,-0.200906,0.220868,0.077377,,,,,,,-0.205850,0.189170,0.128488,-0.216443,0.149582,0.127699
50,0.833333,-0.226969,-0.216254,0.916470,0.248603,-0.069759,0.141459,0.097162,0.000768,-0.214723,0.173176,0.101352,0.000000,-0.201141,0.222106,0.076877,0.946038,-0.069761,0.141459,0.097158,0.000000,-0.219219,0.154122,0.070786,0.000000,-0.205633,0.191642,0.128418,0.734426,-0.216758,0.150548,0.127330,0.816211,,,,,,,,,,,,,,,,-0.201084,0.222312,0.076906,,,,,,,-0.205917,0.190670,0.128096,-0.216562,0.151208,0.127589
51,0.850000,-0.221254,-0.213120,0.915311,0.260447,-0.071501,0.139664,0.094183,0.000765,-0.215668,0.174436,0.100877,0.000000,-0.201457,0.223143,0.076316,0.946038,-0.071503,0.139664,0.094180,0.000000,-0.221075,0.155577,0.070336,0.000000,-0.205739,0.192619,0.127839,0.734426,-0.217752,0.151774,0.126822,0.816211,,,,,,,,,,,,,-0.217179,0.173743,0.099999,-0.201150,0.223386,0.076339,,,,,,,-0.205938,0.192139,0.127811,-0.216687,0.152685,0.127542
52,0.866667,-0.222561,-0.211139,0.918055,0.251121,-0.070368,0.143557,0.095335,0.000702,-0.215134,0.175923,0.101111,0.000000,-0.201652,0.224628,0.076140,0.945699,-0.070370,0.143557,0.095332,0.000000,-0.220090,0.156683,0.070732,0.000000,-0.205630,0.194530,0.127937,0.753835,-0.216940,0.153478,0.127265,0.825254,,,,,,,,,,,,,,,,-0.201594,0.224836,0.076160,,,,,,,-0.205901,0.193634,0.127631,-0.216749,0.154097,0.127526
53,0.883333,-0.219009,-0.209904,0.918916,0.252130,-0.070565,0.144940,0.094308,0.000657,-0.215265,0.177376,0.101222,0.000000,-0.201960,0.226066,0.076125,0.945699,-0.070567,0.144940,0.094305,0.000000,-0.220472,0.158127,0.070891,0.000000,-0.205539,0.195990,0.127964,0.753835,-0.216874,0.154942,0.127398,0.825254,,,,,,,,,,,,,,,,-0.201892,0.226312,0.076128,,,,,,,-0.205814,0.195098,0.127640,-0.216689,0.155518,0.127694
54,0.900000,-0.215619,-0.206347,0.920534,0.252084,-0.070551,0.146521,0.093319,0.000749,-0.215211,0.178888,0.101314,0.000000,-0.202163,0.227448,0.075834,0.951577,-0.070553,0.146521,0.093316,0.000000,-0.220667,0.159467,0.071137,0.000000,-0.205267,0.197656,0.127868,0.757756,-0.216574,0.156598,0.127627,0.821438,,,,,,,,,,,,,,,,-0.202112,0.227634,0.075835,,,,,,,-0.205538,0.196756,0.127632,-0.216374,0.157248,0.127845
