Format Version,1.23,Take Name,danielle_circum_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.16.643 PM,Total Frames in Take,480,Total Exported Frames,480,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
286,4.766667,0.617889,0.288057,0.290081,0.671632,0.080844,0.159589,0.074214,0.000192,0.217857,0.210431,0.100301,0.973472,0.204667,0.253287,0.066141,0.945033,0.080845,0.159592,0.074216,0.000000,0.205819,0.225510,0.131047,0.956557,0.224247,0.196653,0.069878,0.891817,0.226185,0.177845,0.108038,0.911074,,,,,,,,,,0.217891,0.210340,0.100258,0.204498,0.253308,0.066002,,,,0.205958,0.225597,0.130990,0.224405,0.196950,0.070151,0.226023,0.177530,0.108005
287,4.783333,0.618018,0.286211,0.297907,0.668871,0.081048,0.160218,0.075642,0.000163,0.217276,0.212145,0.103634,0.973472,0.204024,0.255184,0.069728,0.945033,0.081049,0.160221,0.075645,0.000000,0.204771,0.226822,0.134387,0.956557,0.224118,0.198711,0.073155,0.891817,0.225842,0.179572,0.111160,0.911074,,,,,,,0.076424,0.158278,0.074552,0.217304,0.212028,0.103614,0.203900,0.255202,0.069610,,,,0.204880,0.226898,0.134325,0.224218,0.198962,0.073412,0.225729,0.179344,0.111104
288,4.800000,0.617959,0.283562,0.305709,0.666529,0.081263,0.160937,0.077046,0.000167,0.216696,0.213774,0.107115,0.964692,0.203475,0.256998,0.073435,0.957717,0.081264,0.160940,0.077048,0.000000,0.203701,0.228069,0.137845,0.959954,0.224014,0.200671,0.076603,0.900424,0.225453,0.181209,0.114456,0.934388,,,,,,,0.076370,0.158505,0.076663,0.216716,0.213636,0.107089,0.203351,0.257000,0.073319,,,,0.203818,0.228159,0.137785,0.224120,0.200938,0.076879,0.225335,0.180986,0.114382
289,4.816667,0.618236,0.280338,0.312779,0.664353,0.081392,0.161756,0.078419,0.000177,0.216112,0.215205,0.110539,0.964692,0.202994,0.258646,0.077098,0.957717,0.081392,0.161759,0.078421,0.000000,0.202666,0.229135,0.141244,0.959954,0.223870,0.202428,0.079998,0.900424,0.225000,0.182633,0.117688,0.934388,,,,,,,,,,0.216115,0.215050,0.110506,0.202867,0.258651,0.076974,,,,0.202806,0.229219,0.141166,0.223978,0.202712,0.080318,0.224877,0.182414,0.117604
290,4.833333,0.618744,0.277490,0.319784,0.661735,0.081431,0.162496,0.079921,0.000196,0.215414,0.216585,0.113992,0.960597,0.202341,0.260253,0.080830,0.952139,0.081432,0.162499,0.079924,0.000000,0.201543,0.230122,0.144683,0.960012,0.223589,0.204159,0.083415,0.887902,0.224460,0.184009,0.120923,0.932582,,,,,,,,,,0.215425,0.216434,0.113948,0.202222,0.260269,0.080680,,,,0.201672,0.230202,0.144631,0.223673,0.204447,0.083748,0.224355,0.183778,0.120834
291,4.850000,0.618868,0.274621,0.327521,0.659026,0.081512,0.163074,0.081345,0.000214,0.214626,0.217941,0.117515,0.960597,0.201576,0.261818,0.084621,0.952139,0.081512,0.163077,0.081347,0.000000,0.200282,0.231064,0.148168,0.960012,0.223263,0.205880,0.086919,0.887902,0.223864,0.185375,0.124240,0.932582,,,,,,,0.076530,0.160457,0.081161,0.214633,0.217787,0.117457,0.201462,0.261838,0.084466,,,,0.200418,0.231142,0.148098,0.223326,0.206184,0.087295,0.223772,0.185128,0.124147
292,4.866667,0.619391,0.271852,0.333460,0.656701,0.081382,0.163833,0.083127,0.000141,0.213837,0.219128,0.121019,0.971165,0.200847,0.263215,0.088383,0.958740,0.081382,0.163836,0.083129,0.000000,0.199133,0.231905,0.151648,0.977153,0.222829,0.207382,0.090403,0.947686,0.223196,0.186558,0.127550,0.958017,,,,,,,0.076646,0.160829,0.082617,0.213870,0.219018,0.121018,0.200762,0.263323,0.088291,,,,0.199169,0.231980,0.151611,0.222859,0.207466,0.090592,0.223183,0.186401,0.127490
293,4.883333,0.619508,0.268727,0.339415,0.654824,0.081420,0.164540,0.084751,0.000129,0.213188,0.220211,0.124448,0.971165,0.200309,0.264485,0.092022,0.958740,0.081420,0.164543,0.084754,0.000000,0.198101,0.232672,0.155020,0.977153,0.222557,0.208750,0.093836,0.947686,0.222647,0.187639,0.130822,0.958017,,,,,,,0.076747,0.161346,0.084051,0.213222,0.220115,0.124439,0.200225,0.264572,0.091934,,,,0.198143,0.232741,0.154987,0.222589,0.208850,0.094017,0.222622,0.187479,0.130772
294,4.900000,0.619135,0.265304,0.345486,0.653395,0.081441,0.165125,0.086397,0.000131,0.212470,0.221158,0.127987,0.970619,0.199746,0.265593,0.095719,0.961683,0.081441,0.165128,0.086400,0.000000,0.196972,0.233335,0.158469,0.973550,0.222246,0.209954,0.097408,0.950039,0.222015,0.188589,0.134247,0.957852,,,,,,,0.076770,0.162047,0.085672,0.212508,0.221047,0.127979,0.199656,0.265693,0.095647,,,,0.197009,0.233422,0.158421,0.222278,0.210038,0.097587,0.221998,0.188429,0.134198
295,4.916667,0.619078,0.261602,0.351222,0.651882,0.081447,0.165721,0.087954,0.000123,0.211776,0.221961,0.131421,0.970619,0.199234,0.266583,0.099341,0.961683,0.081447,0.165724,0.087957,0.000000,0.195890,0.233850,0.161816,0.973550,0.221938,0.211023,0.100871,0.950039,0.221383,0.189384,0.137546,0.957852,,,,,,,,,,0.211811,0.221865,0.131416,0.199148,0.266673,0.099265,,,,0.195926,0.233930,0.161786,0.221975,0.211100,0.101035,0.221360,0.189232,0.137491
296,4.933333,0.618974,0.258435,0.357268,0.649956,0.081411,0.166265,0.089656,0.000127,0.210964,0.222863,0.134941,0.970348,0.198523,0.267662,0.103069,0.961536,0.081411,0.166268,0.089659,0.000000,0.194690,0.234434,0.165254,0.976894,0.221510,0.212214,0.104419,0.951699,0.220680,0.190292,0.140921,0.961068,,,,,,,,,,0.211001,0.222751,0.134933,0.198436,0.267760,0.102988,,,,0.194730,0.234513,0.165225,0.221544,0.212294,0.104592,0.220656,0.190148,0.140867
297,4.950000,0.618489,0.254596,0.364902,0.647687,0.081556,0.166740,0.091138,0.000122,0.210076,0.223835,0.138684,0.970348,0.197751,0.268829,0.107042,0.961536,0.081556,0.166743,0.091141,0.000000,0.193311,0.235022,0.168873,0.976894,0.221111,0.213533,0.108217,0.951699,0.219941,0.191281,0.144509,0.961068,,,,,,,,,,0.210119,0.223733,0.138676,0.197674,0.268913,0.106973,,,,0.193341,0.235104,0.168830,0.221122,0.213614,0.108395,0.219933,0.191135,0.144451
298,4.966667,0.618134,0.251066,0.371793,0.645481,0.081703,0.167290,0.092805,0.000133,0.209265,0.224793,0.142396,0.968716,0.197040,0.269972,0.110980,0.960168,0.081703,0.167293,0.092808,0.000000,0.192062,0.235620,0.172469,0.975568,0.220737,0.214816,0.111981,0.945812,0.219267,0.192254,0.148070,0.955941,,,,,,,,,,0.209309,0.224676,0.142393,0.196955,0.270067,0.110885,,,,0.192105,0.235700,0.172434,0.220753,0.214926,0.112167,0.219250,0.192086,0.148017
299,4.983333,0.617917,0.248050,0.377574,0.643497,0.081614,0.167864,0.094688,0.000121,0.208355,0.225675,0.145999,0.968716,0.196208,0.271018,0.114790,0.960168,0.081614,0.167867,0.094691,0.000000,0.190788,0.236189,0.175973,0.975568,0.220189,0.215982,0.115631,0.945812,0.218472,0.193147,0.151537,0.955941,,,,,,,,,,0.208386,0.225539,0.145992,0.196133,0.271102,0.114719,,,,0.190830,0.236278,0.175927,0.220200,0.216077,0.115810,0.218463,0.193014,0.151481
300,5.000000,0.617772,0.244871,0.384587,0.640694,0.081506,0.168364,0.096381,0.000126,0.207224,0.226615,0.149672,0.968944,0.195103,0.272155,0.118740,0.963000,0.081506,0.168367,0.096384,0.000000,0.189238,0.236727,0.179536,0.977424,0.219475,0.217288,0.119355,0.944373,0.217516,0.194113,0.155030,0.959259,,,,,,,0.076860,0.165259,0.095768,0.207259,0.226497,0.149659,0.195028,0.272237,0.118642,,,,0.189285,0.236800,0.179513,0.219485,0.217403,0.119545,0.217499,0.193961,0.154972
301,5.016667,0.617102,0.242107,0.392843,0.637373,0.081505,0.168721,0.098098,0.000137,0.205947,0.227717,0.153521,0.971539,0.193757,0.273424,0.122865,0.962281,0.081505,0.168724,0.098101,0.000000,0.187486,0.237365,0.183248,0.976161,0.218673,0.218801,0.123276,0.946864,0.216499,0.195269,0.158705,0.958173,,,,,,,,,,0.205986,0.227612,0.153504,0.193679,0.273524,0.122782,,,,0.187521,0.237446,0.183212,0.218669,0.218880,0.123473,0.216504,0.195114,0.158643
302,5.033333,0.616134,0.239234,0.400183,0.634822,0.081405,0.169240,0.099886,0.000118,0.204664,0.228826,0.157284,0.971539,0.192469,0.274668,0.126832,0.962281,0.081404,0.169243,0.099889,0.000000,0.185762,0.238090,0.186855,0.976161,0.217833,0.220250,0.127130,0.946864,0.215422,0.196427,0.162348,0.958173,,,,,,,0.076797,0.166003,0.099316,0.204686,0.228704,0.157259,0.192391,0.274749,0.126778,,,,0.185811,0.238186,0.186800,0.217841,0.220335,0.127315,0.215421,0.196287,0.162296
303,5.050000,0.614771,0.236942,0.407140,0.632576,0.081284,0.169640,0.101781,0.000128,0.203366,0.229902,0.160961,0.972422,0.191133,0.275829,0.130653,0.960614,0.081283,0.169643,0.101784,0.000000,0.184048,0.238821,0.190369,0.970942,0.216952,0.221626,0.130908,0.952145,0.214340,0.197564,0.165949,0.958877,,,,,,,,,,0.203387,0.229794,0.160953,0.191044,0.275942,0.130586,,,,0.184097,0.238911,0.190313,0.216964,0.221689,0.131089,0.214348,0.197407,0.165899
304,5.066667,0.612898,0.235424,0.414201,0.630372,0.081137,0.169934,0.103823,0.000131,0.201962,0.231085,0.164648,0.972422,0.189616,0.277042,0.134430,0.960614,0.081136,0.169937,0.103826,0.000000,0.182233,0.239670,0.193883,0.970942,0.215960,0.223091,0.134709,0.952145,0.213196,0.198831,0.169600,0.958877,,,,,,,,,,0.201976,0.230953,0.164629,0.189537,0.277160,0.134351,,,,0.182276,0.239758,0.193850,0.215964,0.223165,0.134882,0.213212,0.198683,0.169558
305,5.083333,0.610819,0.234047,0.422201,0.627590,0.080982,0.170182,0.105772,0.000128,0.200349,0.232384,0.168384,0.974074,0.187826,0.278368,0.138280,0.962340,0.080981,0.170185,0.105775,0.000000,0.180174,0.240570,0.197428,0.974181,0.214795,0.224727,0.138570,0.952188,0.211900,0.200235,0.173289,0.955831,,,,,,,,,,0.200380,0.232286,0.168369,0.187744,0.278468,0.138203,,,,0.180213,0.240658,0.197392,0.214796,0.224807,0.138744,0.211912,0.200065,0.173243
306,5.100000,0.609242,0.233468,0.429193,0.624588,0.080664,0.170502,0.107819,0.000125,0.198738,0.233706,0.171865,0.974074,0.185969,0.279709,0.141895,0.962340,0.080663,0.170505,0.107822,0.000000,0.178206,0.241503,0.200765,0.974181,0.213542,0.226377,0.142144,0.952188,0.210608,0.201663,0.176702,0.955831,,,,,,,,,,0.198736,0.233588,0.171855,0.185878,0.279823,0.141820,,,,0.178263,0.241597,0.200726,0.213567,0.226445,0.142314,0.210618,0.201505,0.176656
307,5.116667,0.607090,0.232610,0.436898,0.621655,0.080441,0.170796,0.109795,0.000128,0.197034,0.235081,0.175456,0.969934,0.184036,0.281084,0.145585,0.961658,0.080440,0.170798,0.109797,0.000000,0.176095,0.242476,0.204169,0.970480,0.212250,0.228088,0.145863,0.952641,0.209238,0.203158,0.180259,0.959534,,,,,,,,,,0.197039,0.234962,0.175435,0.183952,0.281195,0.145521,,,,0.176140,0.242576,0.204126,0.212254,0.228145,0.146043,0.209268,0.203008,0.180206
308,5.133333,0.605637,0.231274,0.443645,0.618785,0.080106,0.171319,0.111859,0.000132,0.195405,0.236360,0.179042,0.969934,0.182241,0.282412,0.149319,0.961658,0.080105,0.171321,0.111862,0.000000,0.174114,0.243374,0.207592,0.970480,0.210978,0.229697,0.149558,0.952641,0.207880,0.204532,0.183775,0.959534,,,,,,,,,,0.195417,0.236243,0.179000,0.182139,0.282524,0.149275,,,,0.174166,0.243490,0.207533,0.210993,0.229758,0.149734,0.207902,0.204360,0.183744
309,5.150000,0.602558,0.231288,0.450726,0.616665,0.079927,0.171304,0.114136,0.000101,0.193733,0.237593,0.182633,0.980109,0.180320,0.283544,0.152866,0.971371,0.079926,0.171306,0.114139,0.000000,0.172066,0.244290,0.210975,0.970469,0.209688,0.231180,0.153299,0.943376,0.206543,0.205907,0.187432,0.952087,,,,,,,,,,0.193778,0.237528,0.182620,0.180230,0.283557,0.152796,,,,0.172127,0.244388,0.210952,0.209716,0.231300,0.153489,0.206499,0.205740,0.187349
310,5.166667,0.600807,0.230155,0.456796,0.614327,0.079513,0.171826,0.116298,0.000115,0.192080,0.238827,0.186137,0.980109,0.178525,0.284790,0.156451,0.971371,0.079512,0.171829,0.116301,0.000000,0.170093,0.245200,0.214307,0.970469,0.208361,0.232692,0.156923,0.943376,0.205131,0.207238,0.190913,0.952087,,,,,,,0.074840,0.169147,0.115733,0.192114,0.238762,0.186116,0.178427,0.284800,0.156376,,,,0.170159,0.245320,0.214288,0.208395,0.232829,0.157131,0.205094,0.207037,0.190819
311,5.183333,0.598491,0.229894,0.462636,0.612311,0.079059,0.172165,0.118618,0.000097,0.190367,0.240084,0.189580,0.979895,0.176616,0.285988,0.159894,0.971115,0.079058,0.172168,0.118621,0.000000,0.168080,0.246170,0.217578,0.968674,0.206955,0.234182,0.160491,0.943225,0.203685,0.208611,0.194390,0.953146,,,,,,,,,,0.190389,0.240007,0.189577,0.176528,0.286002,0.159820,,,,0.168145,0.246276,0.217561,0.206990,0.234292,0.160687,0.203651,0.208457,0.194288
312,5.200000,0.596320,0.229364,0.468789,0.609944,0.078545,0.172525,0.120815,0.000099,0.188523,0.241310,0.193004,0.979895,0.174575,0.287178,0.163354,0.971115,0.078544,0.172528,0.120818,0.000000,0.165927,0.247072,0.220821,0.968674,0.205429,0.235678,0.164044,0.943225,0.202115,0.209956,0.197824,0.953146,,,,,,,,,,0.188531,0.241205,0.192985,0.174480,0.287205,0.163287,,,,0.165994,0.247197,0.220805,0.205472,0.235790,0.164237,0.202092,0.209797,0.197733
313,5.216667,0.594460,0.228389,0.475710,0.606758,0.078103,0.172940,0.122828,0.000107,0.186603,0.242531,0.196468,0.982572,0.172432,0.288408,0.166939,0.968351,0.078102,0.172943,0.122831,0.000000,0.163675,0.247884,0.224096,0.964665,0.203851,0.237251,0.167644,0.941088,0.200496,0.211302,0.201246,0.944519,,,,,,,,,,0.186638,0.242473,0.196453,0.172326,0.288422,0.166871,,,,0.163740,0.248007,0.224071,0.203889,0.237371,0.167843,0.200464,0.211103,0.201154
314,5.233333,0.592616,0.227591,0.481860,0.604004,0.077593,0.173322,0.124957,0.000105,0.184742,0.243646,0.199866,0.982572,0.170373,0.289517,0.170423,0.968351,0.077592,0.173325,0.124960,0.000000,0.161522,0.248643,0.227314,0.964665,0.202294,0.238673,0.171171,0.941088,0.198905,0.212536,0.204623,0.944519,,,,,,,,,,0.184763,0.243570,0.199847,0.170281,0.289528,0.170352,,,,0.161599,0.248756,0.227287,0.202318,0.238806,0.171366,0.198876,0.212354,0.204544
315,5.250000,0.590980,0.226282,0.488388,0.600847,0.077141,0.173647,0.126971,0.000108,0.182861,0.244595,0.203310,0.977918,0.168305,0.290496,0.174005,0.971565,0.077140,0.173650,0.126973,0.000000,0.159333,0.249191,0.230566,0.964486,0.200732,0.239972,0.174754,0.940544,0.197293,0.213601,0.208016,0.949327,,,,,,,,,,0.182874,0.244510,0.203290,0.168217,0.290510,0.173934,,,,0.159397,0.249316,0.230549,0.200751,0.240098,0.174955,0.197284,0.213421,0.207924
316,5.266667,0.589000,0.225275,0.495090,0.597676,0.076791,0.173813,0.129099,0.000098,0.180994,0.245485,0.206834,0.963437,0.166221,0.291384,0.177635,0.982876,0.076789,0.173815,0.129102,0.000000,0.157157,0.249678,0.233885,0.972088,0.199187,0.241212,0.178427,0.953794,0.195717,0.214624,0.211514,0.975239,,,,,,,,,,0.180963,0.245349,0.206790,0.166184,0.291429,0.177599,,,,0.157206,0.249773,0.233856,0.199160,0.241265,0.178602,0.195764,0.214567,0.211448
317,5.283333,0.587488,0.223158,0.502337,0.593899,0.076499,0.174182,0.130846,0.000105,0.179087,0.246320,0.210279,0.963437,0.164143,0.292295,0.181287,0.982876,0.076497,0.174184,0.130849,0.000000,0.154915,0.250043,0.237102,0.972088,0.197631,0.242468,0.182040,0.953794,0.194086,0.215580,0.214874,0.975239,,,,,,,,,,0.179082,0.246206,0.210221,0.164066,0.292284,0.181227,,,,0.154990,0.250180,0.237102,0.197655,0.242597,0.182267,0.194069,0.215439,0.214766
318,5.300000,0.586706,0.221615,0.508468,0.590020,0.075774,0.174611,0.132784,0.000107,0.177011,0.247106,0.213614,0.978810,0.161855,0.293163,0.184864,0.970138,0.075773,0.174614,0.132787,0.000000,0.152589,0.250381,0.240268,0.962978,0.195819,0.243658,0.185497,0.937475,0.192272,0.216476,0.218089,0.945268,,,,,,,,,,0.177010,0.247025,0.213590,0.161768,0.293168,0.184782,,,,0.152640,0.250518,0.240289,0.195854,0.243767,0.185719,0.192274,0.216305,0.217953
319,5.316667,0.585497,0.218632,0.516748,0.585120,0.075487,0.174902,0.134011,0.000113,0.174861,0.247676,0.216876,0.978810,0.159512,0.293869,0.188447,0.970138,0.075485,0.174904,0.134014,0.000000,0.150078,0.250369,0.243260,0.962978,0.194051,0.244762,0.188957,0.937475,0.190428,0.217180,0.221203,0.945268,,,,,,,,,,0.174924,0.247672,0.216870,0.159451,0.293902,0.188349,,,,0.150095,0.250425,0.243280,0.194024,0.244824,0.189145,0.190437,0.217034,0.221098
320,5.333333,0.584650,0.216283,0.522987,0.581284,0.074826,0.175279,0.135733,0.000120,0.172779,0.248206,0.220141,0.976559,0.157281,0.294506,0.191969,0.965347,0.074825,0.175282,0.135736,0.000000,0.147731,0.250450,0.246316,0.988294,0.192251,0.245704,0.192377,0.951084,0.188577,0.217812,0.224349,0.951375,,,,,,,,,,0.172872,0.248222,0.220149,0.157210,0.294557,0.191862,,,,0.147750,0.250492,0.246318,0.192206,0.245772,0.192555,0.188582,0.217636,0.224268
321,5.350000,0.583270,0.214458,0.528891,0.577995,0.074222,0.175525,0.137568,0.000127,0.170765,0.248733,0.223345,0.976559,0.155115,0.295086,0.195343,0.965347,0.074221,0.175527,0.137570,0.000000,0.145463,0.250582,0.249306,0.988294,0.190507,0.246589,0.195743,0.951084,0.186791,0.218451,0.227494,0.951375,,,,,,,,,,0.170870,0.248770,0.223368,0.155032,0.295137,0.195232,,,,0.145464,0.250628,0.249323,0.190480,0.246639,0.195919,0.186796,0.218267,0.227391
322,5.366667,0.581600,0.213275,0.534743,0.574721,0.073613,0.175600,0.139456,0.000129,0.168714,0.249237,0.226468,0.965102,0.152859,0.295597,0.198594,0.965378,0.073611,0.175602,0.139459,0.000000,0.143175,0.250696,0.252221,0.985541,0.188710,0.247438,0.199025,0.951681,0.184993,0.219086,0.230585,0.944343,,,,,,,,,,0.168831,0.249303,0.226507,0.152768,0.295641,0.198499,,,,0.143176,0.250751,0.252203,0.188667,0.247465,0.199212,0.185011,0.218895,0.230471
323,5.383333,0.580195,0.211101,0.541193,0.570894,0.073081,0.175763,0.141005,0.000130,0.166610,0.249609,0.229532,0.965102,0.150585,0.296035,0.201867,0.965378,0.073079,0.175765,0.141008,0.000000,0.140806,0.250619,0.255041,0.985541,0.186891,0.248219,0.202275,0.951681,0.183137,0.219582,0.233572,0.944343,,,,,,,,,,0.166723,0.249670,0.229573,0.150502,0.296101,0.201754,,,,0.140812,0.250649,0.255033,0.186839,0.248258,0.202440,0.183154,0.219386,0.233487
324,5.400000,0.577980,0.208963,0.548535,0.566906,0.072821,0.175808,0.142507,0.000124,0.164481,0.250015,0.232671,0.965727,0.148260,0.296469,0.205167,0.963661,0.072819,0.175810,0.142510,0.000000,0.138372,0.250546,0.257883,0.991371,0.185093,0.249058,0.205645,0.959637,0.181296,0.220145,0.236681,0.948004,,,,,,,,,,0.164587,0.250077,0.232734,0.148186,0.296530,0.205059,,,,0.138364,0.250578,0.257877,0.185040,0.249084,0.205795,0.181326,0.219963,0.236584
325,5.416667,0.576032,0.207412,0.554471,0.563675,0.072388,0.175855,0.144180,0.000133,0.162502,0.250389,0.235624,0.965727,0.146108,0.296848,0.208231,0.963661,0.072386,0.175857,0.144183,0.000000,0.136154,0.250532,0.260591,0.991371,0.183374,0.249778,0.208788,0.959637,0.179556,0.220653,0.239623,0.948004,,,,,,,,,,0.162620,0.250454,0.235668,0.146030,0.296906,0.208126,,,,0.136152,0.250568,0.260576,0.183303,0.249801,0.208963,0.179589,0.220471,0.239523
326,5.433333,0.574078,0.206403,0.560382,0.560182,0.072075,0.175823,0.145916,0.000125,0.160631,0.250771,0.238537,0.978477,0.144000,0.297209,0.211252,0.972730,0.072073,0.175825,0.145919,0.000000,0.134068,0.250510,0.263274,0.988595,0.181739,0.250518,0.211880,0.954915,0.177952,0.221188,0.242525,0.960800,,,,,,,,,,0.160705,0.250793,0.238573,0.143973,0.297282,0.211176,,,,0.134030,0.250534,0.263264,0.181635,0.250484,0.212023,0.178046,0.221104,0.242432
327,5.450000,0.571531,0.204283,0.568255,0.555614,0.072254,0.175869,0.147106,0.000119,0.158709,0.251166,0.241413,0.978477,0.141832,0.297612,0.214293,0.972730,0.072252,0.175871,0.147109,0.000000,0.131849,0.250373,0.265816,0.988595,0.180146,0.251393,0.215020,0.954915,0.176351,0.221771,0.245381,0.960800,,,,,,,,,,0.158916,0.251325,0.241488,0.141757,0.297602,0.214187,,,,0.131807,0.250384,0.265820,0.180076,0.251416,0.215186,0.176331,0.221589,0.245241
328,5.466667,0.570756,0.201611,0.573246,0.552251,0.071688,0.176447,0.148557,0.000134,0.156867,0.251548,0.244172,0.943832,0.139903,0.298100,0.217288,0.973162,0.071686,0.176449,0.148560,0.000000,0.129815,0.250381,0.268346,0.984843,0.178517,0.252130,0.217958,0.954089,0.174672,0.222239,0.248049,0.954258,,,,,,,,,,0.157033,0.251688,0.244230,0.139852,0.298142,0.217204,,,,0.129756,0.250377,0.268333,0.178408,0.252092,0.218101,0.174726,0.222099,0.247944
329,5.483333,0.568639,0.200956,0.578326,0.549368,0.071313,0.176451,0.150260,0.000136,0.155064,0.251954,0.246815,0.943832,0.137890,0.298452,0.219973,0.973162,0.071311,0.176453,0.150263,0.000000,0.127837,0.250451,0.270773,0.984843,0.176911,0.252830,0.220773,0.954089,0.173103,0.222792,0.250722,0.954258,,,,,,,,,,0.155259,0.252099,0.246872,0.137837,0.298481,0.219877,,,,0.127774,0.250448,0.270770,0.176795,0.252821,0.220921,0.173139,0.222630,0.250616
330,5.500000,0.566070,0.199991,0.584237,0.546110,0.071048,0.176424,0.151890,0.000883,0.153110,0.252347,0.249559,0.936243,0.135714,0.298786,0.222757,0.970790,0.071046,0.176426,0.151892,0.000001,0.125674,0.250462,0.273251,0.985509,0.175191,0.253561,0.223730,0.954183,0.171408,0.223354,0.253510,0.957164,,,,,,,,,,0.153308,0.252504,0.249595,0.135670,0.298835,0.222660,0.068227,0.173218,0.153343,0.125618,0.250446,0.273252,0.175080,0.253538,0.223874,0.171448,0.223219,0.253412
331,5.516667,0.564987,0.198930,0.588888,0.542611,0.070400,0.176664,0.153517,0.000927,0.151206,0.252694,0.252145,0.941371,0.133589,0.299143,0.225506,0.972549,0.070398,0.176666,0.153520,0.000001,0.123640,0.250439,0.275652,0.988802,0.173437,0.254245,0.226463,0.953525,0.169722,0.223832,0.256042,0.953371,,,,,,,,,,0.151397,0.252829,0.252169,0.133535,0.299171,0.225414,0.067634,0.173406,0.154668,0.123597,0.250453,0.275653,0.173341,0.254253,0.226622,0.169752,0.223680,0.255938
332,5.533333,0.563433,0.197801,0.594368,0.538651,0.069758,0.176842,0.154987,0.000127,0.149046,0.253044,0.254709,0.941371,0.131170,0.299484,0.228226,0.972549,0.069756,0.176843,0.154990,0.000001,0.121324,0.250366,0.277989,0.988802,0.171456,0.254978,0.229209,0.953525,0.167819,0.224343,0.258568,0.953371,,,,,,,,,,0.149213,0.253194,0.254737,0.131117,0.299480,0.228152,,,,0.121283,0.250387,0.277976,0.171347,0.254987,0.229366,0.167855,0.224168,0.258470
333,5.550000,0.561941,0.196755,0.599576,0.534807,0.069078,0.177085,0.156447,0.000132,0.146908,0.253437,0.257198,0.948698,0.128778,0.299863,0.230865,0.972775,0.069076,0.177087,0.156450,0.000000,0.119046,0.250353,0.280259,0.990298,0.169482,0.255740,0.231874,0.950996,0.165928,0.224894,0.261021,0.947964,,,,,,,,,,0.147057,0.253578,0.257207,0.128711,0.299881,0.230781,,,,0.119014,0.250374,0.280263,0.169394,0.255736,0.232049,0.165967,0.224717,0.260918
