Format Version,1.23,Take Name,danielle_nziz_001,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.49.03.460 PM,Total Frames in Take,395,Total Exported Frames,395,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
297,4.950000,0.276264,-0.662617,-0.501903,-0.482400,0.000613,0.148177,-0.002368,0.000289,-0.044127,0.237350,-0.112297,0.902518,-0.041959,0.191787,-0.145415,0.000000,0.000609,0.148177,-0.002370,0.000000,-0.078396,0.232999,-0.101147,0.965645,-0.011129,0.236873,-0.120487,0.967869,-0.031051,0.263316,-0.093701,0.947098,,,,,,,-0.044586,0.237368,-0.112457,,,,,,,-0.078220,0.232904,-0.101146,-0.011053,0.236890,-0.120328,-0.030842,0.263377,-0.093701
298,4.966667,0.277414,-0.663523,-0.500795,-0.481645,0.000654,0.148125,-0.002059,0.000270,-0.044161,0.236837,-0.112331,0.896712,-0.041964,0.191146,-0.145270,0.000000,0.000650,0.148125,-0.002060,0.000000,-0.078425,0.232505,-0.101160,0.962716,-0.011163,0.236351,-0.120522,0.966201,-0.031101,0.262885,-0.093837,0.946407,,,,,,,-0.044547,0.236743,-0.112443,,,,,,,-0.078285,0.232459,-0.101182,-0.011113,0.236406,-0.120409,-0.030905,0.262969,-0.093815
299,4.983333,0.277582,-0.664009,-0.500668,-0.481011,0.000781,0.147845,-0.002077,0.000271,-0.044193,0.236406,-0.112404,0.896712,-0.042011,0.190677,-0.145293,0.000000,0.000777,0.147844,-0.002078,0.000000,-0.078443,0.232071,-0.101191,0.962716,-0.011204,0.235926,-0.120630,0.966201,-0.031126,0.262482,-0.093955,0.946407,,,,,,,-0.044578,0.236319,-0.112530,,,,,,,-0.078293,0.232022,-0.101211,-0.011166,0.235973,-0.120510,-0.030930,0.262570,-0.093930
300,5.000000,0.276820,-0.664416,-0.500425,-0.481142,0.000714,0.147304,-0.002231,0.000268,-0.044211,0.235945,-0.112514,0.895685,-0.042129,0.190216,-0.145408,0.000000,0.000711,0.147303,-0.002232,0.000000,-0.078459,0.231665,-0.101273,0.957872,-0.011229,0.235413,-0.120768,0.965798,-0.031086,0.261999,-0.094074,0.948493,,,,,,,-0.044609,0.235898,-0.112630,,,,,,,-0.078303,0.231602,-0.101292,-0.011178,0.235449,-0.120646,-0.030894,0.262073,-0.094060
301,5.016667,0.277203,-0.665157,-0.499483,-0.480875,0.000669,0.147037,-0.002125,0.000277,-0.044226,0.235426,-0.112623,0.892908,-0.042175,0.189613,-0.145402,0.000000,0.000665,0.147037,-0.002127,0.000000,-0.078475,0.231192,-0.101365,0.960174,-0.011247,0.234855,-0.120881,0.964454,-0.031084,0.261518,-0.094250,0.947442,,,,,,,-0.044628,0.235332,-0.112738,,,,,,,-0.078322,0.231150,-0.101386,-0.011191,0.234913,-0.120763,-0.030890,0.261597,-0.094232
302,5.033333,0.276906,-0.665815,-0.498893,-0.480748,0.000661,0.146527,-0.002188,0.000277,-0.044214,0.234834,-0.112760,0.892908,-0.042243,0.188978,-0.145484,0.000000,0.000657,0.146526,-0.002190,0.000000,-0.078459,0.230655,-0.101470,0.960174,-0.011241,0.234213,-0.121042,0.964454,-0.031027,0.260933,-0.094429,0.947442,,,,,,,-0.044629,0.234784,-0.112884,,,,,,,-0.078301,0.230590,-0.101487,-0.011183,0.234251,-0.120916,-0.030828,0.261010,-0.094415
303,5.050000,0.276783,-0.666397,-0.498397,-0.480528,0.000659,0.146040,-0.002226,0.000278,-0.044228,0.234243,-0.112876,0.888532,-0.042314,0.188346,-0.145545,0.000000,0.000655,0.146040,-0.002227,0.000000,-0.078467,0.230104,-0.101557,0.958396,-0.011261,0.233588,-0.121181,0.959264,-0.031008,0.260355,-0.094587,0.946313,,,,,,,-0.044647,0.234201,-0.113022,,,,,,,-0.078316,0.230036,-0.101561,-0.011198,0.233632,-0.121037,-0.030804,0.260422,-0.094581
304,5.066667,0.276681,-0.667049,-0.497102,-0.481022,0.000533,0.145469,-0.002049,0.000271,-0.044085,0.233550,-0.112904,0.888532,-0.042252,0.187582,-0.145480,0.000000,0.000529,0.145468,-0.002050,0.000000,-0.078341,0.229509,-0.101600,0.958396,-0.011115,0.232804,-0.121186,0.959264,-0.030819,0.259669,-0.094659,0.946313,,,,,,,-0.044472,0.233453,-0.113003,,,,,,,-0.078205,0.229463,-0.101627,-0.011063,0.232862,-0.121079,-0.030620,0.259753,-0.094640
305,5.083333,0.275540,-0.667144,-0.496215,-0.482460,0.000263,0.144519,-0.002119,0.000270,-0.043883,0.232840,-0.112973,0.892071,-0.042189,0.186885,-0.145574,0.000000,0.000260,0.144519,-0.002120,0.000000,-0.078168,0.228925,-0.101711,0.957838,-0.010906,0.231972,-0.121216,0.961441,-0.030538,0.258896,-0.094696,0.948697,,,,,,,-0.044297,0.232818,-0.113095,,,,,,,-0.078016,0.228852,-0.101722,-0.010842,0.232010,-0.121081,-0.030340,0.258951,-0.094698
306,5.100000,0.275885,-0.668862,-0.494761,-0.481376,0.000259,0.144045,-0.002006,0.000278,-0.044034,0.231894,-0.113175,0.892071,-0.042441,0.185789,-0.145570,0.000000,0.000255,0.144045,-0.002007,0.000000,-0.078299,0.228058,-0.101829,0.957838,-0.011074,0.230961,-0.121480,0.961441,-0.030632,0.258022,-0.095044,0.948697,,,,,,,-0.044457,0.231842,-0.113298,,,,,,,-0.078149,0.227996,-0.101841,-0.011002,0.231009,-0.121350,-0.030431,0.258088,-0.095038
307,5.116667,0.276797,-0.670391,-0.494415,-0.479077,0.000225,0.143700,-0.002260,0.000273,-0.044655,0.230987,-0.113637,0.887301,-0.043067,0.184753,-0.145846,0.000000,0.000222,0.143700,-0.002261,0.000000,-0.078872,0.227119,-0.102156,0.955579,-0.011721,0.230096,-0.122051,0.959976,-0.031251,0.257221,-0.095660,0.951637,,,,,,,-0.045084,0.230955,-0.113771,,,,,,,-0.078706,0.227056,-0.102160,-0.011644,0.230134,-0.121916,-0.031066,0.257277,-0.095657
308,5.133333,0.278879,-0.672735,-0.492319,-0.476735,0.000250,0.143865,-0.002046,0.000262,-0.045028,0.230130,-0.114056,0.887301,-0.043426,0.183630,-0.145879,0.000000,0.000246,0.143865,-0.002047,0.000000,-0.079214,0.226298,-0.102469,0.955579,-0.012112,0.229228,-0.122534,0.959976,-0.031633,0.256539,-0.096330,0.951637,,,,,,,-0.045407,0.230001,-0.114159,,,,,,,-0.079075,0.226281,-0.102485,-0.012049,0.229308,-0.122428,-0.031456,0.256605,-0.096317
309,5.150000,0.279048,-0.673795,-0.491667,-0.475811,0.000218,0.143576,-0.002225,0.000280,-0.045247,0.229554,-0.114380,0.885976,-0.043703,0.182971,-0.146084,0.000000,0.000214,0.143576,-0.002226,0.000000,-0.079413,0.225754,-0.102724,0.954970,-0.012345,0.228626,-0.122912,0.957365,-0.031820,0.256007,-0.096745,0.953113,,,,,,,-0.045681,0.229491,-0.114505,,,,,,,-0.079238,0.225712,-0.102729,-0.012269,0.228691,-0.122774,-0.031637,0.256048,-0.096753
310,5.166667,0.279562,-0.674691,-0.491175,-0.474748,0.000263,0.143584,-0.002179,0.000275,-0.045438,0.229232,-0.114491,0.885976,-0.043905,0.182567,-0.146076,0.000000,0.000259,0.143584,-0.002180,0.000000,-0.079583,0.225436,-0.102774,0.954970,-0.012548,0.228307,-0.123071,0.957365,-0.032004,0.255742,-0.096947,0.953113,,,,,,,-0.045853,0.229140,-0.114624,,,,,,,-0.079410,0.225409,-0.102777,-0.012481,0.228379,-0.122936,-0.031827,0.255789,-0.096947
311,5.183333,0.280360,-0.674726,-0.491003,-0.474404,0.000224,0.143607,-0.002143,0.000275,-0.045538,0.229061,-0.114576,0.889697,-0.043936,0.182360,-0.146103,0.000000,0.000220,0.143606,-0.002144,0.000000,-0.079683,0.225238,-0.102868,0.956484,-0.012644,0.228167,-0.123142,0.957409,-0.032144,0.255609,-0.097059,0.955056,,,,,,,-0.045950,0.228961,-0.114699,,,,,,,-0.079511,0.225217,-0.102874,-0.012581,0.228249,-0.123007,-0.031969,0.255648,-0.097066
312,5.200000,0.280519,-0.674827,-0.490908,-0.474264,0.000165,0.143463,-0.002259,0.000290,-0.045623,0.228856,-0.114728,0.889697,-0.044014,0.182141,-0.146234,0.000000,0.000161,0.143462,-0.002260,0.000000,-0.079767,0.225031,-0.103015,0.956484,-0.012730,0.227965,-0.123296,0.957409,-0.032233,0.255415,-0.097223,0.955056,,,,,,,-0.046102,0.228857,-0.114883,,,,,,,-0.079561,0.224962,-0.103007,-0.012637,0.227997,-0.123137,-0.032053,0.255450,-0.097235
313,5.216667,0.281661,-0.675731,-0.489557,-0.473697,0.000151,0.143567,-0.002118,0.000272,-0.045635,0.228483,-0.114949,0.880896,-0.044003,0.181639,-0.146262,0.000000,0.000147,0.143567,-0.002119,0.000000,-0.079780,0.224696,-0.103229,0.947779,-0.012739,0.227567,-0.123505,0.956827,-0.032257,0.255118,-0.097550,0.961689,,,,,,,-0.046083,0.228447,-0.115106,,,,,,,-0.079575,0.224657,-0.103215,-0.012643,0.227603,-0.123365,-0.032109,0.255158,-0.097546
314,5.233333,0.282446,-0.676356,-0.488674,-0.473248,0.000218,0.143404,-0.002222,0.000276,-0.045586,0.227989,-0.115293,0.880896,-0.043938,0.181058,-0.146475,0.000000,0.000215,0.143403,-0.002223,0.000000,-0.079731,0.224224,-0.103565,0.947779,-0.012689,0.227059,-0.123844,0.956827,-0.032218,0.254677,-0.097969,0.961689,,,,,,,-0.046021,0.227928,-0.115433,,,,,,,-0.079532,0.224190,-0.103563,-0.012618,0.227116,-0.123703,-0.032056,0.254714,-0.097972
315,5.250000,0.282498,-0.677823,-0.487230,-0.472608,0.000201,0.143192,-0.002358,0.000286,-0.045635,0.227416,-0.115686,0.872983,-0.044100,0.180365,-0.146691,0.000000,0.000197,0.143192,-0.002359,0.000000,-0.079769,0.223747,-0.103896,0.940984,-0.012751,0.226404,-0.124279,0.953413,-0.032203,0.254149,-0.098482,0.964085,,,,,,,-0.046119,0.227433,-0.115839,,,,,,,-0.079540,0.223691,-0.103881,-0.012637,0.226423,-0.124133,-0.032061,0.254171,-0.098491
316,5.266667,0.283504,-0.678935,-0.486204,-0.471464,0.000303,0.143103,-0.002355,0.000285,-0.045724,0.226824,-0.115977,0.878531,-0.044180,0.179648,-0.146792,0.000000,0.000299,0.143102,-0.002356,0.000000,-0.079843,0.223173,-0.104137,0.941455,-0.012849,0.225806,-0.124600,0.956870,-0.032298,0.253639,-0.098896,0.966416,,,,,,,-0.046186,0.226807,-0.116130,,,,,,,-0.079612,0.223135,-0.104124,-0.012749,0.225832,-0.124462,-0.032167,0.253668,-0.098895
317,5.283333,0.283195,-0.680006,-0.485312,-0.471026,0.000320,0.142712,-0.002321,0.000276,-0.045746,0.226249,-0.116064,0.878531,-0.044313,0.179003,-0.146777,0.000000,0.000316,0.142711,-0.002322,0.000000,-0.079853,0.222673,-0.104168,0.941455,-0.012884,0.225164,-0.124730,0.956870,-0.032257,0.253082,-0.099060,0.966416,,,,,,,-0.046138,0.226109,-0.116184,,,,,,,-0.079648,0.222695,-0.104170,-0.012817,0.225244,-0.124620,-0.032138,0.253119,-0.099048
318,5.300000,0.281446,-0.680459,-0.485384,-0.471346,0.000275,0.141901,-0.002502,0.000293,-0.045747,0.225739,-0.116040,0.886049,-0.044503,0.178535,-0.146826,0.000000,0.000271,0.141901,-0.002503,0.000000,-0.079844,0.222244,-0.104091,0.943163,-0.012903,0.224573,-0.124766,0.961655,-0.032152,0.252508,-0.099020,0.969056,,,,,,,-0.046173,0.225624,-0.116155,,,,,,,-0.079617,0.222257,-0.104097,-0.012823,0.224641,-0.124654,-0.032033,0.252543,-0.099011
319,5.316667,0.279123,-0.680405,-0.485316,-0.472872,0.000083,0.140742,-0.002594,0.000274,-0.045555,0.225136,-0.115875,0.886049,-0.044534,0.178019,-0.146803,0.000000,0.000080,0.140741,-0.002595,0.000000,-0.079667,0.221764,-0.103933,0.943163,-0.012718,0.223842,-0.124607,0.961655,-0.031833,0.251789,-0.098776,0.969056,,,,,,,-0.045961,0.225029,-0.115983,,,,,,,-0.079457,0.221769,-0.103942,-0.012639,0.223898,-0.124508,-0.031716,0.251835,-0.098760
320,5.333333,0.277017,-0.681075,-0.484476,-0.474006,-0.000004,0.139422,-0.002472,0.000278,-0.045284,0.224144,-0.115653,0.889595,-0.044526,0.177048,-0.146620,0.000000,-0.000008,0.139422,-0.002473,0.000000,-0.079404,0.220937,-0.103691,0.945239,-0.012459,0.222689,-0.124408,0.962462,-0.031414,0.250712,-0.098541,0.968956,,,,,,,-0.045699,0.224064,-0.115780,,,,,,,-0.079185,0.220931,-0.103691,-0.012382,0.222740,-0.124290,-0.031294,0.250745,-0.098533
321,5.350000,0.274760,-0.681933,-0.483296,-0.475289,-0.000176,0.137766,-0.002453,0.000293,-0.045021,0.222800,-0.115572,0.889595,-0.044560,0.175714,-0.146558,0.000000,-0.000180,0.137766,-0.002454,0.000000,-0.079153,0.219791,-0.103590,0.945239,-0.012211,0.221155,-0.124347,0.962462,-0.030984,0.249279,-0.098457,0.968956,,,,,,,-0.045438,0.222701,-0.115721,,,,,,,-0.078923,0.219797,-0.103581,-0.012147,0.221227,-0.124208,-0.030863,0.249299,-0.098455
322,5.366667,0.274267,-0.684341,-0.480404,-0.475044,-0.000259,0.136562,-0.001999,0.000319,-0.044893,0.221125,-0.115554,0.879180,-0.044691,0.173854,-0.146261,0.000000,-0.000262,0.136562,-0.002000,0.000000,-0.079020,0.218341,-0.103504,0.931320,-0.012105,0.219280,-0.124369,0.954730,-0.030711,0.247642,-0.098618,0.983096,,,,,,,-0.045319,0.220991,-0.115738,,,,,,,-0.078752,0.218393,-0.103470,-0.012012,0.219356,-0.124233,-0.030646,0.247648,-0.098603
323,5.383333,0.273647,-0.687447,-0.478358,-0.472978,-0.000198,0.135386,-0.001745,0.000356,-0.045218,0.219342,-0.115597,0.879180,-0.045296,0.171878,-0.146005,0.000000,-0.000202,0.135386,-0.001746,0.000000,-0.079288,0.216721,-0.103351,0.931320,-0.012481,0.217358,-0.124572,0.954730,-0.030881,0.245929,-0.098905,0.983096,,,,,,,-0.045622,0.219138,-0.115806,,,,,,,-0.078959,0.216835,-0.103310,-0.012413,0.217454,-0.124435,-0.030875,0.245924,-0.098873
324,5.400000,0.275694,-0.686180,-0.479030,-0.472950,-0.000783,0.133815,-0.001979,0.000302,-0.045840,0.217604,-0.115940,0.886118,-0.045636,0.170146,-0.146357,0.000000,-0.000787,0.133815,-0.001980,0.000000,-0.079932,0.214838,-0.103788,0.952326,-0.013070,0.215759,-0.124825,0.966653,-0.031660,0.244248,-0.099203,0.920831,,,,,,,-0.046289,0.217648,-0.116002,,,,,,,-0.079850,0.214673,-0.103836,-0.012997,0.215765,-0.124713,-0.031365,0.244364,-0.099205
325,5.416667,0.276064,-0.687771,-0.477493,-0.471974,-0.000854,0.132786,-0.001660,0.000288,-0.046024,0.216100,-0.115925,0.886118,-0.045912,0.168504,-0.146127,0.000000,-0.000858,0.132786,-0.001661,0.000000,-0.080098,0.213419,-0.103705,0.952326,-0.013270,0.214185,-0.124855,0.966653,-0.031792,0.242806,-0.099332,0.920831,,,,,,,-0.046447,0.216137,-0.115969,,,,,,,-0.080052,0.213251,-0.103755,-0.013194,0.214195,-0.124757,-0.031491,0.242926,-0.099336
326,5.433333,0.275067,-0.689097,-0.475884,-0.472247,-0.000867,0.131475,-0.001366,0.000271,-0.045821,0.214690,-0.115787,0.909902,-0.045922,0.167022,-0.145875,0.000000,-0.000870,0.131474,-0.001367,0.000000,-0.079894,0.212171,-0.103529,0.966703,-0.013083,0.212627,-0.124743,0.976412,-0.031470,0.241380,-0.099271,0.918596,,,,,,,-0.046172,0.214610,-0.115798,,,,,,,-0.079885,0.212056,-0.103595,-0.013033,0.212678,-0.124683,-0.031178,0.241523,-0.099255
327,5.450000,0.274072,-0.689971,-0.474681,-0.472761,-0.000904,0.130323,-0.001075,0.000277,-0.045615,0.213549,-0.115584,0.909902,-0.045894,0.165844,-0.145611,0.000000,-0.000908,0.130323,-0.001076,0.000000,-0.079691,0.211164,-0.103308,0.966703,-0.012889,0.211361,-0.124550,0.976412,-0.031165,0.240210,-0.099107,0.918596,,,,,,,-0.045991,0.213478,-0.115618,,,,,,,-0.079649,0.211061,-0.103360,-0.012833,0.211424,-0.124465,-0.030887,0.240321,-0.099105
328,5.466667,0.273271,-0.690495,-0.473549,-0.473594,-0.000963,0.129102,-0.000829,0.000286,-0.045343,0.212376,-0.115431,0.903679,-0.045762,0.164647,-0.145419,0.000000,-0.000966,0.129102,-0.000830,0.000000,-0.079434,0.210112,-0.103171,0.966240,-0.012620,0.210074,-0.124379,0.972147,-0.030815,0.239004,-0.098970,0.918587,,,,,,,-0.045720,0.212304,-0.115466,,,,,,,-0.079400,0.209996,-0.103231,-0.012575,0.210131,-0.124295,-0.030517,0.239135,-0.098960
329,5.483333,0.271905,-0.690814,-0.471957,-0.475500,-0.001246,0.127542,-0.000548,0.000284,-0.044960,0.211035,-0.115247,0.903679,-0.045579,0.163303,-0.145228,0.000000,-0.001250,0.127542,-0.000549,0.000000,-0.079086,0.208956,-0.103052,0.966240,-0.012233,0.208554,-0.124132,0.972147,-0.030321,0.237586,-0.098763,0.918587,,,,,,,-0.045364,0.211034,-0.115299,,,,,,,-0.079056,0.208811,-0.103095,-0.012161,0.208594,-0.124030,-0.030018,0.237693,-0.098770
330,5.500000,0.280622,-0.689448,-0.469482,-0.474868,-0.000724,0.127769,0.001094,0.000494,-0.044196,0.209538,-0.114931,0.779077,-0.043989,0.161484,-0.144398,0.658736,-0.000728,0.127768,0.001093,0.000000,-0.078417,0.207212,-0.103054,0.888482,-0.011355,0.207326,-0.123463,0.841633,-0.030015,0.236426,-0.098590,0.868122,,,,,,,-0.045064,0.209658,-0.115048,-0.042643,0.161690,-0.144305,,,,-0.078640,0.207525,-0.102828,-0.011810,0.206970,-0.123723,-0.029547,0.236193,-0.098517
331,5.516667,0.271012,-0.691760,-0.468530,-0.478017,-0.001394,0.124497,0.000595,0.000774,-0.044078,0.207916,-0.114545,0.883691,-0.044942,0.160088,-0.144365,0.155484,-0.001397,0.124497,0.000594,0.000000,-0.078261,0.206131,-0.102466,0.958528,-0.011338,0.205164,-0.123303,0.979377,-0.029302,0.234415,-0.098098,0.931377,,,,,,,-0.044533,0.207840,-0.114605,-0.041884,0.160960,-0.143225,,,,-0.078320,0.206003,-0.102553,-0.011409,0.205189,-0.123269,-0.029042,0.234503,-0.098104
332,5.533333,0.268678,-0.692650,-0.467296,-0.479253,-0.001695,0.122460,0.000996,0.000290,-0.043950,0.206178,-0.114086,0.883691,-0.045123,0.158366,-0.143923,0.155484,-0.001699,0.122460,0.000995,0.000000,-0.078136,0.204595,-0.101985,0.958528,-0.011233,0.203231,-0.122867,0.979377,-0.029003,0.232581,-0.097639,0.931377,,,,,,,-0.044336,0.206125,-0.114111,,,,,,,-0.078116,0.204471,-0.102045,-0.011180,0.203297,-0.122777,-0.028690,0.232692,-0.097643
333,5.550000,0.268670,-0.693971,-0.465396,-0.479194,-0.001742,0.120940,0.001747,0.000293,-0.043827,0.204314,-0.113646,0.903934,-0.045129,0.156390,-0.143296,0.000000,-0.001745,0.120940,0.001746,0.000000,-0.078012,0.202864,-0.101528,0.963860,-0.011120,0.201252,-0.122426,0.971617,-0.028809,0.230744,-0.097307,0.916272,,,,,,,-0.044206,0.204251,-0.113661,,,,,,,-0.077981,0.202741,-0.101598,-0.011087,0.201319,-0.122341,-0.028495,0.230862,-0.097306
334,5.566667,0.273550,-0.693742,-0.463867,-0.478246,-0.001552,0.120229,0.002827,0.000338,-0.043666,0.202516,-0.113333,0.903934,-0.044538,0.154376,-0.142647,0.000000,-0.001555,0.120229,0.002826,0.000000,-0.077893,0.200935,-0.101350,0.963860,-0.010903,0.199598,-0.121952,0.971617,-0.028885,0.229155,-0.097119,0.916272,,,,,,,-0.044368,0.202688,-0.113407,-0.043968,0.154247,-0.142748,,,,-0.077977,0.201159,-0.101153,-0.011129,0.199410,-0.122046,-0.028444,0.229075,-0.097046
335,5.583333,0.272348,-0.695150,-0.462542,-0.478171,-0.001665,0.118458,0.003131,0.000294,-0.043695,0.200661,-0.113119,0.837737,-0.044796,0.152465,-0.142333,0.879109,-0.001669,0.118458,0.003130,0.000000,-0.077905,0.199229,-0.101070,0.952083,-0.010959,0.197607,-0.121793,0.932561,-0.028787,0.227280,-0.096986,0.883294,,,,,,,-0.044335,0.200763,-0.113148,-0.044313,0.152464,-0.142354,,,,-0.078005,0.199351,-0.100961,-0.011163,0.197452,-0.121877,-0.028326,0.227212,-0.096962
336,5.600000,0.271226,-0.696783,-0.460219,-0.478675,-0.001854,0.116800,0.003554,0.000285,-0.043535,0.198823,-0.112948,0.837737,-0.044903,0.150534,-0.141998,0.879109,-0.001857,0.116800,0.003553,0.000000,-0.077745,0.197608,-0.100873,0.952083,-0.010821,0.195571,-0.121632,0.932561,-0.028480,0.225419,-0.096915,0.883294,,,,,,,-0.044100,0.198805,-0.112966,-0.044465,0.150607,-0.141989,,,,-0.077849,0.197730,-0.100785,-0.011013,0.195452,-0.121703,-0.028056,0.225361,-0.096923
337,5.616667,0.271424,-0.698069,-0.457912,-0.478901,-0.001949,0.115457,0.004082,0.000296,-0.043337,0.197077,-0.112807,0.847735,-0.044828,0.148663,-0.141642,0.881877,-0.001953,0.115457,0.004081,0.000000,-0.077557,0.196013,-0.100745,0.960130,-0.010628,0.193694,-0.121459,0.929547,-0.028216,0.223702,-0.096885,0.885234,,,,,,,-0.043943,0.197140,-0.112809,-0.044368,0.148769,-0.141616,,,,-0.077679,0.196079,-0.100667,-0.010816,0.193504,-0.121549,-0.027759,0.223656,-0.096897
338,5.633333,0.270216,-0.700464,-0.456556,-0.477379,-0.001754,0.114183,0.004457,0.000297,-0.043467,0.195484,-0.112538,0.847735,-0.045235,0.146967,-0.141183,0.881877,-0.001758,0.114183,0.004456,0.000000,-0.077631,0.194565,-0.100308,0.960130,-0.010810,0.191974,-0.121334,0.929547,-0.028192,0.222125,-0.096789,0.885234,,,,,,,-0.044084,0.195531,-0.112557,-0.044786,0.147061,-0.141160,,,,-0.077727,0.194652,-0.100224,-0.010987,0.191820,-0.121405,-0.027751,0.222052,-0.096806
339,5.650000,0.270456,-0.702146,-0.455569,-0.475711,-0.001724,0.113175,0.004736,0.000287,-0.043811,0.194001,-0.112454,0.853613,-0.045670,0.145368,-0.140896,0.890799,-0.001728,0.113174,0.004735,0.000000,-0.077936,0.193131,-0.100112,0.962106,-0.011182,0.190455,-0.121339,0.938969,-0.028487,0.220705,-0.096862,0.895902,,,,,,,-0.044397,0.194002,-0.112458,-0.045240,0.145448,-0.140899,,,,-0.078008,0.193236,-0.100029,-0.011369,0.190309,-0.121397,-0.028073,0.220666,-0.096881
340,5.666667,0.271396,-0.703352,-0.454553,-0.474365,-0.001724,0.112256,0.005080,0.000296,-0.044077,0.192557,-0.112376,0.853613,-0.045937,0.143805,-0.140613,0.890799,-0.001728,0.112256,0.005079,0.000000,-0.078181,0.191706,-0.099974,0.962106,-0.011459,0.189004,-0.121299,0.938969,-0.028752,0.219339,-0.096919,0.895902,,,,,,,-0.044714,0.192637,-0.112423,-0.045446,0.143882,-0.140611,,,,-0.078246,0.191834,-0.099850,-0.011651,0.188802,-0.121373,-0.028348,0.219257,-0.096924
341,5.683333,0.271648,-0.704177,-0.453134,-0.474355,-0.001750,0.110978,0.005446,0.000312,-0.043965,0.190987,-0.112258,0.849702,-0.045888,0.142154,-0.140349,0.874851,-0.001754,0.110977,0.005445,0.000000,-0.078072,0.190223,-0.099860,0.958361,-0.011350,0.187361,-0.121164,0.925067,-0.028604,0.217794,-0.096878,0.897517,,,,,,,-0.044565,0.190975,-0.112229,-0.045413,0.142311,-0.140338,,,,-0.078161,0.190330,-0.099769,-0.011541,0.187145,-0.121244,-0.028199,0.217758,-0.096929
342,5.700000,0.271351,-0.705262,-0.449669,-0.476205,-0.002213,0.109590,0.006163,0.000357,-0.043575,0.189309,-0.112040,0.849702,-0.045701,0.140360,-0.139914,0.874851,-0.002217,0.109590,0.006162,0.000000,-0.077725,0.188805,-0.099748,0.958361,-0.010954,0.185448,-0.120825,0.925067,-0.028103,0.216094,-0.096734,0.897517,,,,,,,-0.044253,0.189379,-0.112055,-0.045227,0.140561,-0.139908,,,,-0.077835,0.188879,-0.099588,-0.010974,0.185110,-0.120910,-0.027770,0.216087,-0.096800
343,5.716667,0.270989,-0.706280,-0.448041,-0.476438,-0.002220,0.108312,0.006664,0.000315,-0.043366,0.187824,-0.111753,0.827191,-0.045633,0.138805,-0.139493,0.875658,-0.002223,0.108312,0.006663,0.000000,-0.077517,0.187450,-0.099458,0.953157,-0.010757,0.183847,-0.120530,0.923738,-0.027818,0.214607,-0.096522,0.904828,,,,,,,-0.044047,0.187942,-0.111786,-0.045155,0.138941,-0.139489,,,,-0.077608,0.187529,-0.099314,-0.010840,0.183562,-0.120604,-0.027443,0.214558,-0.096563
344,5.733333,0.271327,-0.707097,-0.446885,-0.476119,-0.002137,0.107163,0.007182,0.000326,-0.043257,0.186368,-0.111450,0.827191,-0.045571,0.137271,-0.139049,0.875658,-0.002141,0.107163,0.007181,0.000000,-0.077405,0.186055,-0.099144,0.953157,-0.010654,0.182340,-0.120226,0.923738,-0.027684,0.213182,-0.096300,0.904828,,,,,,,-0.043892,0.186385,-0.111444,-0.045091,0.137453,-0.139028,,,,-0.077510,0.186152,-0.099030,-0.010781,0.182089,-0.120309,-0.027296,0.213137,-0.096358
345,5.750000,0.271219,-0.707783,-0.445463,-0.476494,-0.002297,0.105845,0.007694,0.000310,-0.043177,0.184866,-0.111144,0.839011,-0.045584,0.135711,-0.138631,0.879482,-0.002301,0.105845,0.007693,0.000000,-0.077331,0.184657,-0.098856,0.960077,-0.010578,0.180745,-0.119892,0.932892,-0.027552,0.211681,-0.096048,0.895018,,,,,,,-0.043816,0.184939,-0.111141,-0.045124,0.135856,-0.138617,,,,-0.077431,0.184725,-0.098751,-0.010708,0.180519,-0.119952,-0.027141,0.211620,-0.096109
346,5.766667,0.270946,-0.709022,-0.443096,-0.477014,-0.002488,0.104479,0.008350,0.000304,-0.042999,0.183187,-0.110821,0.849332,-0.045576,0.133934,-0.138116,0.877761,-0.002492,0.104478,0.008349,0.000000,-0.077161,0.183156,-0.098552,0.962111,-0.010411,0.178909,-0.119533,0.929210,-0.027282,0.210001,-0.095820,0.897432,,,,,,,-0.043600,0.183225,-0.110807,-0.045111,0.134081,-0.138081,,,,-0.077252,0.183249,-0.098475,-0.010585,0.178706,-0.119626,-0.026880,0.209926,-0.095853
