Format Version,1.23,Take Name,charlie_nziz_002,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-07 01.51.42.572 PM,Total Frames in Take,271,Total Exported Frames,271,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
185,3.083333,0.791780,0.483256,-0.222074,-0.300384,0.064689,0.187987,0.005503,0.000128,0.091042,0.312943,-0.070191,0.972945,0.108228,0.334851,-0.021178,0.964392,0.064693,0.187988,0.005503,0.000000,0.123127,0.299362,-0.080375,0.982704,0.061363,0.322478,-0.056609,0.940410,0.067894,0.301456,-0.093066,0.965559,,,,0.090981,0.313032,-0.070186,0.108229,0.334865,-0.021037,,,,0.123063,0.299383,-0.080392,0.061574,0.322457,-0.056718,0.067805,0.301352,-0.093087
186,3.100000,0.794082,0.479301,-0.222513,-0.300319,0.065106,0.186100,0.004835,0.000135,0.092330,0.310557,-0.071370,0.972945,0.109793,0.332503,-0.022472,0.964392,0.065110,0.186100,0.004834,0.000000,0.124282,0.296676,-0.081567,0.982704,0.062758,0.320385,-0.057765,0.940410,0.069043,0.299176,-0.094157,0.965559,,,,0.092252,0.310643,-0.071393,0.109811,0.332488,-0.022349,,,,0.124264,0.296729,-0.081530,0.062977,0.320378,-0.057879,0.068903,0.299058,-0.094180
187,3.116667,0.797171,0.474390,-0.222259,-0.300124,0.065226,0.184230,0.004215,0.000135,0.093719,0.308071,-0.072527,0.973874,0.111467,0.330028,-0.023737,0.967539,0.065229,0.184231,0.004214,0.000000,0.125508,0.293804,-0.082698,0.985090,0.064268,0.318275,-0.058934,0.941166,0.070286,0.296851,-0.095244,0.957427,,,,0.093641,0.308141,-0.072531,0.111494,0.330028,-0.023610,,,,0.125487,0.293853,-0.082671,0.064473,0.318258,-0.059049,0.070154,0.296749,-0.095278
188,3.133333,0.800560,0.468813,-0.222321,-0.299818,0.065264,0.182538,0.003738,0.000127,0.095103,0.305641,-0.073677,0.973874,0.113194,0.327630,-0.025028,0.967539,0.065268,0.182539,0.003737,0.000000,0.126703,0.290944,-0.083827,0.985090,0.065800,0.316264,-0.060089,0.941166,0.071501,0.294586,-0.096300,0.957427,,,,0.095047,0.305731,-0.073684,0.113207,0.327636,-0.024890,,,,0.126653,0.290976,-0.083828,0.065999,0.316241,-0.060202,0.071395,0.294481,-0.096318
189,3.150000,0.803587,0.464134,-0.222370,-0.298963,0.065507,0.180892,0.003198,0.000139,0.096507,0.303281,-0.074892,0.969088,0.114852,0.325347,-0.026373,0.963154,0.065511,0.180893,0.003197,0.000000,0.127951,0.288217,-0.084986,0.985127,0.067320,0.314266,-0.061339,0.938963,0.072778,0.292341,-0.097438,0.962016,,,,0.096433,0.303378,-0.074867,0.114867,0.325359,-0.026227,,,,0.127903,0.288245,-0.085006,0.067528,0.314241,-0.061464,0.072677,0.292231,-0.097464
190,3.166667,0.805970,0.459485,-0.232592,-0.291868,0.067865,0.180416,0.005347,0.000272,0.097993,0.300847,-0.076057,0.969088,0.116904,0.324079,-0.028306,0.963154,0.067868,0.180416,0.005346,0.000000,0.129315,0.285524,-0.086144,0.985127,0.068968,0.312175,-0.062440,0.938963,0.074002,0.289373,-0.098054,0.962016,,,,0.097898,0.300969,-0.076119,0.116610,0.323033,-0.027606,0.068178,0.180602,0.005685,0.129175,0.285403,-0.086142,0.069128,0.312241,-0.062739,0.074000,0.289953,-0.098592
191,3.183333,0.809373,0.453568,-0.235283,-0.289541,0.068454,0.179170,0.005468,0.000350,0.099448,0.298395,-0.077374,0.969812,0.118787,0.321958,-0.029957,0.578761,0.068458,0.179171,0.005467,0.858882,0.130573,0.282649,-0.087417,0.928997,0.070594,0.310162,-0.063766,0.927121,0.075254,0.286923,-0.099147,0.776043,,,,0.099343,0.298447,-0.077343,0.118366,0.320618,-0.029026,0.068834,0.179570,0.005601,0.130420,0.282419,-0.087351,0.070735,0.310157,-0.064021,0.075264,0.287591,-0.099744
192,3.200000,0.814145,0.446970,-0.223172,-0.295939,0.065727,0.176237,0.001972,0.000135,0.100710,0.295901,-0.078618,0.969812,0.120041,0.318241,-0.030610,0.578761,0.065731,0.176238,0.001971,0.858882,0.131556,0.279534,-0.088531,0.928997,0.071992,0.308180,-0.065176,0.927121,0.076510,0.285375,-0.100858,0.776043,0.450905,0.535817,0.316755,0.100648,0.296014,-0.078617,0.120049,0.318248,-0.030470,,,,0.131519,0.279555,-0.088543,0.072194,0.308140,-0.065297,0.076398,0.285272,-0.100864
193,3.216667,0.817162,0.441053,-0.224045,-0.295842,0.065831,0.174607,0.001532,0.000135,0.101935,0.293418,-0.079821,0.972815,0.121696,0.315785,-0.032001,0.963556,0.065835,0.174608,0.001532,0.000000,0.132551,0.276636,-0.089752,0.985435,0.073411,0.306106,-0.066346,0.940062,0.077534,0.283060,-0.101920,0.963909,0.451846,0.536057,0.317132,0.101880,0.293509,-0.079797,0.121693,0.315806,-0.031856,,,,0.132511,0.276656,-0.089790,0.073617,0.306072,-0.066465,0.077428,0.282963,-0.101931
194,3.233333,0.820716,0.433557,-0.224808,-0.296505,0.065715,0.172940,0.001154,0.000141,0.103239,0.290777,-0.080969,0.972815,0.123563,0.313079,-0.033356,0.963556,0.065718,0.172940,0.001153,0.000000,0.133549,0.273480,-0.090957,0.985435,0.074975,0.303965,-0.067427,0.940062,0.078580,0.280681,-0.102902,0.963909,0.452537,0.536200,0.317435,0.103182,0.290887,-0.080950,0.123558,0.313106,-0.033208,,,,0.133510,0.273485,-0.090999,0.075183,0.303914,-0.067546,0.078473,0.280591,-0.102908
195,3.250000,0.824098,0.426394,-0.225332,-0.297114,0.065657,0.171331,0.000754,0.000143,0.104561,0.288222,-0.082076,0.967836,0.125407,0.310446,-0.034651,0.958722,0.065660,0.171332,0.000753,0.000000,0.134573,0.270437,-0.092106,0.984080,0.076550,0.301887,-0.068481,0.938432,0.079666,0.278387,-0.103860,0.961421,0.453328,0.536378,0.317765,0.104506,0.288338,-0.082068,0.125416,0.310461,-0.034487,,,,0.134528,0.270456,-0.092147,0.076749,0.301847,-0.068620,0.079558,0.278276,-0.103852
196,3.266667,0.827447,0.419219,-0.225669,-0.297758,0.065560,0.169657,0.000382,0.000143,0.105863,0.285593,-0.083119,0.964980,0.127219,0.307715,-0.035874,0.963632,0.065564,0.169657,0.000381,0.000000,0.135570,0.267322,-0.093184,0.990308,0.078110,0.299730,-0.069477,0.941866,0.080741,0.276030,-0.104763,0.961742,,,,0.105798,0.285715,-0.083100,0.127222,0.307732,-0.035729,,,,0.135561,0.267323,-0.093221,0.078302,0.299683,-0.069599,0.080620,0.275936,-0.104766
197,3.283333,0.830706,0.411344,-0.226926,-0.298711,0.065536,0.167980,0.000060,0.000141,0.107110,0.282867,-0.084264,0.964980,0.129094,0.304889,-0.037261,0.963632,0.065539,0.167981,0.000059,0.000000,0.136468,0.264090,-0.094417,0.990308,0.079662,0.297498,-0.070526,0.941866,0.081710,0.273588,-0.105707,0.961742,,,,0.107058,0.282991,-0.084254,0.129089,0.304911,-0.037112,,,,0.136441,0.264091,-0.094459,0.079863,0.297445,-0.070644,0.081595,0.273493,-0.105706
198,3.300000,0.834029,0.404094,-0.228575,-0.298091,0.065543,0.166389,-0.000060,0.000147,0.108233,0.280056,-0.085472,0.962054,0.130752,0.302136,-0.038751,0.961236,0.065547,0.166389,-0.000061,0.000000,0.137283,0.260806,-0.095627,0.986801,0.081056,0.295161,-0.071710,0.941051,0.082602,0.270957,-0.106716,0.962846,0.455887,0.536959,0.318851,0.108174,0.280193,-0.085448,0.130765,0.302152,-0.038597,,,,0.137259,0.260807,-0.095674,0.081236,0.295105,-0.071851,0.082491,0.270858,-0.106707
199,3.316667,0.836763,0.397172,-0.230920,-0.297924,0.065756,0.164777,-0.000273,0.000157,0.109264,0.277315,-0.086760,0.962054,0.132364,0.299440,-0.040345,0.961236,0.065760,0.164777,-0.000274,0.000000,0.138007,0.257640,-0.096971,0.986801,0.082366,0.292850,-0.072925,0.941051,0.083381,0.268387,-0.107770,0.962846,,,,0.109340,0.277557,-0.086667,0.132334,0.299437,-0.040221,,,,0.137940,0.257608,-0.097046,0.082530,0.292771,-0.073074,0.083238,0.268258,-0.107763
200,3.333333,0.839558,0.390351,-0.232452,-0.297884,0.065872,0.163005,-0.000605,0.000240,0.110341,0.274454,-0.088009,0.958033,0.133968,0.296564,-0.041852,0.969329,0.065876,0.163005,-0.000606,0.000000,0.138777,0.254353,-0.098251,0.972214,0.083717,0.290413,-0.074128,0.909358,0.084235,0.265728,-0.108827,0.910634,0.457456,0.537286,0.319552,0.110325,0.274615,-0.087963,0.133872,0.296504,-0.041805,,,,0.138850,0.254420,-0.098201,0.084071,0.290398,-0.074202,0.083918,0.265576,-0.108897
201,3.350000,0.843239,0.381656,-0.234156,-0.297418,0.065643,0.161193,-0.000809,0.000230,0.111385,0.271176,-0.089407,0.958033,0.135646,0.293281,-0.043578,0.969329,0.065647,0.161194,-0.000810,0.000000,0.139429,0.250530,-0.099647,0.972214,0.085108,0.287680,-0.075503,0.909358,0.085016,0.262703,-0.109997,0.910634,0.458119,0.537392,0.319869,0.111375,0.271342,-0.089363,0.135551,0.293213,-0.043538,,,,0.139489,0.250601,-0.099597,0.085448,0.287664,-0.075578,0.084720,0.262550,-0.110055
202,3.366667,0.847158,0.373415,-0.235427,-0.295735,0.065388,0.159488,-0.000951,0.000241,0.112455,0.267865,-0.090822,0.956723,0.137235,0.290051,-0.045310,0.973356,0.065392,0.159488,-0.000952,0.000000,0.140138,0.246690,-0.100962,0.964608,0.086489,0.284909,-0.076983,0.913630,0.085877,0.259594,-0.111224,0.914415,0.459252,0.537661,0.320360,0.112457,0.268035,-0.090786,0.137162,0.289975,-0.045292,,,,0.140176,0.246787,-0.100866,0.086824,0.284861,-0.077056,0.085575,0.259452,-0.111303
203,3.383333,0.850678,0.366943,-0.236125,-0.293164,0.065335,0.157648,-0.001132,0.000245,0.113561,0.264550,-0.092149,0.956723,0.138672,0.286892,-0.046896,0.973356,0.065339,0.157648,-0.001133,0.000000,0.140974,0.242945,-0.102115,0.964608,0.087822,0.282041,-0.078446,0.913630,0.086855,0.256394,-0.112431,0.914415,,,,0.113569,0.264731,-0.092112,0.138602,0.286833,-0.046862,,,,0.141009,0.243025,-0.102029,0.088157,0.281982,-0.078507,0.086548,0.256251,-0.112526
204,3.400000,0.854287,0.359178,-0.237117,-0.291482,0.065335,0.155571,-0.001243,0.000235,0.114796,0.260907,-0.093415,0.952165,0.140380,0.283304,-0.048456,0.973101,0.065339,0.155571,-0.001244,0.000000,0.141860,0.238815,-0.103266,0.972497,0.089359,0.278897,-0.079794,0.914693,0.087907,0.252950,-0.113533,0.914301,,,,0.114796,0.261094,-0.093373,0.140309,0.283238,-0.048410,,,,0.141899,0.238895,-0.103202,0.089688,0.278852,-0.079874,0.087610,0.252794,-0.113605
205,3.416667,0.858185,0.350159,-0.237912,-0.290353,0.065117,0.153474,-0.001362,0.000248,0.116009,0.257107,-0.094679,0.952165,0.142156,0.279465,-0.050024,0.973101,0.065121,0.153474,-0.001363,0.000000,0.142649,0.234464,-0.104434,0.972497,0.090940,0.275655,-0.081124,0.914693,0.088906,0.249433,-0.114619,0.914301,,,,0.116013,0.257307,-0.094640,0.142085,0.279407,-0.050003,,,,0.142695,0.234529,-0.104346,0.091264,0.275572,-0.081180,0.088604,0.249308,-0.114711
206,3.433333,0.861991,0.341335,-0.238353,-0.289223,0.064898,0.151330,-0.001518,0.000249,0.117232,0.253272,-0.095894,0.949780,0.143905,0.275565,-0.051519,0.974910,0.064902,0.151330,-0.001519,0.000000,0.143450,0.230095,-0.105537,0.968726,0.092528,0.272360,-0.082420,0.912657,0.089936,0.245889,-0.115680,0.914203,,,,0.117234,0.253466,-0.095841,0.143836,0.275498,-0.051492,,,,0.143488,0.230183,-0.105457,0.092860,0.272284,-0.082497,0.089633,0.245750,-0.115764
207,3.450000,0.866271,0.331876,-0.238327,-0.287461,0.064536,0.149224,-0.001519,0.000241,0.118521,0.249238,-0.097021,0.949780,0.145700,0.271478,-0.052928,0.974910,0.064540,0.149223,-0.001520,0.000000,0.144287,0.225486,-0.106486,0.968726,0.094203,0.268911,-0.083687,0.912657,0.091049,0.242161,-0.116675,0.914203,,,,0.118537,0.249459,-0.096990,0.145619,0.271425,-0.052887,,,,0.144326,0.225540,-0.106424,0.094527,0.268828,-0.083747,0.090752,0.242024,-0.116748
208,3.466667,0.870180,0.323360,-0.237686,-0.285885,0.064329,0.146934,-0.001621,0.000251,0.119911,0.245192,-0.098025,0.945599,0.147505,0.267347,-0.054147,0.974620,0.064332,0.146934,-0.001622,0.000000,0.145261,0.220927,-0.107306,0.971763,0.095943,0.265389,-0.084842,0.914973,0.092304,0.238414,-0.117595,0.911227,,,,0.119928,0.245406,-0.097986,0.147432,0.267287,-0.054110,,,,0.145320,0.220990,-0.107232,0.096264,0.265300,-0.084912,0.091983,0.238286,-0.117674
209,3.483333,0.874291,0.315498,-0.236449,-0.283140,0.064014,0.144952,-0.001653,0.000261,0.121264,0.241347,-0.098958,0.945599,0.149146,0.263505,-0.055265,0.974620,0.064018,0.144951,-0.001654,0.000000,0.146241,0.216593,-0.107957,0.971763,0.097599,0.262050,-0.086014,0.914973,0.093579,0.234807,-0.118499,0.911227,,,,0.121278,0.241564,-0.098926,0.149044,0.263447,-0.055236,,,,0.146300,0.216651,-0.107891,0.097947,0.261968,-0.086060,0.093260,0.234670,-0.118580
210,3.500000,0.878216,0.307493,-0.236056,-0.280110,0.063769,0.143135,-0.001586,0.000261,0.122467,0.237563,-0.099951,0.944172,0.150691,0.259775,-0.056505,0.971692,0.063772,0.143135,-0.001587,0.000000,0.147062,0.212333,-0.108676,0.970366,0.099123,0.258767,-0.087237,0.914578,0.094683,0.231231,-0.119419,0.907708,,,,0.122505,0.237782,-0.099923,0.150601,0.259713,-0.056476,,,,0.147126,0.212394,-0.108598,0.099448,0.258676,-0.087290,0.094345,0.231105,-0.119500
211,3.516667,0.882360,0.298003,-0.236114,-0.277281,0.063410,0.141459,-0.001492,0.000259,0.123604,0.233657,-0.101061,0.934548,0.152299,0.255873,-0.057927,0.975655,0.063414,0.141458,-0.001493,0.000000,0.147729,0.207891,-0.109527,0.971339,0.100665,0.255423,-0.088561,0.922888,0.095675,0.227594,-0.120408,0.903822,,,,0.123687,0.233906,-0.101068,0.152223,0.255824,-0.057890,,,,0.147789,0.207919,-0.109434,0.100951,0.255310,-0.088585,0.095322,0.227478,-0.120507
212,3.533333,0.886053,0.289026,-0.236664,-0.274526,0.063288,0.139688,-0.001322,0.000230,0.124723,0.229737,-0.102093,0.934548,0.153894,0.251970,-0.059287,0.975655,0.063292,0.139687,-0.001323,0.000000,0.148399,0.203482,-0.110321,0.971339,0.102178,0.252019,-0.089787,0.922888,0.096647,0.223912,-0.121300,0.903822,,,,0.124778,0.229980,-0.102102,0.153807,0.251914,-0.059258,,,,0.148407,0.203534,-0.110254,0.102468,0.251937,-0.089797,0.096382,0.223756,-0.121378
213,3.550000,0.889639,0.279962,-0.236907,-0.272100,0.063158,0.137948,-0.001214,0.000262,0.125858,0.225867,-0.103081,0.936614,0.155502,0.248060,-0.060581,0.974372,0.063161,0.137947,-0.001215,0.000000,0.149069,0.199130,-0.111080,0.972396,0.103721,0.248656,-0.090964,0.920698,0.097642,0.220311,-0.122162,0.906798,,,,0.125943,0.226105,-0.103093,0.155415,0.248012,-0.060556,,,,0.149098,0.199180,-0.110986,0.104021,0.248552,-0.090955,0.097315,0.220175,-0.122277
214,3.566667,0.893275,0.270545,-0.237138,-0.269500,0.063113,0.136471,-0.001142,0.000271,0.127086,0.222139,-0.104130,0.936614,0.157216,0.244286,-0.061948,0.974372,0.063117,0.136470,-0.001143,0.000000,0.149807,0.194913,-0.111881,0.972396,0.105379,0.245445,-0.092219,0.920698,0.098731,0.216864,-0.123083,0.906798,,,,0.127176,0.222387,-0.104126,0.157053,0.244184,-0.062001,,,,0.149836,0.194995,-0.111782,0.105704,0.245360,-0.092207,0.098449,0.216722,-0.123144
215,3.583333,0.896366,0.262131,-0.237486,-0.267238,0.063103,0.135127,-0.001129,0.000240,0.128127,0.218776,-0.105113,0.938949,0.158702,0.240869,-0.063225,0.973237,0.063106,0.135126,-0.001130,0.000000,0.150406,0.191127,-0.112648,0.975601,0.106813,0.242531,-0.093382,0.923221,0.099646,0.213753,-0.123945,0.915713,,,,0.128191,0.219009,-0.105145,0.158612,0.240820,-0.063194,,,,0.150433,0.191178,-0.112569,0.107105,0.242437,-0.093373,0.099353,0.213611,-0.124032
216,3.600000,0.899568,0.251982,-0.237645,-0.266098,0.062946,0.133790,-0.001131,0.000244,0.129185,0.215271,-0.106065,0.938949,0.160333,0.237131,-0.064478,0.973237,0.062950,0.133789,-0.001132,0.000000,0.150900,0.187134,-0.113438,0.975601,0.108375,0.239532,-0.094467,0.923221,0.100543,0.210635,-0.124753,0.915713,,,,0.129287,0.215524,-0.106098,0.160239,0.237080,-0.064449,,,,0.150932,0.187168,-0.113357,0.108646,0.239423,-0.094467,0.100230,0.210508,-0.124830
217,3.616667,0.901785,0.243683,-0.238102,-0.265913,0.063083,0.132013,-0.001234,0.000239,0.130159,0.211847,-0.106900,0.943666,0.161818,0.233450,-0.065565,0.974225,0.063087,0.132012,-0.001235,0.000000,0.151399,0.183331,-0.114199,0.973396,0.109780,0.236498,-0.095356,0.935750,0.101371,0.207557,-0.125445,0.909291,,,,0.130250,0.212053,-0.106897,0.161743,0.233386,-0.065534,,,,0.151456,0.183386,-0.114128,0.110030,0.236437,-0.095368,0.101047,0.207422,-0.125537
218,3.633333,0.904492,0.234269,-0.237999,-0.265272,0.062868,0.130327,-0.001025,0.000240,0.131025,0.208195,-0.107462,0.943666,0.163205,0.229512,-0.066381,0.974225,0.062872,0.130326,-0.001026,0.000000,0.151724,0.179250,-0.114627,0.973396,0.111133,0.233290,-0.096029,0.935750,0.102104,0.204296,-0.125886,0.909291,,,,0.131119,0.208435,-0.107459,0.163171,0.229455,-0.066335,,,,0.151777,0.179284,-0.114549,0.111347,0.233201,-0.096044,0.101778,0.204168,-0.125999
219,3.650000,0.906877,0.225292,-0.238527,-0.264428,0.062737,0.128313,-0.000616,0.000192,0.131730,0.204257,-0.107904,0.923415,0.164434,0.225331,-0.067113,0.973429,0.062741,0.128312,-0.000617,0.000000,0.151912,0.174918,-0.114941,0.977235,0.112307,0.229763,-0.096573,0.950658,0.102670,0.200706,-0.126179,0.923570,,,,0.131873,0.204527,-0.107892,0.164462,0.225252,-0.067049,,,,0.151939,0.174950,-0.114860,0.112398,0.229623,-0.096679,0.102380,0.200624,-0.126229
220,3.666667,0.909235,0.215717,-0.239304,-0.263612,0.062486,0.126213,0.000016,0.000196,0.132263,0.200109,-0.108189,0.923415,0.165539,0.220913,-0.067724,0.973429,0.062490,0.126212,0.000015,0.000000,0.151890,0.170367,-0.115100,0.977235,0.113350,0.226040,-0.096960,0.950658,0.103053,0.196934,-0.126293,0.923570,,,,0.132411,0.200354,-0.108155,0.165578,0.220829,-0.067650,,,,0.151923,0.170415,-0.115029,0.113431,0.225909,-0.097089,0.102750,0.196856,-0.126344
221,3.683333,0.912419,0.206920,-0.238185,-0.260661,0.062055,0.124334,0.000504,0.000202,0.133057,0.195895,-0.108471,0.923209,0.166668,0.216580,-0.068222,0.967469,0.062059,0.124332,0.000503,0.000000,0.152189,0.165760,-0.115055,0.976545,0.114574,0.222255,-0.097527,0.947874,0.103800,0.193009,-0.126548,0.920932,,,,0.133222,0.196153,-0.108446,0.166703,0.216482,-0.068145,,,,0.152231,0.165804,-0.114984,0.114638,0.222123,-0.097675,0.103493,0.192937,-0.126572
222,3.700000,0.915714,0.200926,-0.236056,-0.255685,0.061879,0.122680,0.000747,0.000202,0.134138,0.192055,-0.108815,0.923209,0.167802,0.212882,-0.068683,0.967469,0.061883,0.122679,0.000745,0.000000,0.152964,0.161628,-0.114929,0.976545,0.115901,0.218754,-0.098290,0.947874,0.104930,0.189260,-0.126984,0.920932,,,,0.134293,0.192279,-0.108758,0.167843,0.212782,-0.068608,,,,0.153005,0.161703,-0.114863,0.115977,0.218629,-0.098443,0.104616,0.189185,-0.127029
223,3.716667,0.919405,0.195022,-0.233947,-0.248856,0.061746,0.121455,0.000954,0.000207,0.135282,0.188295,-0.109331,0.931213,0.168945,0.209434,-0.069363,0.961213,0.061749,0.121454,0.000953,0.000000,0.153829,0.157584,-0.114847,0.970204,0.117263,0.215345,-0.099342,0.941500,0.106142,0.185498,-0.127610,0.916577,,,,0.135435,0.188517,-0.109276,0.168996,0.209325,-0.069266,,,,0.153869,0.157680,-0.114789,0.117340,0.215222,-0.099525,0.105821,0.185413,-0.127638
224,3.733333,0.923630,0.186536,-0.231448,-0.241960,0.061341,0.121116,0.001224,0.000209,0.136432,0.184853,-0.109847,0.931213,0.170219,0.206186,-0.070087,0.961213,0.061345,0.121114,0.001223,0.000000,0.154534,0.153769,-0.114721,0.970204,0.118781,0.212348,-0.100433,0.941500,0.107343,0.182175,-0.128224,0.916577,,,,0.136618,0.185134,-0.109826,0.170270,0.206116,-0.070021,,,,0.154560,0.153770,-0.114639,0.118810,0.212176,-0.100532,0.107051,0.182135,-0.128296
225,3.750000,0.925927,0.178781,-0.230447,-0.239980,0.061379,0.120027,0.001445,0.000197,0.137383,0.181761,-0.110136,0.914828,0.171488,0.202910,-0.070549,0.971279,0.061382,0.120026,0.001444,0.000000,0.155024,0.150376,-0.114762,0.981994,0.120141,0.209588,-0.100940,0.950735,0.108255,0.179365,-0.128489,0.929649,,,,0.137580,0.182039,-0.110126,0.171522,0.202827,-0.070478,,,,0.155041,0.150389,-0.114693,0.120168,0.209432,-0.101058,0.107980,0.179314,-0.128521
226,3.766667,0.928620,0.170948,-0.228421,-0.237204,0.061272,0.119074,0.001680,0.000220,0.138445,0.178604,-0.110295,0.902731,0.172780,0.199603,-0.070828,0.971536,0.061275,0.119072,0.001679,0.000000,0.155617,0.146914,-0.114588,0.973040,0.121607,0.206774,-0.101398,0.948017,0.109323,0.176479,-0.128692,0.923031,,,,0.138659,0.178929,-0.110313,0.172816,0.199514,-0.070766,,,,0.155648,0.146901,-0.114486,0.121626,0.206589,-0.101490,0.109022,0.176442,-0.128746
227,3.783333,0.931460,0.163772,-0.225930,-0.233488,0.061164,0.118221,0.001998,0.000215,0.139567,0.175482,-0.110305,0.902731,0.174042,0.196427,-0.070932,0.971536,0.061167,0.118219,0.001997,0.000000,0.156315,0.143514,-0.114195,0.973040,0.123087,0.203974,-0.101774,0.948017,0.110487,0.173561,-0.128791,0.923031,,,,0.139795,0.175766,-0.110314,0.174084,0.196344,-0.070864,,,,0.156327,0.143534,-0.114099,0.123100,0.203780,-0.101878,0.110192,0.173534,-0.128842
228,3.800000,0.933996,0.157819,-0.223528,-0.229740,0.061168,0.117309,0.002324,0.000222,0.140666,0.172542,-0.110225,0.896600,0.175220,0.193492,-0.070922,0.967253,0.061171,0.117307,0.002323,0.000000,0.157066,0.140349,-0.113724,0.974509,0.124477,0.201304,-0.102049,0.948551,0.111641,0.170764,-0.128811,0.920158,,,,0.140908,0.172876,-0.110260,0.175262,0.193399,-0.070840,,,,0.157088,0.140337,-0.113625,0.124483,0.201123,-0.102147,0.111329,0.170717,-0.128858
229,3.816667,0.935949,0.151358,-0.222283,-0.227333,0.061194,0.116383,0.002766,0.000207,0.141466,0.169754,-0.110132,0.896600,0.176235,0.190591,-0.070959,0.967253,0.061198,0.116381,0.002765,0.000000,0.157475,0.137337,-0.113360,0.974509,0.125621,0.198774,-0.102199,0.948551,0.112439,0.168183,-0.128733,0.920158,,,,0.141674,0.170072,-0.110160,0.176260,0.190487,-0.070905,,,,0.157493,0.137341,-0.113264,0.125621,0.198588,-0.102303,0.112187,0.168150,-0.128752
230,3.833333,0.937477,0.144882,-0.221489,-0.226030,0.061203,0.115199,0.003203,0.000229,0.142081,0.166921,-0.110029,0.895533,0.177121,0.187552,-0.070989,0.965785,0.061206,0.115197,0.003203,0.000000,0.157687,0.134290,-0.113075,0.975907,0.126599,0.196180,-0.102258,0.946837,0.113029,0.165601,-0.128611,0.914806,,,,0.142321,0.167261,-0.110062,0.177162,0.187464,-0.070893,,,,0.157716,0.134274,-0.112985,0.126622,0.195995,-0.102361,0.112696,0.165550,-0.128662
231,3.850000,0.938783,0.138385,-0.220704,-0.225446,0.061104,0.113946,0.003584,0.000212,0.142546,0.164149,-0.109928,0.895533,0.177874,0.184504,-0.071002,0.965785,0.061108,0.113944,0.003583,0.000000,0.157736,0.131310,-0.112843,0.975907,0.127441,0.193635,-0.102274,0.946837,0.113465,0.163117,-0.128484,0.914806,,,,0.142781,0.164467,-0.109957,0.177899,0.184418,-0.070934,,,,0.157744,0.131305,-0.112755,0.127450,0.193441,-0.102367,0.113188,0.163084,-0.128519
232,3.866667,0.939605,0.132228,-0.220610,-0.225807,0.061040,0.112501,0.003994,0.000226,0.142811,0.161454,-0.109826,0.898508,0.178471,0.181477,-0.071032,0.970019,0.061044,0.112499,0.003993,0.000000,0.157599,0.128429,-0.112698,0.975261,0.128079,0.191138,-0.102208,0.942562,0.113677,0.160728,-0.128312,0.923240,,,,0.143054,0.161778,-0.109855,0.178502,0.181387,-0.070959,,,,0.157615,0.128431,-0.112601,0.128091,0.190930,-0.102304,0.113374,0.160701,-0.128358
233,3.883333,0.940451,0.125386,-0.220191,-0.226597,0.060788,0.111020,0.004436,0.000222,0.142972,0.158651,-0.109647,0.898508,0.178986,0.178255,-0.070965,0.970019,0.060791,0.111018,0.004435,0.000000,0.157303,0.125423,-0.112490,0.975261,0.128662,0.188546,-0.102052,0.942562,0.113791,0.158288,-0.128070,0.923240,,,,0.143214,0.158974,-0.109657,0.179023,0.178174,-0.070892,,,,0.157310,0.125409,-0.112408,0.128660,0.188344,-0.102149,0.113508,0.158263,-0.128118
234,3.900000,0.941620,0.118892,-0.219135,-0.226264,0.060403,0.109765,0.004870,0.000237,0.143149,0.155908,-0.109418,0.897848,0.179425,0.175193,-0.070822,0.969768,0.060406,0.109763,0.004869,0.000000,0.157051,0.122488,-0.112142,0.975631,0.129227,0.186013,-0.101930,0.937782,0.113958,0.155851,-0.127829,0.924877,,,,0.143383,0.156243,-0.109427,0.179461,0.175100,-0.070754,,,,0.157064,0.122497,-0.112046,0.129237,0.185786,-0.102031,0.113664,0.155828,-0.127885
235,3.916667,0.942924,0.113471,-0.217421,-0.225269,0.059925,0.108591,0.005278,0.000236,0.143345,0.153326,-0.109080,0.897848,0.179769,0.172387,-0.070512,0.969768,0.059928,0.108589,0.005277,0.000000,0.156887,0.119745,-0.111634,0.975631,0.129739,0.183613,-0.101748,0.937782,0.114184,0.153504,-0.127538,0.924877,,,,0.143596,0.153672,-0.109113,0.179794,0.172306,-0.070442,,,,0.156885,0.119748,-0.111536,0.129755,0.183360,-0.101838,0.113894,0.153488,-0.127584
