Format Version,1.23,Take Name,Specs_circumrshake_17_9_2027,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2021-09-17 11.05.12.282 AM,Total Frames in Take,660,Total Exported Frames,660,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
98,1.633333,77.924187,9.210152,47.496433,92.018501,200.447662,139.934784,0.130795,104.490997,353.586914,143.259766,0.940836,66.285690,343.980438,102.182533,0.943209,53.335423,343.175232,190.442795,0.960697,69.221672,347.996826,136.505264,0.965500,37.172237,338.436005,132.844376,0.960085,92.018936,200.439682,139.936813,0.000000,-1.512047,-4.239499,-2.532035,98.166931,183.102768,104.013367,0.263251,186.415131,136.502548,24.670094,0.891903,91.494484,188.325058,152.445221,0.960007,9.057239,193.647522,148.817841,0.922890,177.618866,180.684906,157.478683,0.876752,33.643349,226.437881,141.079010,0.845798,213.048157,156.375351,79.015762,0.965699,18.777027,150.688950,17.527834,0.877129,159.925171,239.664108,140.635193,0.956439,-6.477043,175.598572,74.450676,0.777677,186.368622,136.018097,24.761972,91.439911,188.493576,152.494186,8.930370,193.744354,149.026749,177.493210,180.717224,156.990173,33.415352,226.274643,141.741547,213.160736,156.412292,78.952431,19.012905,151.035629,17.588924,159.818542,239.849869,140.592972,-6.137257,175.379318,73.971329,104.596245,353.512451,143.059692,66.241608,344.111389,102.379326,53.199741,343.235138,190.421494,69.283272,348.044281,136.597092,37.185188,338.271912,132.777176
99,1.650000,77.573517,9.593603,48.059238,91.980194,201.109695,139.413162,0.124279,103.111382,354.364105,142.141388,0.940497,65.322578,344.244904,100.802795,0.939885,51.667923,343.723633,188.958969,0.962541,67.946953,348.440186,135.129364,0.969918,36.011284,338.587280,131.254745,0.955552,91.980690,201.101715,139.415253,0.000000,-1.562774,-4.335772,-2.747030,98.815590,183.323547,103.703545,0.233949,187.031967,136.349319,24.545610,0.876181,92.076347,188.599899,152.120285,0.954056,9.665907,194.224716,148.342850,0.934274,178.162781,180.644669,157.311737,0.873637,34.386776,226.919312,140.628128,0.820142,213.641556,156.156647,78.926682,0.966413,19.460409,151.150696,17.096251,0.894062,160.717224,239.678574,140.401291,0.945423,-5.802646,176.188080,73.959023,0.843215,187.028732,135.879700,24.652622,92.015831,188.735092,152.175049,9.536947,194.272766,148.525635,178.052155,180.659515,156.810394,34.143810,226.734650,141.227127,213.796646,156.215622,78.860229,19.713285,151.397064,17.159536,160.603348,239.856735,140.350647,-5.550464,176.160736,73.570686,103.201759,354.282654,141.940186,65.273880,344.357178,101.010139,51.520008,343.766754,188.945663,68.003304,348.516479,135.185318,36.061119,338.436768,131.206161
100,1.666667,77.204567,9.944344,48.518955,91.767700,201.775375,138.879272,0.124346,101.703270,355.122925,140.896194,0.941225,64.258667,344.503632,99.370285,0.939802,50.044559,344.322510,187.439331,0.961335,66.631004,348.892456,133.690994,0.972457,34.797436,338.774017,129.663681,0.958539,91.768234,201.767410,138.881393,0.000000,-1.645692,-4.380923,-2.968730,99.482964,183.576202,103.400444,0.214367,187.589233,136.172714,24.375916,0.879582,92.720749,188.934265,151.805008,0.960520,10.335900,194.870636,147.947098,0.942798,178.771378,180.654999,157.082916,0.871594,35.188854,227.461273,140.216949,0.831936,214.225983,155.940643,78.758003,0.955315,20.082392,151.607834,16.759031,0.910332,161.567444,239.735809,140.088837,0.945644,-5.135246,176.807556,73.570236,0.884039,187.710587,135.724625,24.467848,92.656723,189.015656,151.798065,10.190649,194.854004,148.006302,178.649124,180.629425,156.574646,34.921577,227.240753,140.665939,214.432571,156.034485,78.714661,20.439390,151.702164,16.737501,161.425766,239.884201,140.022980,-5.079667,177.100586,73.616028,101.816109,355.050049,140.693527,64.201584,344.627625,99.571640,49.887268,344.370117,187.424561,66.688156,348.946686,133.753525,34.841785,338.621307,129.617157
101,1.683333,76.877586,10.258960,49.116882,91.395203,202.518845,138.259888,0.125644,100.141106,355.944733,139.764236,0.939212,63.145386,344.878998,97.953514,0.939193,48.158997,344.927246,185.894623,0.958758,65.182167,349.417755,132.276276,0.974853,33.463463,339.039978,128.009659,0.958577,91.395782,202.510910,138.262054,0.000000,-1.758904,-4.434157,-3.179862,100.331635,183.777496,103.075737,0.207388,188.346237,135.919418,24.223202,0.881687,93.538918,189.242188,151.464127,0.974054,11.180266,195.472183,147.510422,0.960567,179.553299,180.658386,156.845581,0.869154,36.159874,227.958908,139.751038,0.858213,214.998581,155.682281,78.599495,0.942248,20.904720,151.951904,16.405888,0.907531,162.582458,239.772614,139.733734,0.946131,-4.279651,177.339584,73.148125,0.924562,188.476364,135.534622,24.299376,93.468140,189.298233,151.453857,11.028269,195.436203,147.568298,179.424316,180.573349,156.347153,35.879635,227.863205,140.187897,215.205872,155.811829,78.527840,21.251104,151.913544,16.451509,162.471848,239.877335,139.706116,-4.220847,177.689224,73.139526,100.265678,355.864716,139.558624,63.079716,345.007324,98.142876,47.999928,344.978149,185.865753,65.236633,349.484985,132.370163,33.509212,338.873657,127.960953
102,1.700000,76.606750,10.598409,49.854446,90.970367,203.320755,137.537781,0.136102,98.370758,356.819916,138.762848,0.938731,61.933292,345.335175,96.576553,0.937454,45.982853,345.459930,184.347870,0.961093,63.553913,349.972076,130.908386,0.968140,31.974972,339.309265,126.319962,0.953745,90.970993,203.312836,137.539963,0.000000,-1.975587,-4.462762,-3.471667,101.388390,183.903992,102.765373,0.240514,189.211395,135.334473,24.134546,0.855304,94.591667,189.566895,151.130386,0.983526,12.268215,196.199905,147.100204,0.958738,180.557983,180.566467,156.598770,0.872711,37.416958,228.533386,139.247711,0.851808,215.927750,155.146439,78.461555,0.894022,21.858341,152.187027,16.150326,0.863257,163.897675,239.707443,139.275497,0.946160,-3.234468,177.893860,72.789337,0.850072,188.880295,134.860046,24.150658,94.543503,189.610870,151.139816,12.159564,196.175415,147.222031,180.443192,180.432968,156.121033,37.143253,228.498123,139.772324,216.189178,155.464035,78.359154,22.335642,151.978485,16.317276,163.800537,239.839890,139.414780,-2.999587,178.276138,72.391396,98.481201,356.739014,138.559586,61.868553,345.464508,96.780708,45.837627,345.512512,184.328735,63.617065,350.037964,130.997330,32.011295,339.142242,126.249176
103,1.716667,76.336708,11.037743,50.577625,90.579468,204.076797,136.906693,0.121406,96.378906,357.646790,137.839569,0.941915,60.497417,345.688354,95.309784,0.940979,43.645828,345.848755,182.912460,0.958715,61.717266,350.420410,129.645203,0.966597,30.299097,339.420319,124.758980,0.954895,90.580147,204.068878,136.908920,0.000000,-1.998762,-4.458754,-3.877561,102.540344,184.208115,102.485924,0.192622,190.032028,135.031158,23.863293,0.872920,95.775291,189.911819,150.850601,0.979413,13.501443,197.126526,146.807022,0.964251,181.674927,180.303818,156.332642,0.895436,38.879230,229.282761,138.963669,0.866101,216.878036,154.646072,78.197868,0.921689,22.803537,153.066116,15.852340,0.000000,165.435684,239.563477,139.015152,0.929181,-2.117083,178.941223,72.490753,0.871280,189.885117,134.557388,23.974335,95.797859,189.978394,150.893478,13.426411,197.022919,146.870926,181.632324,180.301254,155.916565,38.625271,229.212051,139.429901,217.139282,154.801010,78.121231,,,,165.356644,239.783859,139.174622,-1.803352,179.149948,72.139893,96.489120,357.567719,137.650970,60.406986,345.813110,95.488670,43.491230,345.898834,182.883041,61.788437,350.484863,129.738144,30.362757,339.260315,124.705284
104,1.733333,76.124474,11.451262,51.276798,90.088188,204.737671,136.227707,0.131345,94.364899,358.358490,137.007065,0.941656,59.026321,345.992401,94.140587,0.936404,41.306396,346.098358,181.571838,0.954615,59.859066,350.780060,128.479858,0.976602,28.600767,339.464355,123.297951,0.951977,90.088936,204.729767,136.229950,0.000000,-2.043614,-4.458677,-4.252572,103.887352,184.500885,102.339111,0.198208,191.074402,134.732849,23.750000,0.875695,97.148613,190.261871,150.700668,0.979202,14.924481,198.011841,146.636215,0.964156,182.982529,180.095398,156.205078,0.889007,40.513210,229.999771,138.789902,0.865709,218.035385,154.187180,78.085396,0.914993,23.968884,153.855728,15.695706,0.000000,167.134018,239.454971,138.867676,0.932681,-0.795372,179.908386,72.321335,0.883615,190.970718,134.261719,23.870502,97.179588,190.337753,150.714951,14.854157,197.898666,146.689148,182.895477,180.038300,155.773483,40.242367,229.963455,139.252365,218.318848,154.361938,78.016708,,,,167.050613,239.671570,139.004150,-0.494537,180.118790,72.035034,94.458862,358.266663,136.814194,58.936844,346.124695,94.338585,41.137390,346.144257,181.524002,59.905178,350.844666,128.529480,28.719248,339.313324,123.290894
105,1.750000,75.916748,11.837380,52.120487,89.384567,205.323395,135.560120,0.139363,92.111992,358.979828,136.282379,0.942226,57.432045,346.234680,92.991142,0.939934,38.631786,346.214630,180.196548,0.962783,57.791943,351.050720,127.334656,0.967122,26.715071,339.419128,121.774788,0.955727,89.385368,205.315506,135.562378,0.000000,-2.090058,-4.402778,-4.621202,105.350685,184.747787,102.384140,0.175278,192.156586,134.394348,23.746029,0.876663,98.685234,190.567139,150.748871,0.989091,16.509764,198.845673,146.743042,0.960623,184.455933,179.849335,156.192749,0.900362,42.298294,230.665543,138.867615,0.876029,219.282898,153.691391,78.055237,0.914842,25.171875,154.591446,15.809804,0.000000,168.977432,239.304413,138.848343,0.934603,0.618227,180.820786,72.445557,0.897581,192.070023,133.920975,23.854725,98.712173,190.599686,150.759796,16.461767,198.699799,146.778046,184.445251,179.878708,155.795410,42.040829,230.616470,139.288574,219.585526,153.838684,78.002937,,,,168.920380,239.502197,139.009750,0.748351,181.082245,72.158279,92.230392,358.915344,136.094681,57.356190,346.356201,93.184006,38.490635,346.260132,180.183517,57.875504,351.107117,127.419098,26.730141,339.260193,121.698135
106,1.766667,75.580406,12.326157,52.955067,88.804306,205.909546,135.107300,0.140499,89.716270,359.588837,135.417313,0.942226,55.698387,346.316589,91.760696,0.939934,35.878799,346.314911,178.740097,0.962783,55.599060,351.231049,126.092018,0.967122,24.728403,339.218628,120.202927,0.955727,88.805161,205.901672,135.109573,0.000000,-2.054052,-4.362639,-5.035809,106.933189,184.964935,102.605057,0.189586,193.338257,134.077820,23.869127,0.876663,100.331062,190.775146,150.979568,0.989091,18.215925,199.652756,147.019958,0.960623,186.024277,179.430618,156.372757,0.900362,44.230587,231.294510,139.170654,0.876029,220.627060,153.113831,78.189018,0.914842,26.500628,155.491943,16.030788,0.000000,170.968872,239.016586,139.105377,0.934603,2.162047,181.831223,72.708321,0.897581,193.233749,133.594498,24.019152,100.352585,190.802475,150.979828,18.045483,199.492584,147.083450,186.028336,179.472794,155.952271,43.972523,231.210342,139.603516,220.930847,153.261383,78.113869,,,,170.891815,239.206619,139.221741,2.442816,182.151825,72.440910,89.825882,359.500580,135.217133,55.607880,346.448639,91.961266,35.727760,346.364655,178.710785,55.676785,351.313507,126.188683,24.782654,339.042725,120.135231
107,1.783333,75.213280,12.874765,53.525833,88.179977,206.369431,134.650116,0.143316,87.291405,360.048798,134.309464,0.938826,53.738373,346.195465,90.473991,0.935847,33.310196,346.325989,177.312408,0.959576,53.340599,351.252350,124.782463,0.962772,22.654705,338.853973,118.729813,0.950967,88.180916,206.361557,134.652435,0.000000,-2.000954,-4.279891,-5.450024,108.533356,185.142639,102.901138,0.174020,194.473679,133.746262,23.987555,0.870815,102.030785,190.929184,151.291946,0.991303,19.977600,200.408112,147.443390,0.939412,187.645752,178.955353,156.566208,0.894348,46.211876,231.871857,139.609451,0.872268,221.964157,152.503647,78.302696,0.913507,27.786694,156.381714,16.379782,0.000000,173.002686,238.674408,139.404266,0.941058,3.706947,182.813202,73.124916,0.874220,194.330414,133.236328,24.096218,102.065567,190.961899,151.322845,19.888069,200.212723,147.483749,187.641068,179.017914,156.168350,45.951595,231.770599,140.033173,222.257584,152.657211,78.258789,,,,172.911423,238.884109,139.529556,3.967801,183.161133,72.837776,87.387802,359.971008,134.095566,53.642799,346.310333,90.645691,33.115063,346.347992,177.253555,53.379326,351.303894,124.851578,22.810352,338.743225,118.761787
108,1.800000,74.814072,13.511863,54.205750,87.829041,206.755814,134.300858,0.142515,84.836395,360.405640,133.289703,0.938207,51.842079,345.908356,89.238922,0.943089,30.692753,346.122925,175.904312,0.948750,51.089783,351.103394,123.520775,0.976364,20.628155,338.259064,117.268555,0.951581,87.830063,206.747986,134.303207,0.000000,-1.981049,-4.225895,-5.804227,109.929207,185.296860,103.119263,0.169875,195.492294,133.432968,24.101667,0.864821,103.497696,191.084473,151.519455,0.985785,21.502010,201.074539,147.738419,0.945329,189.040665,178.576340,156.721573,0.899309,47.924999,232.381500,139.910645,0.873134,223.137802,151.975815,78.411789,0.916481,28.943195,157.106537,16.633787,0.000000,174.755386,238.398788,139.618317,0.934805,5.068779,183.640793,73.417717,0.869721,195.350433,132.945526,24.255180,103.547287,191.111267,151.569473,21.407232,200.865082,147.828827,189.047562,178.639038,156.300079,47.684322,232.261978,140.270767,223.429993,152.118240,78.359428,,,,174.658585,238.609024,139.744064,5.294227,184.015060,73.111763,84.938255,360.330872,133.061996,51.800007,346.035675,89.467941,30.545942,346.153320,175.866760,51.132984,351.164642,123.597153,20.671886,338.115234,117.228470
109,1.816667,74.537651,14.158579,54.749920,87.452690,207.137466,133.687469,0.136815,82.420502,360.730743,132.260330,0.938108,49.883835,345.684204,88.053581,0.939417,28.220154,345.834717,174.591980,0.963393,48.859230,350.954926,122.316833,0.966488,18.608913,337.690002,115.918503,0.960078,87.453804,207.129639,133.689850,0.000000,-1.982648,-4.215239,-6.096905,110.984085,185.483368,103.086693,0.171521,196.280991,133.211472,24.050138,0.862931,104.582596,191.286835,151.488953,0.983341,22.638865,201.696075,147.712280,0.936419,190.060730,178.340973,156.685822,0.897905,49.221050,232.870667,139.895096,0.888790,224.021133,151.594254,78.366432,0.914936,29.854670,157.736359,16.592279,0.000000,176.080429,238.241425,139.603546,0.933202,6.116338,184.372208,73.385689,0.862730,196.131592,132.698227,24.172028,104.616150,191.300064,151.544983,22.550934,201.478394,147.810043,190.079010,178.421127,156.285812,48.966503,232.745178,140.237640,224.321579,151.746918,78.319458,,,,175.989014,238.455734,139.734329,6.347282,184.768341,73.083641,82.515709,360.653961,132.045090,49.825268,345.796265,88.260315,28.080191,345.861237,174.558090,48.909752,351.034027,122.412537,18.661739,337.549042,115.865227
110,1.833333,74.357674,14.811452,55.278854,87.134911,207.413971,132.859848,0.110574,80.057442,360.925018,131.271301,0.937519,47.971245,345.409485,86.897736,0.947458,25.826567,345.338989,173.314392,0.956168,46.685726,350.693268,121.150177,0.959080,16.651525,337.019836,114.595581,0.954449,87.136116,207.406174,132.862244,0.000000,-2.048970,-4.247952,-6.279951,111.612946,185.666367,102.827202,0.172026,196.797852,133.051971,23.897179,0.856259,105.196877,191.534729,151.219727,0.982072,23.289091,202.199661,147.377380,0.928921,190.630081,178.323318,156.486969,0.893363,49.975101,233.282791,139.549698,0.887350,224.558990,151.397018,78.215477,0.913014,30.455074,158.096344,16.302876,0.000000,176.850998,238.251892,139.339981,0.930497,6.762467,184.859573,73.055489,0.856285,196.639755,132.518295,24.041302,105.240646,191.556976,151.272003,23.208244,201.953613,147.494690,190.654495,178.417526,156.071671,49.725353,233.164948,139.905762,224.864258,151.553207,78.156471,,,,176.755844,238.466873,139.488373,6.972855,185.269440,72.711678,80.203712,360.854034,131.081497,47.851616,345.496643,87.046936,25.654163,345.355652,173.287201,46.725807,350.800812,121.266861,16.757114,336.879608,114.546715
111,1.850000,74.085838,15.363847,55.858566,86.868896,207.630264,132.249405,0.123957,77.972023,361.042236,130.282806,0.940996,46.375271,345.052826,85.726601,0.950110,23.646585,344.896820,171.991394,0.959000,44.794209,350.391785,119.958115,0.963148,14.970437,336.347168,113.229874,0.963910,86.870178,207.622482,132.251831,0.000000,-2.150700,-4.343858,-6.343029,111.718483,185.815460,102.377541,0.171639,196.983749,132.979370,23.682789,0.856962,105.225662,191.772415,150.748978,0.982826,23.335688,202.515549,146.748245,0.928667,190.635971,178.481583,156.184998,0.895334,50.067280,233.557724,138.913727,0.888147,224.670898,151.387665,78.017448,0.911958,30.680328,158.182861,15.761040,0.000000,176.948441,238.395264,138.913040,0.933500,6.918356,185.066666,72.427589,0.856477,196.836548,132.440994,23.808733,105.270416,191.792831,150.796951,23.235401,202.274200,146.862762,190.670715,178.585648,155.780975,49.830254,233.426132,139.269653,224.982269,151.546417,77.974167,,,,176.842911,238.599045,139.047516,7.117499,185.490936,72.096046,78.087265,360.973450,130.088654,46.305820,345.145203,85.889305,23.495602,344.905884,171.928009,44.839516,350.490295,120.057961,15.030401,336.215942,113.224854
112,1.866667,73.680603,15.673140,56.440533,86.439697,207.743881,131.763016,0.138762,76.349243,361.070618,129.053452,0.929961,45.233482,344.639008,84.320007,0.940838,21.824152,344.675964,170.402740,0.961499,43.339275,350.113220,118.514244,0.965930,13.681404,335.803864,111.612679,0.968926,86.441025,207.736115,131.765488,0.000000,-2.242912,-4.482718,-6.301616,111.394516,185.910263,101.899261,0.176753,196.890839,133.012802,23.496941,0.856557,104.781044,191.942429,150.245041,0.979322,22.892193,202.612137,146.030396,0.928063,190.188828,178.730270,155.907608,0.890238,49.617287,233.663010,138.208176,0.883752,224.432831,151.534058,77.866982,0.911645,30.586458,158.067535,15.135191,0.000000,176.494125,238.603928,138.503128,0.936135,6.667055,185.026245,71.699844,0.853567,196.770859,132.470230,23.639908,104.837418,191.957733,150.303604,22.805511,202.366714,146.153107,190.220871,178.839813,155.483643,49.354843,233.526443,138.566910,224.746796,151.690186,77.822571,,,,176.390717,238.801514,138.627777,6.837115,185.472397,71.360573,76.468941,361.003510,128.809219,45.225075,344.725220,84.540230,21.674715,344.663849,170.367523,43.349197,350.226074,118.589981,13.709682,335.683929,111.596306
113,1.883333,73.060623,15.858980,56.962364,86.000595,207.831772,131.537247,0.162648,75.074570,361.071228,127.469864,0.929961,44.387115,344.092316,82.644997,0.940838,20.333544,344.713715,168.547714,0.961499,42.206196,349.840210,116.777214,0.965930,12.681261,335.306671,109.774925,0.968926,86.001938,207.824036,131.539795,0.000000,-2.299202,-4.639050,-6.241060,110.988235,185.934143,101.544685,0.173729,196.756058,133.052612,23.428656,0.856557,104.237984,192.010071,149.866074,0.979322,22.348427,202.580124,145.420288,0.928063,189.645508,178.903244,155.771957,0.890238,49.058411,233.653702,137.636642,0.883752,224.130463,151.663757,77.852615,0.911645,30.445784,157.905136,14.593818,0.000000,175.928192,238.742401,138.266861,0.936135,6.343335,184.896225,71.065247,0.853567,196.627670,132.512222,23.582737,104.276817,192.028488,149.916626,22.257595,202.321869,145.556046,189.678986,179.012222,155.352814,48.800232,233.502411,137.973602,224.451599,151.817413,77.801559,,,,175.828857,238.947327,138.388733,6.526596,185.360046,70.736198,75.165771,361.004425,127.177414,44.433300,344.157471,82.908142,20.199757,344.676147,168.513000,42.221149,349.979462,116.871040,12.662748,335.206909,109.745033
114,1.900000,72.396027,16.051193,57.248631,85.532753,207.856018,131.075867,0.118873,73.914993,360.993469,125.401497,0.921614,43.468403,343.415009,80.643570,0.931252,19.101866,344.802246,166.449020,0.964191,41.137627,349.501129,114.707146,0.957858,11.705533,334.759705,107.748688,0.973552,85.534134,207.848312,131.078491,0.000000,-2.285314,-4.800643,-6.236994,110.694237,185.945358,101.389404,0.173524,196.691330,133.098053,23.502655,0.855900,103.806854,192.008621,149.693039,0.983413,21.928205,202.564713,145.019211,0.923607,189.199829,178.916016,155.836243,0.891411,48.654266,233.645020,137.318146,0.887335,223.909027,151.701294,78.007858,0.910086,30.402035,157.922195,14.205523,0.000000,175.520859,238.756805,138.306732,0.935423,6.135739,184.895508,70.615250,0.850631,196.564911,132.532791,23.667093,103.883423,192.036942,149.765900,21.852518,202.226151,145.196960,189.244919,179.033554,155.416992,48.396309,233.499924,137.646469,224.226807,151.860138,77.976257,,,,175.409866,238.973755,138.402786,6.267346,185.422821,70.226685,74.041328,360.920959,125.208153,43.388466,343.495483,80.794312,18.953268,344.805206,166.408661,41.180283,349.626648,114.826454,11.765118,334.623383,107.712418
115,1.916667,71.503052,16.265343,57.642071,85.275917,207.867035,131.042786,0.131515,72.835938,360.844849,123.213898,0.939481,42.718552,342.485413,78.546852,0.952838,17.903023,344.907349,164.200546,0.961499,40.178535,349.023102,112.511658,0.955408,10.865114,334.022461,105.606392,0.961718,85.277328,207.859375,131.045517,0.000000,-2.230021,-4.953286,-6.265254,110.553566,185.921906,101.415993,0.177701,196.738876,133.119690,23.706898,0.849471,103.539001,191.939224,149.707062,0.972643,21.677240,202.531738,144.824356,0.902546,188.910172,178.807358,156.065994,0.890570,48.435844,233.609421,137.226303,0.889492,223.817459,151.657547,78.303589,0.910828,30.484669,158.017609,13.988950,0.000000,175.301254,238.671036,138.560196,0.934518,6.077580,184.943527,70.360558,0.832973,196.604156,132.533936,23.887512,103.621017,191.966385,149.790207,21.595358,202.202240,145.022156,188.986954,178.949524,155.652039,48.169693,233.400299,137.565796,224.147354,151.820007,78.266678,,,,175.191940,238.892624,138.645050,6.180899,185.514481,69.925468,72.971947,360.782593,123.004982,42.631218,342.576721,78.724716,17.735403,344.904449,164.161087,40.236641,349.122864,112.610489,10.925986,333.896515,105.578087
116,1.933333,70.516335,16.506178,58.076954,85.193184,207.867844,131.204071,0.130643,71.833107,360.627838,120.998672,0.935767,42.081074,341.405823,76.449829,0.945458,16.774460,344.959015,161.920181,0.956947,39.310917,348.437897,110.297653,0.962007,10.131500,333.148132,103.459404,0.964321,85.194626,207.860245,131.206924,0.000000,-2.152164,-5.080315,-6.319830,110.539604,185.893097,101.549171,0.189677,196.854202,133.128403,23.958155,0.843100,103.421486,191.846878,149.832962,0.970020,21.580093,202.517227,144.781296,0.901770,188.766754,178.632019,156.365112,0.888904,48.382492,233.582672,137.288345,0.880152,223.825699,151.564117,78.642365,0.907603,30.643814,158.184113,13.901934,0.000000,175.248917,238.532639,138.915115,0.934685,6.133028,185.049866,70.257248,0.818692,196.719101,132.518661,24.157930,103.510658,191.860672,149.941010,21.506359,202.154953,145.001129,188.871887,178.810669,155.947098,48.104675,233.345200,137.658875,224.164627,151.714920,78.607391,,,,175.137909,238.765671,138.976044,6.197963,185.688324,69.746880,71.972504,360.590546,120.802292,41.979206,341.515625,76.606689,16.600634,344.964996,161.876511,39.410557,348.479309,110.404282,10.168140,333.028046,103.435928
117,1.950000,69.595589,16.647285,58.444256,84.977524,207.840195,131.297806,0.148569,71.000008,360.378571,118.851044,0.936856,41.554005,340.392517,74.435272,0.945414,15.807867,345.049011,159.721176,0.952418,38.585014,347.893188,108.165459,0.944410,9.507113,332.378021,101.402786,0.968065,84.978981,207.832642,131.300797,0.000000,-2.331873,-5.028385,-6.177994,110.597008,185.602356,101.889137,0.186473,196.962082,132.787201,24.388685,0.919694,103.512627,191.700836,150.159836,0.977040,21.640547,202.155533,145.154755,0.959781,188.896240,178.715118,156.650391,0.897243,48.359886,233.260605,137.530716,0.919518,223.943268,151.471710,78.983620,0.912493,30.681341,157.405563,14.415741,0.000000,175.215454,238.523865,139.013214,0.917085,6.161600,184.400742,70.705284,0.000000,196.923141,132.473816,24.447489,103.532951,191.772339,150.105911,21.541300,202.153625,145.028152,188.863937,178.635635,156.248413,48.188671,233.354370,137.786697,224.266998,151.596252,78.936729,,,,175.213181,238.628723,139.327850,,,,71.115181,360.333679,118.630783,41.444408,340.498505,74.591576,15.624122,345.047180,159.671585,38.742901,347.956543,108.308640,9.527508,332.255463,101.373184
118,1.966667,68.781738,16.653215,58.946125,84.576355,207.779221,131.305771,0.147370,70.234138,360.117371,116.965729,0.936044,41.197342,339.521942,72.558922,0.945214,14.770590,345.094025,157.581345,0.951658,37.941765,347.406799,106.174858,0.941227,8.964851,331.722961,99.367973,0.962370,84.577812,207.771698,131.308838,0.000000,-2.291442,-5.080830,-6.269103,110.909599,185.600281,102.042740,0.177243,197.268784,132.717163,24.582117,0.921470,103.787392,191.668915,150.311615,0.974309,21.936522,202.254395,145.235336,0.963227,189.144440,178.545746,156.874664,0.899709,48.711334,233.324554,137.663757,0.922219,224.225311,151.313812,79.219185,0.913932,31.036169,157.601028,14.467419,0.000000,175.573364,238.390411,139.274780,0.917377,6.503068,184.586487,70.755791,0.000000,197.219406,132.409729,24.623594,103.799316,191.746811,150.245667,21.850409,202.234818,145.117706,189.098221,178.462936,156.484879,48.552994,233.419769,137.914093,224.547806,151.431396,79.192444,,,,175.579102,238.509521,139.583008,,,,70.345627,360.047821,116.746208,41.081142,339.642731,72.700096,14.588397,345.101990,157.517105,38.088287,347.491058,106.338264,9.005404,331.579498,99.347008
119,1.983333,68.077606,16.651207,59.508945,84.021255,207.782593,131.109131,0.119957,69.289833,359.927612,115.199211,0.937847,40.713997,338.812439,70.737541,0.949258,13.522975,345.096832,155.468796,0.960734,37.136688,347.003571,104.247360,0.963484,8.273930,331.155670,97.336357,0.963019,84.022705,207.775116,131.112289,0.000000,-2.282693,-5.087883,-6.443367,111.544212,185.649567,102.187691,0.180126,197.762131,132.538376,24.725742,0.915367,104.428581,191.719345,150.457397,0.976661,22.611313,202.554306,145.365677,0.960674,189.743973,178.335495,157.035660,0.896107,49.481762,233.546570,137.813751,0.921187,224.761398,151.030426,79.377213,0.909017,31.607941,157.928787,14.581121,0.000000,176.358109,238.228317,139.457764,0.915073,7.142745,184.964523,70.874916,0.000000,197.694824,132.210663,24.777431,104.441383,191.787842,150.395279,22.527884,202.551987,145.232330,189.709244,178.239792,156.632751,49.315666,233.632370,138.067581,225.090744,151.183167,79.351837,,,,176.367523,238.346909,139.775955,,,,69.430092,359.849609,115.009346,40.636818,338.911499,70.896996,13.370463,345.094055,155.431351,37.163643,347.118378,104.333557,8.336413,331.022827,97.318077
