Fpz,Fz,Cz,Pz,Oz
0.0161463600933547,0.0711440022775602,0.0719843058520294,0.0682661231642517,-0.0267424735579872
-0.0502999972529291,-0.0929176324400667,-0.0962888951054499,-0.104205201501283,-0.0928990457072354
-0.0539282571515475,-0.142794937141558,-0.148245476838378,-0.155477441287243,-0.16560087612762
