Format Version,1.23,Take Name,static_specs_001,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2021-09-08 01.49.09.538 PM,Total Frames in Take,92,Total Exported Frames,92,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.100000,11.117752,5.347035,2.721885,117.384453,135.576309,182.872864,0.710562,130.137497,72.372169,211.942184,0.742021,39.805336,149.070236,163.421341,0.728975,118.510979,160.848618,187.980560,0.607468,181.084000,160.014206,168.147385,0.839494,130.592163,71.697769,212.577881,39.349438,150.050476,163.383011,118.188339,159.626160,187.052765,181.287292,160.616577,168.238785,109.265137,236.766602,120.694862,42.171253,186.243561,18.069933,44.080948,215.876129,74.196480,104.332062,244.277008,66.398872,159.320755,215.558701,63.318001,63.345760,136.229431,-9.982177,97.550430,204.876892,-3.284420,28.022694,138.735474,35.344997,140.773438,183.864792,160.553772,85.965263,183.734711,167.865616,114.979782,186.302872,167.684952,175.368134,165.806259,119.428001,25.141891,153.488525,90.448395,92.540649,140.855423,-18.802023,46.688732,167.484650,140.791748,159.965393,217.558716,110.826546,120.883492,139.134201,-14.415815,56.056789,212.452179,128.333603,163.686310,146.162079,17.042418,179.811722,157.785690,63.224339,143.236633,188.745773,3.730148
7,0.116667,11.117304,5.345589,2.723531,117.384453,135.577774,182.874115,0.710773,130.138092,72.374077,211.944153,0.742769,39.805607,149.069794,163.420166,0.729139,118.510239,160.850143,187.981720,0.606866,181.083893,160.017090,168.150421,0.839501,130.591537,71.702606,212.578339,39.347885,150.051010,163.380966,118.189934,159.621780,187.053604,181.286804,160.619308,168.241669,109.269958,236.763916,120.693466,42.170704,186.242050,18.071665,44.082039,215.879684,74.196434,104.332695,244.279816,66.401230,159.321060,215.568863,63.297600,63.344940,136.226944,-9.983118,97.551224,204.876328,-3.281805,28.024054,138.738968,35.346531,140.772675,183.860275,160.553146,85.968399,183.729309,167.864029,114.977715,186.300720,167.684601,175.370270,165.810638,119.428688,25.144257,153.488235,90.446060,92.537567,140.855423,-18.800159,46.689915,167.485092,140.786972,159.954865,217.559128,110.821449,120.887444,139.135498,-14.416591,56.056454,212.454788,128.335236,163.686172,146.164505,17.042309,179.812729,157.782211,63.228348,143.242355,188.697372,3.761027
8,0.133333,11.118420,5.345433,2.722366,117.385208,135.573685,182.874512,0.711371,130.137589,72.369217,211.943420,0.742769,39.806599,149.067627,163.420914,0.729139,118.511513,160.845932,187.982574,0.606866,181.085129,160.011963,168.151184,0.839501,130.592682,71.693741,212.580353,39.351101,150.050049,163.381638,118.188728,159.619858,187.054474,181.287308,160.614792,168.241730,109.266479,236.763031,120.694122,42.173687,186.238785,18.068127,44.081768,215.877945,74.197159,104.333397,244.278976,66.401970,159.316422,215.556519,63.315994,63.343891,136.231293,-9.982594,97.551575,204.876831,-3.284246,28.021206,138.739975,35.344997,140.769379,183.868729,160.543686,85.963791,183.734177,167.867142,114.979736,186.302567,167.683426,175.368469,165.805923,119.427559,25.149515,153.483734,90.448219,92.540817,140.851624,-18.800327,46.688904,167.480179,140.788589,159.955994,217.558746,110.822067,120.885925,139.134048,-14.412374,56.056465,212.454819,128.334030,163.685379,146.168304,17.039698,179.813766,157.778763,63.226662,143.243820,188.700378,3.766837
9,0.150000,11.116942,5.345014,2.723252,117.384972,135.577423,182.873856,0.711728,130.137924,72.373848,211.944427,0.742218,39.806381,149.069824,163.419144,0.728487,118.510872,160.849808,187.981308,0.607425,181.084686,160.016205,168.150574,0.839792,130.593658,71.701187,212.579300,39.348671,150.053925,163.379425,118.187630,159.623611,187.055145,181.287735,160.617157,168.241669,109.269447,236.762939,120.691704,42.170883,186.243805,18.067797,44.081596,215.877533,74.197227,104.330208,244.280746,66.399437,159.319992,215.563766,63.318817,63.344986,136.230743,-9.980685,97.551071,204.876312,-3.284506,28.026937,138.735107,35.343819,140.771545,183.872742,160.544876,85.968071,183.734543,167.865997,114.977554,186.302475,167.683548,175.368088,165.808914,119.429138,25.145609,153.488327,90.447006,92.536690,140.852432,-18.800821,46.687283,167.482452,140.786026,159.955673,217.559616,110.823761,120.885178,139.136246,-14.412149,56.054794,212.446533,128.339218,163.683594,146.166031,17.041624,179.809875,157.781723,63.228115,143.243317,188.695663,3.766049
10,0.166667,11.115951,5.345312,2.722354,117.385994,135.574036,182.875534,0.712362,130.138275,72.370819,211.947189,0.742218,39.807430,149.067200,163.421188,0.728487,118.512299,160.846512,187.982498,0.607425,181.085938,160.011642,168.151276,0.839792,130.592682,71.698883,212.581192,39.348259,150.048904,163.382431,118.188812,159.621735,187.055481,181.291733,160.613007,168.242767,109.270790,236.759659,120.691475,42.172539,186.241470,18.070305,44.082859,215.876465,74.197807,104.335236,244.281128,66.402107,159.322769,215.555618,63.315899,63.344418,136.229233,-9.983556,97.551117,204.878128,-3.282488,28.025217,138.735474,35.344738,140.772720,183.866989,160.542953,85.968643,183.734116,167.865677,114.980278,186.298813,167.684052,175.368637,165.807938,119.429810,25.147902,153.488998,90.447586,92.543503,140.849640,-18.798424,46.691872,167.482285,140.787079,159.966721,217.558777,110.828331,120.884621,139.133682,-14.413089,56.057743,212.452011,128.337143,163.683060,146.162643,17.041145,179.814468,157.780350,63.230461,143.236420,188.746521,3.727093
11,0.183333,11.118844,5.346555,2.722150,117.386047,135.574661,182.876083,0.711699,130.139023,72.369995,211.944275,0.741826,39.807068,149.068726,163.424118,0.729330,118.512451,160.846863,187.984283,0.606618,181.085678,160.013031,168.151642,0.839236,130.592850,71.695282,212.580887,39.351524,150.050125,163.384781,118.190361,159.618103,187.055618,181.288162,160.616684,168.241821,109.268570,236.765198,120.697342,42.170395,186.243073,18.070335,44.081326,215.878723,74.199860,104.334869,244.279129,66.401619,159.322128,215.570618,63.298344,63.345619,136.229111,-9.982993,97.551689,204.876572,-3.283615,28.025429,138.739471,35.348507,140.772949,183.869156,160.544205,85.968452,183.733398,167.867126,114.982849,186.301758,167.686707,175.366516,165.807877,119.431465,25.148525,153.488495,90.447411,92.538757,140.855759,-18.800529,46.692505,167.481293,140.788254,159.963028,217.559052,110.827003,120.887283,139.132950,-14.411911,56.056953,212.453552,128.335266,163.688492,146.169235,17.037600,179.809692,157.777740,63.228123,143.233948,188.745621,3.730519
12,0.200000,11.112587,5.343647,2.722063,117.384735,135.575821,182.878342,0.711925,130.135544,72.374191,211.954086,0.741826,39.806866,149.068634,163.421066,0.729330,118.511162,160.848572,187.983841,0.606618,181.085342,160.011871,168.154404,0.839236,130.588165,71.695984,212.593094,39.350666,150.049759,163.381653,118.191750,159.622040,187.056793,181.288773,160.618149,168.243469,109.270828,236.763092,120.694145,42.172699,186.243393,18.071894,44.089428,215.884430,74.193550,104.332527,244.280914,66.403526,159.321060,215.559967,63.318932,63.345886,136.230621,-9.980861,97.553131,204.876144,-3.283356,28.025942,138.739792,35.347622,140.775726,183.861221,160.555084,85.965889,183.734299,167.868347,114.980980,186.300934,167.685471,175.369705,165.807907,119.430237,25.145420,153.489044,90.448631,92.540901,140.855286,-18.801212,46.691109,167.479324,140.788834,159.964523,217.557709,110.827301,120.886688,139.133041,-14.412061,56.057552,212.453201,128.335419,163.686371,146.165482,17.037451,179.811096,157.774216,63.229294,143.264572,188.729095,3.725940
13,0.216667,11.118748,5.345726,2.721191,117.387642,135.574509,182.874512,0.712659,130.139084,72.369682,211.943054,0.742261,39.809132,149.069992,163.421661,0.728622,118.514473,160.846710,187.982666,0.606581,181.087891,160.011612,168.150711,0.839576,130.594162,71.696823,212.577896,39.349964,150.052841,163.382996,118.190460,159.619598,187.052231,181.292862,160.612732,168.242477,109.269386,236.758911,120.692017,42.172764,186.243042,18.069626,44.081924,215.878189,74.197243,104.333771,244.279816,66.400314,159.320480,215.552353,63.315891,63.346527,136.232056,-9.983044,97.553604,204.877991,-3.283943,28.023367,138.736801,35.345608,140.772903,183.864792,160.545334,85.969109,183.730759,167.867874,114.981216,186.296616,167.685242,175.370331,165.808792,119.429604,25.147131,153.487198,90.449799,92.541817,140.854263,-18.802158,46.688477,167.480911,140.791321,159.954498,217.559540,110.822464,120.885963,139.134628,-14.410749,56.057087,212.453873,128.336960,163.681641,146.169296,17.041811,179.814453,157.783707,63.227089,143.248703,188.700363,3.769318
14,0.233333,11.119026,5.347173,2.720454,117.384521,135.577164,182.873306,0.713211,130.136261,72.372147,211.941269,0.742261,39.805599,149.073318,163.422607,0.728622,118.511681,160.849335,187.981522,0.606581,181.084549,160.013840,168.147858,0.839576,130.592361,71.696312,212.577850,39.345776,150.058533,163.383377,118.187828,159.626068,187.055145,181.290009,160.615570,168.238739,109.269188,236.762497,120.690887,42.171165,186.242538,18.068302,44.081100,215.877350,74.196922,104.333008,244.281937,66.402008,159.323181,215.569031,63.295929,63.345181,136.229843,-9.982537,97.551186,204.876480,-3.285335,28.023478,138.738144,35.344471,140.771790,183.867371,160.540344,85.965958,183.734619,167.865738,114.981964,186.298630,167.682816,175.368042,165.807861,119.428093,25.144417,153.488480,90.445831,92.539246,140.851669,-18.800718,46.689938,167.480743,140.787537,159.954132,217.559525,110.821098,120.884674,139.135986,-14.415309,56.057178,212.449997,128.334274,163.688919,146.168259,17.038002,179.815063,157.778458,63.231297,143.261459,188.727615,3.725348
15,0.250000,11.116489,5.346483,2.722502,117.384850,135.577209,182.873611,0.712540,130.138107,72.373787,211.944397,0.742193,39.805828,149.070038,163.420914,0.728541,118.511093,160.849625,187.980804,0.607363,181.084366,160.015366,168.148346,0.839502,130.593063,71.700699,212.579544,39.347538,150.053619,163.381256,118.187851,159.622971,187.054825,181.288651,160.617203,168.238953,109.269432,236.763489,120.693832,42.169498,186.245758,18.069082,44.081337,215.877930,74.197052,104.332611,244.279129,66.400879,159.320313,215.552078,63.314564,63.343414,136.228195,-9.981637,97.551750,204.874832,-3.284868,28.023966,138.737396,35.346046,140.770233,183.869827,160.543259,85.966217,183.733307,167.863602,114.978020,186.301651,167.684158,175.367477,165.805679,119.427734,25.142260,153.493668,90.447464,92.541153,140.850327,-18.803074,46.690075,167.485367,140.787857,159.951675,217.559860,110.824562,120.887482,139.134613,-14.417187,56.056911,212.456970,128.332886,163.686996,146.163849,17.035038,179.813095,157.781754,63.228725,143.239227,188.746780,3.731439
