Format Version,1.23,Take Name,pinkhead_circum_005,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.14.46.665 AM,Total Frames in Take,476,Total Exported Frames,476,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
105,1.750000,0.004267,-0.069515,0.949966,0.304491,-0.024252,0.148433,0.174754,0.000216,-0.145626,0.193154,0.247597,0.977410,-0.146126,0.237291,0.212536,0.949472,-0.024255,0.148433,0.174752,0.000000,-0.165552,0.170948,0.226922,0.958059,-0.123596,0.213939,0.263052,0.974092,-0.134162,0.174174,0.274043,0.924642,,,,-0.145563,0.193175,0.247536,-0.146104,0.237455,0.212420,,,,-0.165692,0.170893,0.226846,-0.123694,0.213907,0.263063,-0.134010,0.174075,0.274284
106,1.766667,-0.002848,-0.071514,0.950750,0.301583,-0.024768,0.148178,0.173779,0.000242,-0.147454,0.192333,0.244746,0.977410,-0.147643,0.236447,0.209653,0.949472,-0.024771,0.148178,0.173777,0.000000,-0.166953,0.170016,0.223787,0.958059,-0.125764,0.213237,0.260519,0.974092,-0.136296,0.173427,0.271375,0.924642,,,,-0.147354,0.192380,0.244680,-0.147626,0.236626,0.209552,,,,-0.167123,0.169904,0.223683,-0.125840,0.213197,0.260536,-0.136167,0.173352,0.271629
107,1.783333,-0.008385,-0.073317,0.951196,0.299636,-0.025518,0.147789,0.172572,0.000301,-0.149179,0.191551,0.242075,0.967897,-0.149092,0.235664,0.206982,0.948358,-0.025521,0.147789,0.172570,0.000000,-0.168357,0.169172,0.220886,0.943008,-0.127746,0.212523,0.258105,0.978032,-0.138279,0.172679,0.268835,0.926475,,,,-0.149073,0.191630,0.242025,-0.149050,0.235930,0.206834,,,,-0.168541,0.169005,0.220801,-0.127867,0.212441,0.258113,-0.138121,0.172583,0.269109
108,1.800000,-0.012202,-0.074862,0.951614,0.297789,-0.026296,0.147432,0.171045,0.000264,-0.150681,0.190754,0.239524,0.964571,-0.150439,0.234888,0.204457,0.923315,-0.026299,0.147431,0.171043,0.000000,-0.169606,0.168325,0.218161,0.934339,-0.129451,0.211786,0.255746,0.963365,-0.139946,0.171902,0.266365,0.917270,,,,-0.150562,0.190823,0.239442,-0.150439,0.235102,0.204309,,,,-0.169754,0.168239,0.218077,-0.129561,0.211668,0.255768,-0.139806,0.171824,0.266657
109,1.816667,-0.018866,-0.076125,0.952263,0.295032,-0.026749,0.147072,0.169936,0.000236,-0.152270,0.189928,0.236612,0.971069,-0.151749,0.234002,0.201474,0.932375,-0.026752,0.147071,0.169934,0.000000,-0.170793,0.167374,0.215029,0.960125,-0.131365,0.211086,0.253089,0.958551,-0.141820,0.171172,0.263632,0.914179,,,,-0.152206,0.189884,0.236526,-0.151727,0.234221,0.201317,,,,-0.170931,0.167347,0.214953,-0.131493,0.210985,0.253118,-0.141641,0.171125,0.263921
110,1.833333,-0.023076,-0.077608,0.952542,0.293441,-0.027543,0.146560,0.168368,0.000248,-0.153779,0.189072,0.233906,0.966869,-0.153052,0.233156,0.198785,0.928933,-0.027547,0.146559,0.168366,0.000000,-0.172046,0.166475,0.212150,0.950705,-0.133080,0.210281,0.250578,0.968925,-0.143527,0.170336,0.261016,0.920975,,,,-0.153689,0.189027,0.233820,-0.153023,0.233395,0.198632,,,,-0.172210,0.166396,0.212076,-0.133186,0.210231,0.250621,-0.143376,0.170272,0.261287
111,1.850000,-0.031046,-0.078904,0.953250,0.290042,-0.027975,0.146234,0.167494,0.000249,-0.155511,0.188181,0.230841,0.972360,-0.154458,0.232184,0.195625,0.935353,-0.027978,0.146234,0.167492,0.000000,-0.173289,0.165428,0.208844,0.954530,-0.135211,0.209549,0.247797,0.959531,-0.145600,0.169571,0.258163,0.921663,,,,-0.155422,0.188207,0.230781,-0.154438,0.232396,0.195479,,,,-0.173430,0.165351,0.208759,-0.135327,0.209438,0.247817,-0.145452,0.169520,0.258434
112,1.866667,-0.035709,-0.080784,0.953563,0.287952,-0.028769,0.145807,0.166116,0.000291,-0.157099,0.187256,0.228176,0.965626,-0.155839,0.231287,0.193002,0.926077,-0.028773,0.145807,0.166114,0.000000,-0.174568,0.164455,0.205982,0.939879,-0.137050,0.208683,0.245354,0.963656,-0.147403,0.168661,0.255586,0.916226,,,,-0.156992,0.187321,0.228120,-0.155813,0.231538,0.192848,,,,-0.174735,0.164315,0.205881,-0.137157,0.208587,0.245373,-0.147262,0.168581,0.255879
113,1.883333,-0.039347,-0.081820,0.953900,0.286064,-0.029423,0.145377,0.164549,0.000264,-0.158369,0.186423,0.225591,0.965626,-0.156979,0.230448,0.190414,0.926077,-0.029426,0.145377,0.164547,0.000000,-0.175589,0.163559,0.203268,0.939879,-0.138525,0.207921,0.242918,0.963656,-0.148827,0.167868,0.253082,0.916226,,,,-0.158293,0.186467,0.225536,-0.156946,0.230665,0.190264,,,,-0.175738,0.163468,0.203172,-0.138653,0.207798,0.242942,-0.148659,0.167820,0.253360
114,1.900000,-0.044989,-0.084195,0.954053,0.284025,-0.030047,0.144911,0.163378,0.000265,-0.159876,0.185470,0.222855,0.974088,-0.158191,0.229540,0.187747,0.933454,-0.030051,0.144911,0.163375,0.000000,-0.176742,0.162576,0.200295,0.950325,-0.140319,0.207013,0.240452,0.955248,-0.150616,0.166915,0.250442,0.917841,,,,-0.159785,0.185521,0.222808,-0.158171,0.229759,0.187602,,,,-0.176880,0.162487,0.200189,-0.140437,0.206875,0.240456,-0.150471,0.166872,0.250734
115,1.916667,-0.047944,-0.085353,0.954091,0.283066,-0.030680,0.144355,0.161747,0.000280,-0.160948,0.184698,0.220402,0.971418,-0.159101,0.228786,0.185325,0.934248,-0.030683,0.144354,0.161745,0.000000,-0.177635,0.161789,0.197724,0.951282,-0.141537,0.206261,0.238135,0.954688,-0.151840,0.166144,0.248041,0.917724,,,,-0.160824,0.184810,0.220372,-0.159077,0.228997,0.185175,,,,-0.177787,0.161678,0.197621,-0.141677,0.206117,0.238140,-0.151696,0.166078,0.248319
116,1.933333,-0.053902,-0.087186,0.954126,0.281314,-0.031281,0.143800,0.160517,0.000280,-0.162385,0.183816,0.217511,0.957677,-0.160204,0.227907,0.182457,0.934939,-0.031285,0.143799,0.160515,0.000000,-0.178726,0.160865,0.194624,0.946464,-0.143255,0.205429,0.235486,0.949610,-0.153582,0.165287,0.245263,0.919860,,,,-0.162285,0.183889,0.217460,-0.160176,0.228121,0.182309,,,,-0.178879,0.160767,0.194505,-0.143391,0.205277,0.235503,-0.153421,0.165249,0.245564
117,1.950000,-0.055122,-0.088136,0.953949,0.281380,-0.032032,0.143180,0.158480,0.000259,-0.163286,0.183175,0.215144,0.964245,-0.160989,0.227305,0.180148,0.938693,-0.032035,0.143180,0.158478,0.000000,-0.179568,0.160255,0.192184,0.959533,-0.144200,0.204760,0.233200,0.939186,-0.154569,0.164610,0.242901,0.913027,,,,-0.163161,0.183209,0.215083,-0.160966,0.227501,0.180001,,,,-0.179701,0.160231,0.192095,-0.144375,0.204591,0.233190,-0.154407,0.164573,0.243207
118,1.966667,-0.062525,-0.088740,0.954180,0.278850,-0.032333,0.142625,0.157475,0.000273,-0.164563,0.182315,0.212045,0.958399,-0.161909,0.226338,0.176938,0.941578,-0.032336,0.142625,0.157473,0.000000,-0.180416,0.159259,0.188922,0.952019,-0.145828,0.204031,0.230310,0.938204,-0.156191,0.163875,0.239990,0.915321,,,,-0.164445,0.182426,0.212004,-0.161892,0.226517,0.176788,,,,-0.180553,0.159195,0.188804,-0.145983,0.203839,0.230320,-0.156034,0.163843,0.240288
119,1.983333,-0.064130,-0.089947,0.954004,0.278698,-0.033143,0.141995,0.155544,0.000267,-0.165580,0.181600,0.209670,0.961870,-0.162796,0.225673,0.174636,0.941334,-0.033146,0.141995,0.155542,0.000000,-0.181345,0.158576,0.186454,0.947802,-0.146916,0.203292,0.228036,0.955456,-0.157314,0.163121,0.237620,0.916242,,,,-0.165477,0.181696,0.209612,-0.162787,0.225869,0.174507,,,,-0.181477,0.158475,0.186328,-0.147017,0.203145,0.228040,-0.157194,0.163077,0.237930
120,2.000000,-0.068882,-0.089042,0.954385,0.276542,-0.033462,0.141442,0.154142,0.000291,-0.166508,0.180854,0.206899,0.963004,-0.163558,0.224771,0.171683,0.938487,-0.033465,0.141441,0.154140,0.000000,-0.181988,0.157668,0.183654,0.936374,-0.148080,0.202694,0.225328,0.942052,-0.158429,0.162534,0.235009,0.909488,,,,-0.166395,0.180935,0.206848,-0.163515,0.224983,0.171567,,,,-0.182158,0.157546,0.183509,-0.148236,0.202523,0.225321,-0.158259,0.162535,0.235329
121,2.016667,-0.072965,-0.091892,0.954269,0.274958,-0.034135,0.141084,0.152718,0.000272,-0.167788,0.179991,0.204303,0.963004,-0.164614,0.224020,0.169248,0.938487,-0.034138,0.141084,0.152716,0.000000,-0.182982,0.156834,0.180840,0.936374,-0.149597,0.201824,0.222974,0.942052,-0.159933,0.161608,0.232435,0.909488,,,,-0.167698,0.180066,0.204277,-0.164592,0.224219,0.169077,,,,-0.183095,0.156792,0.180736,-0.149746,0.201641,0.222970,-0.159782,0.161558,0.232740
122,2.033333,-0.071399,-0.091304,0.954324,0.275375,-0.034672,0.140463,0.150329,0.000266,-0.168127,0.179455,0.202360,0.969964,-0.165048,0.223476,0.167285,0.934224,-0.034675,0.140462,0.150327,0.000000,-0.183414,0.156302,0.178953,0.960010,-0.149861,0.201282,0.220965,0.941073,-0.160187,0.161074,0.230469,0.914067,,,,-0.167987,0.179490,0.202292,-0.164990,0.223687,0.167130,,,,-0.183589,0.156238,0.178874,-0.150070,0.201131,0.220988,-0.160001,0.161042,0.230748
123,2.050000,-0.081028,-0.092917,0.954462,0.271667,-0.034830,0.140200,0.149713,0.000282,-0.169512,0.178579,0.198964,0.960085,-0.165981,0.222521,0.163833,0.932848,-0.034833,0.140200,0.149711,0.000000,-0.184199,0.155277,0.175324,0.949448,-0.151743,0.200559,0.217867,0.935176,-0.162031,0.160319,0.227278,0.915831,,,,-0.169351,0.178690,0.198940,-0.165947,0.222678,0.163642,,,,-0.184341,0.155282,0.175242,-0.151978,0.200354,0.217878,-0.161850,0.160251,0.227564
124,2.066667,-0.076400,-0.091900,0.954418,0.273502,-0.035641,0.139562,0.146638,0.000280,-0.169729,0.178278,0.197230,0.951577,-0.166415,0.222240,0.162104,0.941112,-0.035645,0.139561,0.146636,0.000000,-0.184711,0.155038,0.173713,0.957837,-0.151714,0.200190,0.215978,0.920021,-0.162025,0.159972,0.225454,0.914100,,,,-0.169577,0.178385,0.197175,-0.166397,0.222388,0.161922,,,,-0.184850,0.155039,0.173618,-0.151926,0.199954,0.216020,-0.161843,0.159951,0.225745
125,2.083333,-0.083364,-0.089571,0.954556,0.271754,-0.035630,0.138930,0.145560,0.000303,-0.170398,0.177830,0.194164,0.949399,-0.166726,0.221498,0.158707,0.938463,-0.035633,0.138929,0.145557,0.000000,-0.185049,0.154363,0.170664,0.941420,-0.152653,0.199935,0.212944,0.913650,-0.163010,0.159780,0.222636,0.904679,,,,-0.170220,0.177918,0.194121,-0.166669,0.221670,0.158540,,,,-0.185243,0.154326,0.170539,-0.152916,0.199713,0.212969,-0.162788,0.159781,0.222946
126,2.100000,-0.087804,-0.093034,0.954489,0.269419,-0.036157,0.138832,0.144058,0.000294,-0.171604,0.176982,0.191352,0.953277,-0.167735,0.220800,0.156102,0.933871,-0.036160,0.138831,0.144056,0.000000,-0.185902,0.153544,0.167606,0.949099,-0.154157,0.199089,0.210406,0.905752,-0.164448,0.158853,0.219834,0.901790,,,,-0.171425,0.176970,0.191300,-0.167685,0.220974,0.155909,,,,-0.186071,0.153604,0.167511,-0.154443,0.198844,0.210427,-0.164221,0.158876,0.220153
127,2.116667,-0.083763,-0.089962,0.954465,0.271823,-0.036449,0.137955,0.141117,0.000270,-0.171256,0.176854,0.189611,0.956695,-0.167542,0.220540,0.154182,0.939445,-0.036452,0.137954,0.141115,0.000000,-0.185889,0.153403,0.166084,0.953343,-0.153526,0.198945,0.208421,0.920086,-0.163900,0.158786,0.218081,0.912025,,,,-0.171087,0.176865,0.189576,-0.167507,0.220699,0.154003,,,,-0.186043,0.153441,0.165985,-0.153768,0.198737,0.208439,-0.163709,0.158786,0.218376
128,2.133333,-0.096739,-0.091306,0.955051,0.264919,-0.035704,0.138480,0.141440,0.000296,-0.172188,0.176102,0.186099,0.956695,-0.168025,0.219629,0.150524,0.939445,-0.035707,0.138479,0.141438,0.000000,-0.185922,0.152353,0.162330,0.953343,-0.155217,0.198500,0.205244,0.920086,-0.165390,0.158279,0.214861,0.912025,,,,-0.172150,0.176135,0.186083,-0.168027,0.219869,0.150340,,,,,,,-0.155319,0.198238,0.205187,-0.165325,0.158268,0.215118
129,2.150000,-0.098167,-0.091428,0.954807,0.265233,-0.036033,0.138030,0.139477,0.000320,-0.172605,0.175803,0.183741,0.986746,-0.168300,0.219311,0.148159,0.924435,-0.036036,0.138030,0.139475,0.000000,-0.186295,0.152057,0.159944,0.000000,-0.155666,0.198193,0.202923,0.928305,-0.165904,0.157986,0.212529,0.933654,,,,-0.172571,0.175849,0.183742,-0.168288,0.219569,0.147972,,,,,,,-0.155797,0.197899,0.202833,-0.165819,0.157976,0.212805
130,2.166667,-0.100352,-0.086326,0.954298,0.267943,-0.036074,0.136855,0.137403,0.000320,-0.172430,0.176014,0.181125,0.985643,-0.167790,0.219124,0.145103,0.920270,-0.036077,0.136854,0.137400,0.000000,-0.186257,0.152119,0.157558,0.000000,-0.155357,0.198483,0.200095,0.916433,-0.165881,0.158449,0.210101,0.927685,,,,,,,-0.167768,0.219368,0.144925,,,,,,,-0.155472,0.198218,0.200034,-0.165788,0.158469,0.210340
131,2.183333,-0.109621,-0.088161,0.953834,0.265352,-0.036371,0.136636,0.136586,0.000317,-0.173676,0.175402,0.177605,0.000000,-0.168494,0.218460,0.141595,0.924303,-0.036374,0.136636,0.136584,0.000000,-0.186966,0.151415,0.153823,0.000000,-0.157049,0.197966,0.196856,0.926198,-0.167625,0.157914,0.206736,0.935775,,,,,,,-0.168470,0.218714,0.141404,,,,,,,-0.157153,0.197728,0.196791,-0.167544,0.157898,0.206992
132,2.200000,-0.107593,-0.084220,0.954214,0.266095,-0.036390,0.136267,0.133963,0.000308,-0.173373,0.175531,0.175581,0.000000,-0.168340,0.218351,0.139267,0.926531,-0.036393,0.136266,0.133960,0.000000,-0.186851,0.151417,0.152033,0.000000,-0.156589,0.198188,0.194585,0.925262,-0.167172,0.158217,0.204784,0.935341,,,,,,,-0.168313,0.218591,0.139099,,,,,,,-0.156707,0.197923,0.194512,-0.167081,0.158242,0.205025
133,2.216667,-0.115818,-0.081368,0.953471,0.266192,-0.036329,0.135559,0.132973,0.000341,-0.173789,0.175568,0.172242,0.000000,-0.168123,0.218021,0.135592,0.922970,-0.036332,0.135558,0.132970,0.000000,-0.186992,0.151261,0.148738,0.000000,-0.157218,0.198366,0.191265,0.912915,-0.168052,0.158523,0.201697,0.931149,,,,,,,-0.168090,0.218272,0.135417,,,,,,,-0.157353,0.198053,0.191192,-0.167950,0.158584,0.201946
134,2.233333,-0.120377,-0.081239,0.953412,0.264414,-0.036364,0.135553,0.131413,0.000337,-0.174271,0.175325,0.169330,0.000000,-0.168388,0.217680,0.132602,0.922510,-0.036367,0.135553,0.131410,0.000000,-0.187201,0.150912,0.145784,0.000000,-0.157930,0.198224,0.188430,0.917972,-0.168754,0.158385,0.198888,0.932655,,,,,,,-0.168356,0.217929,0.132420,,,,,,,-0.158055,0.197928,0.188363,-0.168660,0.158432,0.199136
135,2.250000,-0.123976,-0.077615,0.952644,0.266601,-0.036219,0.134735,0.129602,0.000316,-0.174062,0.175644,0.166531,0.000000,-0.167748,0.217661,0.129488,0.927864,-0.036222,0.134734,0.129599,0.000000,-0.187027,0.151117,0.143124,0.000000,-0.157673,0.198600,0.185522,0.915108,-0.168787,0.158914,0.196252,0.933101,-0.133485,0.265731,0.195060,,,,-0.167710,0.217899,0.129328,,,,,,,-0.157807,0.198298,0.185440,-0.168691,0.158977,0.196494
136,2.266667,-0.131563,-0.077158,0.952048,0.265222,-0.036132,0.134614,0.128632,0.000339,-0.174538,0.175567,0.163337,0.000000,-0.167726,0.217399,0.126172,0.927864,-0.036135,0.134613,0.128629,0.000000,-0.187137,0.150906,0.139870,0.000000,-0.158451,0.198638,0.182445,0.915108,-0.169681,0.158996,0.193217,0.933101,-0.132954,0.266464,0.194051,,,,-0.167684,0.217637,0.126018,,,,,,,-0.158600,0.198286,0.182364,-0.169574,0.159109,0.193452
137,2.283333,-0.133975,-0.074440,0.951427,0.267013,-0.036290,0.133895,0.126772,0.000312,-0.174601,0.175718,0.160813,0.000000,-0.167474,0.217297,0.123424,0.928375,-0.036293,0.133894,0.126770,0.000000,-0.187248,0.150981,0.137453,0.000000,-0.158460,0.198823,0.179835,0.902396,-0.169915,0.159300,0.190805,0.929559,-0.132552,0.267045,0.193283,,,,-0.167437,0.217527,0.123256,,,,,,,-0.158581,0.198543,0.179768,-0.169830,0.159351,0.191040
138,2.300000,-0.139894,-0.073142,0.950576,0.267368,-0.036327,0.133457,0.125712,0.000335,-0.174895,0.175787,0.158037,0.000000,-0.167268,0.217146,0.120504,0.928225,-0.036330,0.133456,0.125709,0.000000,-0.187349,0.150952,0.134677,0.000000,-0.158904,0.198957,0.177107,0.921774,-0.170570,0.159520,0.188167,0.936347,,,,,,,-0.167230,0.217372,0.120332,,,,,,,-0.159033,0.198642,0.177058,-0.170479,0.159609,0.188387
139,2.316667,-0.140187,-0.071201,0.949160,0.272714,-0.037367,0.131895,0.123237,0.000297,-0.175410,0.175885,0.155590,0.000000,-0.167341,0.217073,0.117961,0.947796,-0.037369,0.131894,0.123234,0.000000,-0.188170,0.151146,0.132293,0.927406,-0.159137,0.198910,0.174595,0.915335,-0.171246,0.159635,0.185750,0.881523,,,,,,,-0.167220,0.217164,0.117816,,,,-0.188340,0.151158,0.132058,-0.159407,0.198711,0.174639,-0.170926,0.159731,0.186086
140,2.333333,-0.143969,-0.070060,0.948489,0.273374,-0.037343,0.131492,0.122040,0.000315,-0.175488,0.175950,0.153300,0.000000,-0.167066,0.216969,0.115563,0.941727,-0.037345,0.131491,0.122037,0.000000,-0.188154,0.151151,0.130017,0.929184,-0.159284,0.199010,0.172323,0.907422,-0.171565,0.159809,0.183551,0.874548,,,,,,,-0.166945,0.217048,0.115381,,,,-0.188308,0.151226,0.129791,-0.159584,0.198797,0.172360,-0.171232,0.159868,0.183922
141,2.350000,-0.152453,-0.069609,0.949316,0.265918,-0.036215,0.132932,0.122312,0.000336,-0.175439,0.175781,0.150923,0.000000,-0.166931,0.216619,0.113010,0.930090,-0.036218,0.132932,0.122309,0.000000,-0.187386,0.150637,0.127628,0.000000,-0.159861,0.199200,0.170030,0.907309,-0.171809,0.159926,0.181361,0.933515,,,,,,,-0.166886,0.216843,0.112848,,,,,,,-0.160002,0.198862,0.169971,-0.171714,0.160040,0.181582
142,2.366667,-0.155954,-0.067683,0.948781,0.266291,-0.036249,0.132675,0.121099,0.000324,-0.175545,0.175961,0.148682,0.000000,-0.166734,0.216579,0.110601,0.930039,-0.036252,0.132674,0.121096,0.000000,-0.187410,0.150718,0.125453,0.000000,-0.160028,0.199450,0.167753,0.904731,-0.172122,0.160261,0.179224,0.930381,,,,,,,-0.166683,0.216809,0.110450,,,,,,,-0.160176,0.199109,0.167667,-0.172026,0.160372,0.179461
143,2.383333,-0.160023,-0.065474,0.948117,0.266796,-0.036336,0.132413,0.119876,0.000305,-0.175701,0.176220,0.146262,0.000000,-0.166532,0.216582,0.107994,0.930039,-0.036338,0.132413,0.119873,0.000000,-0.187476,0.150865,0.123109,0.000000,-0.160251,0.199786,0.165292,0.904731,-0.172523,0.160699,0.176922,0.930381,,,,,,,-0.166481,0.216802,0.107844,,,,,,,-0.160387,0.199475,0.165210,-0.172437,0.160789,0.177154
144,2.400000,-0.164830,-0.062864,0.947646,0.266170,-0.036337,0.132444,0.118786,0.000338,-0.175883,0.176522,0.143726,0.000000,-0.166388,0.216584,0.105224,0.932131,-0.036340,0.132443,0.118783,0.000000,-0.187488,0.150996,0.120675,0.000000,-0.160572,0.200224,0.162698,0.912676,-0.172958,0.161233,0.174528,0.934173,,,,,,,-0.166333,0.216817,0.105064,,,,,,,-0.160724,0.199871,0.162620,-0.172862,0.161354,0.174767
145,2.416667,-0.170159,-0.059444,0.946818,0.266549,-0.036407,0.132249,0.117713,0.000342,-0.176027,0.176958,0.141063,0.000000,-0.166085,0.216641,0.102281,0.928084,-0.036409,0.132248,0.117710,0.000000,-0.187512,0.151258,0.118146,0.000000,-0.160807,0.200788,0.159949,0.901909,-0.173409,0.161942,0.172026,0.928922,,,,,,,-0.166030,0.216866,0.102116,,,,,,,-0.160954,0.200436,0.159887,-0.173315,0.162068,0.172254
146,2.433333,-0.175459,-0.055617,0.945976,0.266929,-0.036508,0.132043,0.116561,0.001097,-0.176175,0.177407,0.138317,0.000000,-0.165789,0.216675,0.099231,0.928711,-0.036511,0.132042,0.116558,0.000000,-0.187552,0.151517,0.115560,0.000000,-0.161035,0.201375,0.157093,0.903409,-0.173859,0.162689,0.169447,0.930807,,,,,,,-0.165735,0.216879,0.099101,,,,-0.186691,0.154009,0.113251,-0.161186,0.201029,0.157014,-0.173771,0.162806,0.169678
147,2.450000,-0.180788,-0.051658,0.945265,0.266686,-0.036452,0.132037,0.115560,0.000347,-0.176204,0.177883,0.135692,0.000000,-0.165421,0.216725,0.096289,0.922762,-0.036455,0.132036,0.115557,0.000000,-0.187444,0.151781,0.113111,0.000000,-0.161174,0.202016,0.154344,0.908898,-0.174173,0.163484,0.166991,0.929765,,,,,,,-0.165361,0.216961,0.096099,,,,,,,-0.161315,0.201686,0.154282,-0.174093,0.163579,0.167243
148,2.466667,-0.185533,-0.047736,0.944387,0.267268,-0.036545,0.131835,0.114391,0.001142,-0.176275,0.178355,0.133080,0.000000,-0.165076,0.216777,0.093383,0.921383,-0.036548,0.131834,0.114388,0.000000,-0.187445,0.152074,0.110672,0.124130,-0.161293,0.202615,0.151606,0.892407,-0.174518,0.164252,0.164530,0.923933,,,,,,,-0.165014,0.217014,0.093186,,,,-0.186601,0.154534,0.108324,-0.161458,0.202219,0.151571,-0.174423,0.164387,0.164786
149,2.483333,-0.191480,-0.043795,0.943533,0.266764,-0.036595,0.131825,0.113553,0.000354,-0.176422,0.178750,0.130415,0.000000,-0.164786,0.216727,0.090416,0.926939,-0.036597,0.131824,0.113550,0.000000,-0.187421,0.152247,0.108184,0.000000,-0.161578,0.203185,0.148820,0.898492,-0.174985,0.164983,0.162029,0.927902,,,,,,,-0.164721,0.216952,0.090241,,,,,,,-0.161735,0.202815,0.148765,-0.174892,0.165128,0.162260
150,2.500000,-0.196935,-0.039051,0.942479,0.267255,-0.036774,0.131669,0.112482,0.000321,-0.176553,0.179308,0.127661,0.000000,-0.164447,0.216775,0.087322,0.927851,-0.036777,0.131668,0.112479,0.000000,-0.187472,0.152590,0.105649,0.000000,-0.161764,0.203899,0.145903,0.904209,-0.175425,0.165903,0.159443,0.927937,,,,,,,-0.164377,0.217001,0.087157,,,,,,,-0.161915,0.203558,0.145817,-0.175343,0.166019,0.159694
151,2.516667,-0.203072,-0.033197,0.941209,0.267928,-0.036907,0.131475,0.111364,0.000302,-0.176584,0.179974,0.124630,0.000000,-0.163942,0.216817,0.083883,0.927851,-0.036909,0.131474,0.111361,0.000000,-0.187436,0.153003,0.102897,0.000000,-0.161840,0.204748,0.142659,0.904209,-0.175802,0.167009,0.156605,0.927937,,,,,,,-0.163872,0.217034,0.083716,,,,,,,-0.161979,0.204439,0.142575,-0.175733,0.167102,0.156856
152,2.533333,-0.209390,-0.026395,0.939838,0.268632,-0.036952,0.131306,0.110261,0.000330,-0.176480,0.180731,0.121530,0.000000,-0.163288,0.216858,0.080319,0.929308,-0.036954,0.131305,0.110258,0.000000,-0.187285,0.153476,0.100130,0.000000,-0.161762,0.205711,0.139295,0.912630,-0.176045,0.168270,0.153711,0.930999,,,,,,,-0.163218,0.217070,0.080137,,,,,,,-0.161907,0.205382,0.139244,-0.175970,0.168389,0.153944
153,2.550000,-0.216675,-0.020258,0.938507,0.268040,-0.036740,0.131506,0.109433,0.000328,-0.176253,0.181446,0.118393,0.000000,-0.162514,0.216892,0.076771,0.928026,-0.036743,0.131505,0.109430,0.000000,-0.186895,0.153886,0.097304,0.000000,-0.161665,0.206665,0.135926,0.909056,-0.176204,0.169489,0.150767,0.931995,,,,,,,-0.162435,0.217114,0.076590,,,,,,,-0.161819,0.206320,0.135851,-0.176129,0.169612,0.151023
154,2.566667,-0.220588,-0.013920,0.936984,0.270571,-0.036910,0.130945,0.107859,0.001182,-0.176031,0.182172,0.115542,0.000000,-0.161807,0.216963,0.073532,0.928733,-0.036913,0.130944,0.107856,0.000000,-0.186813,0.154434,0.094759,0.067484,-0.161308,0.207490,0.132817,0.900412,-0.176228,0.170633,0.148067,0.926661,,,,,,,-0.161731,0.217171,0.073353,,,,-0.185605,0.156857,0.092194,-0.161470,0.207130,0.132768,-0.176154,0.170760,0.148320
155,2.583333,-0.225280,-0.008447,0.935442,0.272261,-0.036999,0.130506,0.106589,0.000345,-0.175827,0.182726,0.112752,0.000000,-0.161104,0.216915,0.070421,0.922425,-0.037002,0.130505,0.106586,0.000000,-0.186658,0.154811,0.092234,0.000000,-0.161048,0.208153,0.129818,0.904662,-0.176309,0.171580,0.145411,0.926619,,,,,,,-0.161019,0.217135,0.070220,,,,,,,-0.161205,0.207810,0.129763,-0.176236,0.171703,0.145667
156,2.600000,-0.229438,-0.002455,0.934450,0.272316,-0.036928,0.130388,0.105276,0.001219,-0.175603,0.183155,0.110046,0.000000,-0.160554,0.216722,0.067334,0.925178,-0.036930,0.130387,0.105273,0.000000,-0.186428,0.155003,0.089850,0.035364,-0.160821,0.208760,0.126842,0.900383,-0.176284,0.172451,0.142849,0.924097,,,,,,,-0.160470,0.216935,0.067141,,,,-0.185007,0.157401,0.087182,-0.160987,0.208401,0.126793,-0.176216,0.172573,0.143118
157,2.616667,-0.234130,0.003121,0.933115,0.272893,-0.036963,0.130028,0.103954,0.001187,-0.175430,0.183454,0.107171,0.000000,-0.159963,0.216409,0.064133,0.936530,-0.036965,0.130027,0.103951,0.000000,-0.186253,0.155095,0.087265,0.035364,-0.160642,0.209205,0.123735,0.916770,-0.176366,0.173170,0.140102,0.934604,,,,,,,-0.159890,0.216588,0.063969,,,,-0.184845,0.157514,0.084610,-0.160781,0.208907,0.123687,-0.176314,0.173265,0.140340
