Format Version,1.23,Take Name,pinkhead_circum_005,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.14.46.665 AM,Total Frames in Take,476,Total Exported Frames,476,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
227,3.783333,-0.165833,0.578757,0.621306,0.501516,0.018166,0.133299,0.021276,0.000141,-0.032528,0.255185,-0.046633,0.949668,-0.033397,0.224295,-0.093778,0.961212,0.018163,0.133299,0.021275,0.000000,-0.066018,0.246872,-0.035366,0.974984,-0.000182,0.257923,-0.056755,0.952558,-0.017776,0.273012,-0.021028,0.945717,,,,-0.032529,0.255299,-0.046818,-0.033380,0.224183,-0.093853,,,,-0.065992,0.246853,-0.035350,-0.000341,0.257915,-0.056704,-0.017660,0.273037,-0.020834
228,3.800000,-0.160000,0.584265,0.612183,0.508199,0.019431,0.133214,0.020977,0.000158,-0.028219,0.255741,-0.047975,0.945696,-0.029992,0.224447,-0.094826,0.965859,0.019427,0.133214,0.020976,0.000000,-0.061890,0.248409,-0.036567,0.990955,0.004165,0.257541,-0.058183,0.958257,-0.012953,0.273415,-0.022565,0.943281,,,,-0.028219,0.255834,-0.048164,-0.029947,0.224323,-0.094929,,,,-0.061861,0.248421,-0.036519,0.003984,0.257533,-0.058155,-0.012846,0.273443,-0.022349
229,3.816667,-0.153150,0.589187,0.601698,0.517072,0.020433,0.132784,0.020805,0.000153,-0.023371,0.256144,-0.049205,0.954951,-0.026107,0.224524,-0.095790,0.962234,0.020429,0.132784,0.020804,0.000000,-0.057255,0.249959,-0.037751,0.990358,0.009056,0.256850,-0.059413,0.953812,-0.007567,0.273550,-0.023939,0.939710,,,,-0.023361,0.256209,-0.049373,-0.026085,0.224406,-0.095883,,,,-0.057221,0.249965,-0.037734,0.008875,0.256857,-0.059376,-0.007452,0.273590,-0.023731
230,3.833333,-0.145911,0.593901,0.591174,0.525838,0.021492,0.132437,0.020673,0.000157,-0.018426,0.256556,-0.050313,0.957832,-0.022161,0.224670,-0.096647,0.966358,0.021489,0.132438,0.020672,0.000000,-0.052486,0.251529,-0.038814,0.989654,0.014005,0.256162,-0.060524,0.949785,-0.002080,0.273656,-0.025184,0.941760,,,,-0.018377,0.256593,-0.050470,-0.022132,0.224567,-0.096730,,,,-0.052455,0.251547,-0.038793,0.013804,0.256162,-0.060515,-0.001989,0.273702,-0.024975
231,3.850000,-0.138636,0.597366,0.582198,0.533836,0.022598,0.132260,0.020392,0.000150,-0.013775,0.257127,-0.051183,0.959688,-0.018428,0.225140,-0.097365,0.962112,0.022594,0.132261,0.020391,0.000000,-0.047962,0.253130,-0.039658,0.988488,0.018630,0.255759,-0.061394,0.963793,0.003057,0.273874,-0.026137,0.940967,,,,-0.013748,0.257179,-0.051333,-0.018411,0.225024,-0.097461,,,,-0.047934,0.253147,-0.039626,0.018485,0.255762,-0.061400,0.003130,0.273917,-0.025917
232,3.866667,-0.131026,0.600354,0.574196,0.541023,0.023791,0.132283,0.020103,0.000143,-0.009311,0.257873,-0.051796,0.957939,-0.014880,0.225888,-0.097877,0.963654,0.023787,0.132284,0.020102,0.000000,-0.043579,0.254828,-0.040218,0.983076,0.023032,0.255607,-0.062041,0.961891,0.007996,0.274234,-0.026819,0.944582,,,,-0.009292,0.257916,-0.051957,-0.014860,0.225782,-0.097974,,,,-0.043531,0.254847,-0.040174,0.022880,0.255604,-0.062033,0.008062,0.274281,-0.026613
233,3.883333,-0.122871,0.602588,0.566574,0.548439,0.024982,0.132329,0.019847,0.000143,-0.004764,0.258703,-0.052143,0.957939,-0.011240,0.226838,-0.098189,0.963654,0.024978,0.132329,0.019846,0.000000,-0.039091,0.256600,-0.040533,0.983076,0.027497,0.255550,-0.062415,0.961891,0.013003,0.274612,-0.027198,0.944582,,,,-0.004732,0.258738,-0.052286,-0.011234,0.226729,-0.098297,,,,-0.039054,0.256617,-0.040493,0.027350,0.255564,-0.062387,0.013074,0.274655,-0.027015
234,3.900000,-0.114072,0.603808,0.558094,0.557614,0.025845,0.132335,0.019740,0.000143,0.000112,0.259580,-0.052262,0.962455,-0.007251,0.227941,-0.098331,0.961662,0.025841,0.132336,0.019739,0.000000,-0.034285,0.258525,-0.040715,0.985606,0.032280,0.255444,-0.062476,0.962538,0.018312,0.274931,-0.027279,0.949904,,,,0.000124,0.259589,-0.052446,-0.007219,0.227827,-0.098441,,,,-0.034220,0.258573,-0.040640,0.032111,0.255469,-0.062453,0.018374,0.274963,-0.027083
235,3.916667,-0.105299,0.603684,0.549957,0.567473,0.026669,0.132340,0.019617,0.000137,0.005145,0.260478,-0.052183,0.953924,-0.002993,0.229184,-0.098357,0.959558,0.026665,0.132341,0.019616,0.000000,-0.029315,0.260451,-0.040778,0.972501,0.037214,0.255381,-0.062275,0.956759,0.023703,0.275207,-0.027089,0.948022,,,,0.005178,0.260487,-0.052362,-0.002970,0.229076,-0.098459,,,,-0.029244,0.260492,-0.040711,0.037035,0.255415,-0.062243,0.023756,0.275230,-0.026906
236,3.933333,-0.096635,0.602055,0.542030,0.578269,0.027383,0.132367,0.019506,0.000144,0.010348,0.261412,-0.051873,0.954408,0.001572,0.230581,-0.098240,0.962354,0.027379,0.132368,0.019505,0.000000,-0.024177,0.262406,-0.040708,0.973429,0.042313,0.255367,-0.061764,0.953895,0.029175,0.275453,-0.026585,0.952273,,,,0.010390,0.261416,-0.052047,0.001590,0.230471,-0.098342,,,,-0.024134,0.262445,-0.040644,0.042142,0.255414,-0.061735,0.029242,0.275472,-0.026401
237,3.950000,-0.088283,0.599153,0.534605,0.589423,0.028069,0.132367,0.019335,0.000143,0.015592,0.262285,-0.051399,0.952545,0.006321,0.232006,-0.098034,0.959394,0.028065,0.132368,0.019334,0.000000,-0.018989,0.264255,-0.040543,0.972501,0.047451,0.255335,-0.061037,0.956311,0.034599,0.275602,-0.025856,0.949325,,,,0.015624,0.262304,-0.051585,0.006347,0.231887,-0.098141,,,,-0.018931,0.264300,-0.040461,0.047283,0.255380,-0.061022,0.034651,0.275613,-0.025660
238,3.966667,-0.080644,0.596254,0.525717,0.601331,0.028596,0.132333,0.019315,0.000141,0.021050,0.262822,-0.051067,0.970860,0.011340,0.233012,-0.097914,0.950802,0.028592,0.132335,0.019314,0.000000,-0.013570,0.265856,-0.040586,0.979986,0.052777,0.254893,-0.060379,0.958947,0.040185,0.275440,-0.025266,0.950741,,,,0.021074,0.262901,-0.051150,0.011346,0.232863,-0.098042,,,,-0.013503,0.265885,-0.040552,0.052623,0.254950,-0.060390,0.040242,0.275425,-0.025078
239,3.983333,-0.073497,0.594951,0.515329,0.612427,0.029172,0.132302,0.019323,0.000140,0.026497,0.262912,-0.051188,0.971570,0.016244,0.233396,-0.098105,0.950325,0.029168,0.132304,0.019322,0.000000,-0.008098,0.267077,-0.041019,0.975356,0.058032,0.253950,-0.060211,0.955028,0.045800,0.274922,-0.025222,0.956050,,,,0.026535,0.262985,-0.051267,0.016246,0.233250,-0.098239,,,,-0.008012,0.267103,-0.040978,0.057864,0.254014,-0.060208,0.045842,0.274906,-0.025052
240,4.000000,-0.066180,0.596075,0.505065,0.620665,0.030042,0.132246,0.019201,0.000142,0.031444,0.262649,-0.051729,0.975230,0.020421,0.233301,-0.098577,0.949417,0.030039,0.132247,0.019200,0.000000,-0.003035,0.267879,-0.041657,0.975414,0.062717,0.252718,-0.060646,0.953134,0.051037,0.274160,-0.025754,0.952206,,,,0.031483,0.262699,-0.051804,0.020429,0.233149,-0.098710,,,,-0.002956,0.267920,-0.041615,0.062547,0.252795,-0.060665,0.051080,0.274144,-0.025569
241,4.016667,-0.058969,0.599110,0.494576,0.626885,0.031183,0.132169,0.019111,0.000128,0.036108,0.262069,-0.052580,0.975230,0.024151,0.232776,-0.099233,0.949417,0.031179,0.132170,0.019110,0.000000,0.001815,0.268331,-0.042465,0.975414,0.067068,0.251205,-0.061508,0.953134,0.056080,0.273170,-0.026716,0.952206,,,,0.036141,0.262123,-0.052642,0.024168,0.232634,-0.099360,,,,0.001878,0.268369,-0.042416,0.066909,0.251271,-0.061526,0.056125,0.273154,-0.026557
242,4.033333,-0.050658,0.603351,0.483679,0.632025,0.032580,0.131896,0.019024,0.000149,0.040850,0.261155,-0.053514,0.977913,0.027755,0.231938,-0.099908,0.952203,0.032577,0.131898,0.019023,0.000000,0.006817,0.268478,-0.043233,0.977895,0.071424,0.249337,-0.062558,0.956834,0.061297,0.271826,-0.027841,0.958578,,,,0.040872,0.261188,-0.053601,0.027755,0.231789,-0.100047,,,,0.006885,0.268516,-0.043187,0.071266,0.249418,-0.062566,0.061365,0.271822,-0.027653
243,4.050000,-0.041699,0.607712,0.473533,0.636172,0.034277,0.131514,0.018923,0.000137,0.045576,0.260154,-0.054304,0.975991,0.031285,0.231103,-0.100449,0.949032,0.034273,0.131516,0.018922,0.000000,0.011847,0.268479,-0.043783,0.977578,0.075730,0.247440,-0.063537,0.955689,0.066524,0.270364,-0.028848,0.950048,,,,0.045608,0.260233,-0.054386,0.031275,0.230955,-0.100572,,,,0.011939,0.268494,-0.043743,0.075577,0.247514,-0.063546,0.066561,0.270343,-0.028674
244,4.066667,-0.032841,0.613395,0.464989,0.637537,0.036536,0.131309,0.018853,0.000120,0.049864,0.259338,-0.055099,0.976291,0.034286,0.230435,-0.100920,0.953972,0.036533,0.131311,0.018852,0.000000,0.016482,0.268495,-0.044172,0.978318,0.079588,0.245882,-0.064672,0.953976,0.071382,0.269162,-0.029969,0.963388,,,,0.049884,0.259415,-0.055151,0.034295,0.230291,-0.101033,,,,0.016557,0.268519,-0.044136,0.079428,0.245973,-0.064670,0.071438,0.269114,-0.029842
245,4.083333,-0.025060,0.618907,0.455874,0.639144,0.038782,0.131256,0.018905,0.000119,0.054178,0.258486,-0.056017,0.971063,0.037402,0.229669,-0.101467,0.952196,0.038779,0.131258,0.018903,0.000000,0.021147,0.268477,-0.044762,0.979621,0.083470,0.244290,-0.065849,0.958748,0.076210,0.267966,-0.031202,0.965244,,,,0.054213,0.258573,-0.056086,0.037401,0.229524,-0.101591,,,,0.021203,0.268499,-0.044707,0.083326,0.244369,-0.065833,0.076264,0.267924,-0.031081
246,4.100000,-0.016097,0.623426,0.444960,0.642722,0.040664,0.131133,0.019045,0.000154,0.059001,0.257431,-0.056788,0.972918,0.040999,0.228839,-0.101910,0.947715,0.040661,0.131135,0.019044,0.000000,0.026371,0.268427,-0.045301,0.975650,0.087786,0.242346,-0.066792,0.942065,0.081519,0.266423,-0.032228,0.968077,,,,0.059036,0.257485,-0.056875,0.040981,0.228686,-0.102052,,,,0.026444,0.268454,-0.045242,0.087627,0.242488,-0.066702,0.081589,0.266352,-0.032149
247,4.116667,-0.005998,0.626086,0.433529,0.648099,0.042258,0.130910,0.019180,0.000149,0.064237,0.256295,-0.057197,0.968853,0.045082,0.228145,-0.102121,0.950167,0.042255,0.130912,0.019179,0.000000,0.032039,0.268374,-0.045577,0.977133,0.092467,0.240259,-0.067299,0.944551,0.087163,0.264641,-0.032788,0.964929,,,,0.064256,0.256383,-0.057283,0.045064,0.227994,-0.102250,,,,0.032117,0.268382,-0.045530,0.092310,0.240392,-0.067218,0.087241,0.264563,-0.032702
248,4.133333,0.005903,0.626543,0.421066,0.655829,0.043490,0.130608,0.019337,0.000156,0.070104,0.255038,-0.057126,0.968853,0.049851,0.227610,-0.102016,0.950167,0.043487,0.130610,0.019336,0.000000,0.038398,0.268330,-0.045478,0.977133,0.097698,0.237943,-0.067251,0.944551,0.093356,0.262524,-0.032746,0.964929,,,,0.070138,0.255112,-0.057201,0.049835,0.227455,-0.102158,,,,0.038455,0.268348,-0.045421,0.097536,0.238086,-0.067166,0.093444,0.262444,-0.032671
249,4.150000,0.020620,0.625241,0.407996,0.664972,0.044415,0.130210,0.019538,0.000156,0.076443,0.253669,-0.056422,0.972380,0.055054,0.227319,-0.101430,0.947198,0.044412,0.130212,0.019537,0.000000,0.045335,0.268275,-0.044739,0.979474,0.103279,0.235435,-0.066599,0.941882,0.099980,0.260046,-0.032001,0.964706,,,,0.076529,0.253773,-0.056467,0.054999,0.227167,-0.101589,,,,0.045390,0.268274,-0.044682,0.103151,0.235571,-0.066489,0.100023,0.259958,-0.031963
250,4.166667,0.037450,0.621750,0.395864,0.674771,0.045282,0.129754,0.019624,0.000155,0.083089,0.252357,-0.055055,0.964563,0.060657,0.227437,-0.100368,0.943417,0.045279,0.129756,0.019623,0.000000,0.052640,0.268246,-0.043306,0.980210,0.109100,0.233024,-0.065343,0.945660,0.106820,0.257427,-0.030515,0.973720,,,,0.083177,0.252481,-0.055099,0.060597,0.227285,-0.100523,,,,0.052679,0.268240,-0.043257,0.108979,0.233162,-0.065240,0.106873,0.257324,-0.030469
251,4.183333,0.055462,0.615595,0.384284,0.685779,0.045901,0.129416,0.019627,0.000146,0.089981,0.251116,-0.053065,0.960415,0.066727,0.227910,-0.098872,0.943838,0.045898,0.129419,0.019626,0.000000,0.060232,0.268261,-0.041293,0.984169,0.115126,0.230719,-0.063455,0.947546,0.113748,0.254720,-0.028302,0.968799,,,,0.090071,0.251236,-0.053106,0.066654,0.227757,-0.099023,,,,0.060267,0.268268,-0.041241,0.115042,0.230854,-0.063372,0.113780,0.254609,-0.028245
252,4.200000,0.075202,0.610302,0.373304,0.694637,0.046629,0.129233,0.019660,0.000144,0.096505,0.249928,-0.050931,0.968083,0.072291,0.228598,-0.097151,0.946034,0.046627,0.129236,0.019659,0.000000,0.067564,0.268247,-0.038916,0.981909,0.120691,0.228553,-0.061625,0.951226,0.120361,0.252005,-0.026078,0.972065,,,,0.096579,0.250026,-0.050966,0.072232,0.228462,-0.097308,,,,0.067607,0.268246,-0.038857,0.120592,0.228688,-0.061526,0.120404,0.251907,-0.026043
253,4.216667,0.095029,0.608527,0.364269,0.698550,0.048171,0.129047,0.019903,0.000146,0.102229,0.248870,-0.049076,0.966760,0.076785,0.229331,-0.095426,0.941855,0.048168,0.129050,0.019902,0.000000,0.074148,0.268116,-0.036482,0.975342,0.125448,0.226738,-0.060356,0.951897,0.126360,0.249561,-0.024413,0.975141,,,,0.102311,0.248969,-0.049107,0.076736,0.229188,-0.095603,,,,0.074190,0.268124,-0.036393,0.125340,0.226865,-0.060261,0.126392,0.249470,-0.024390
254,4.233333,0.113978,0.606927,0.355066,0.701838,0.049714,0.128896,0.020208,0.000144,0.107743,0.247634,-0.047407,0.961387,0.081146,0.229834,-0.093810,0.945076,0.049712,0.128899,0.020207,0.000000,0.080542,0.267745,-0.034244,0.976176,0.129986,0.224807,-0.059254,0.953344,0.132105,0.247001,-0.022969,0.975570,,,,0.107846,0.247743,-0.047445,0.081090,0.229702,-0.093976,,,,0.080577,0.267744,-0.034155,0.129889,0.224928,-0.059150,0.132121,0.246905,-0.022958
255,4.250000,0.134662,0.604356,0.344612,0.705594,0.050913,0.128692,0.020519,0.000135,0.113427,0.245993,-0.045588,0.964775,0.085693,0.230166,-0.092041,0.945004,0.050911,0.128695,0.020518,0.000000,0.087232,0.267020,-0.031832,0.975097,0.134564,0.222443,-0.058031,0.959870,0.137946,0.243887,-0.021393,0.975595,,,,0.113513,0.246100,-0.045622,0.085640,0.230038,-0.092212,,,,0.087255,0.267029,-0.031735,0.134479,0.222546,-0.057942,0.137975,0.243795,-0.021374
256,4.266667,0.157087,0.600045,0.334025,0.709716,0.051768,0.128314,0.020673,0.000135,0.119175,0.243973,-0.043492,0.964775,0.090427,0.230410,-0.090045,0.945004,0.051765,0.128317,0.020672,0.000000,0.094071,0.265889,-0.029105,0.975097,0.139119,0.219740,-0.056579,0.959870,0.143734,0.240237,-0.019535,0.975595,,,,0.119246,0.244077,-0.043527,0.090358,0.230278,-0.090202,,,,0.094124,0.265890,-0.029034,0.139047,0.219884,-0.056493,0.143752,0.240120,-0.019499
257,4.283333,0.180936,0.593931,0.321708,0.714851,0.051972,0.128148,0.020795,0.000128,0.124962,0.241553,-0.041251,0.967419,0.095349,0.230497,-0.087924,0.945775,0.051970,0.128151,0.020794,0.000000,0.101083,0.264414,-0.026259,0.977902,0.143574,0.216617,-0.054963,0.954495,0.149402,0.236042,-0.017514,0.969219,,,,0.125054,0.241648,-0.041298,0.095288,0.230381,-0.088080,,,,0.101108,0.264426,-0.026158,0.143514,0.216726,-0.054871,0.149407,0.235941,-0.017504
258,4.300000,0.204976,0.587330,0.309224,0.719311,0.052122,0.128116,0.020786,0.000129,0.130586,0.238961,-0.039170,0.964979,0.100223,0.230490,-0.085902,0.948957,0.052120,0.128120,0.020786,0.000000,0.107991,0.262683,-0.023539,0.973760,0.147820,0.213410,-0.053536,0.961386,0.154819,0.231668,-0.015703,0.974695,,,,0.130654,0.239056,-0.039209,0.100171,0.230391,-0.086078,,,,0.108009,0.262683,-0.023430,0.147743,0.213493,-0.053441,0.154862,0.231588,-0.015691
259,4.316667,0.228465,0.580938,0.297576,0.722332,0.052440,0.128190,0.020751,0.000117,0.135869,0.236426,-0.037235,0.966646,0.104848,0.230522,-0.083930,0.952494,0.052438,0.128194,0.020750,0.000000,0.114555,0.260856,-0.020911,0.973212,0.151746,0.210403,-0.052299,0.961820,0.159856,0.227424,-0.014113,0.980636,,,,0.135940,0.236534,-0.037269,0.104790,0.230432,-0.084087,,,,0.114602,0.260823,-0.020821,0.151682,0.210496,-0.052195,0.159860,0.227347,-0.014115
260,4.333333,0.251717,0.575101,0.287044,0.723535,0.053040,0.128390,0.020816,0.000119,0.140847,0.234105,-0.035327,0.967438,0.109204,0.230763,-0.081858,0.950916,0.053038,0.128393,0.020815,0.000000,0.120808,0.259072,-0.018221,0.973858,0.155393,0.207763,-0.051161,0.961073,0.164588,0.223458,-0.012654,0.975595,,,,0.140926,0.234202,-0.035366,0.109125,0.230675,-0.082015,,,,0.120855,0.259055,-0.018129,0.155364,0.207867,-0.051049,0.164571,0.223362,-0.012663
261,4.350000,0.273229,0.571300,0.278006,0.722270,0.054183,0.128507,0.021213,0.000117,0.145359,0.232038,-0.033616,0.970790,0.113036,0.231036,-0.079787,0.953771,0.054182,0.128511,0.021212,0.000000,0.126526,0.257351,-0.015668,0.977185,0.158665,0.205535,-0.050251,0.961417,0.168944,0.219940,-0.011515,0.977341,,,,0.145418,0.232136,-0.033639,0.112977,0.230963,-0.079947,,,,0.126557,0.257319,-0.015588,0.158602,0.205626,-0.050144,0.168975,0.219855,-0.011520
262,4.366667,0.293799,0.564751,0.269220,0.722675,0.054946,0.128747,0.021389,0.000124,0.149875,0.229800,-0.031665,0.970478,0.117267,0.231161,-0.077626,0.954185,0.054945,0.128750,0.021388,0.000000,0.132176,0.255421,-0.013013,0.977737,0.162011,0.203180,-0.048994,0.961294,0.173085,0.216261,-0.010008,0.972657,,,,0.149950,0.229884,-0.031701,0.117201,0.231091,-0.077782,,,,0.132186,0.255417,-0.012925,0.161961,0.203276,-0.048883,0.173114,0.216156,-0.010015
263,4.383333,0.314623,0.555468,0.260229,0.724395,0.055268,0.129299,0.021386,0.000127,0.154410,0.227432,-0.029394,0.970478,0.121863,0.231290,-0.075256,0.954185,0.055267,0.129303,0.021386,0.000000,0.137839,0.253334,-0.010106,0.977737,0.165382,0.200739,-0.047374,0.961294,0.177032,0.212395,-0.008105,0.972657,,,,0.154495,0.227499,-0.029424,0.121777,0.231235,-0.075422,,,,0.137864,0.253315,-0.010023,0.165346,0.200837,-0.047260,0.177044,0.212304,-0.008106
264,4.400000,0.331433,0.547473,0.252716,0.725645,0.056108,0.129943,0.021505,0.000135,0.158639,0.225488,-0.027448,0.971843,0.126240,0.231378,-0.073199,0.951265,0.056107,0.129946,0.021506,0.000000,0.142993,0.251579,-0.007647,0.977878,0.168660,0.198778,-0.045951,0.961242,0.180720,0.209253,-0.006473,0.977004,,,,0.158740,0.225578,-0.027469,0.126117,0.231337,-0.073371,,,,0.143018,0.251565,-0.007568,0.168679,0.198855,-0.045819,0.180696,0.209141,-0.006492
265,4.416667,0.345986,0.541365,0.245953,0.725758,0.057328,0.130639,0.021700,0.000135,0.162540,0.223890,-0.025970,0.965557,0.130213,0.231511,-0.071516,0.946192,0.057327,0.130642,0.021700,0.000000,0.147732,0.250101,-0.005689,0.978822,0.171711,0.197208,-0.044947,0.961551,0.184181,0.206655,-0.005338,0.970905,,,,0.162649,0.223981,-0.025962,0.130111,0.231470,-0.071664,,,,0.147735,0.250105,-0.005621,0.171741,0.197281,-0.044786,0.184141,0.206528,-0.005427
266,4.433333,0.358419,0.536821,0.239963,0.725105,0.058816,0.131180,0.022058,0.000146,0.166126,0.222451,-0.024763,0.964386,0.133808,0.231526,-0.070048,0.954027,0.058815,0.131184,0.022058,0.000000,0.152064,0.248730,-0.004044,0.982929,0.174547,0.195822,-0.044158,0.955127,0.187415,0.204388,-0.004476,0.959838,,,,0.166174,0.222459,-0.024801,0.133713,0.231493,-0.070199,,,,0.152081,0.248777,-0.003948,0.174587,0.195917,-0.044015,0.187405,0.204270,-0.004526
267,4.450000,0.369675,0.532167,0.233145,0.725108,0.060150,0.131954,0.022614,0.000149,0.169578,0.221003,-0.023576,0.979664,0.137347,0.231403,-0.068638,0.955864,0.060150,0.131958,0.022615,0.000000,0.156256,0.247394,-0.002513,0.978748,0.177256,0.194391,-0.043299,0.948681,0.190472,0.202180,-0.003571,0.964534,,,,0.169643,0.221032,-0.023617,0.137249,0.231390,-0.068784,,,,0.156263,0.247417,-0.002432,0.177300,0.194468,-0.043114,0.190455,0.202064,-0.003651
268,4.466667,0.378564,0.528677,0.227525,0.724861,0.061943,0.132527,0.023297,0.000143,0.172980,0.219765,-0.022511,0.980884,0.140811,0.231203,-0.067364,0.958159,0.061943,0.132531,0.023297,0.000000,0.160263,0.246232,-0.001172,0.981617,0.180054,0.193177,-0.042491,0.952808,0.193559,0.200352,-0.002745,0.967708,,,,0.173050,0.219781,-0.022537,0.140718,0.231204,-0.067504,,,,0.160258,0.246255,-0.001102,0.180090,0.193240,-0.042317,0.193551,0.200250,-0.002823
269,4.483333,0.383884,0.527474,0.223108,0.724312,0.064414,0.132930,0.024324,0.000137,0.176338,0.218937,-0.021650,0.985051,0.144112,0.230963,-0.066309,0.959399,0.064413,0.132934,0.024324,0.000000,0.164056,0.245477,-0.000148,0.980376,0.182983,0.192343,-0.041769,0.955122,0.196760,0.199185,-0.002057,0.965550,,,,0.176393,0.218956,-0.021664,0.144035,0.230942,-0.066450,,,,0.164055,0.245508,-0.000075,0.183000,0.192432,-0.041614,0.196766,0.199068,-0.002129
270,4.500000,0.386321,0.528825,0.218894,0.723316,0.067391,0.133141,0.026032,0.000136,0.179591,0.218307,-0.020828,0.982042,0.147125,0.230532,-0.065259,0.958655,0.067390,0.133145,0.026032,0.000000,0.167658,0.244951,0.000743,0.981482,0.185896,0.191651,-0.040974,0.954218,0.200013,0.198423,-0.001370,0.970949,,,,0.179654,0.218323,-0.020858,0.147039,0.230530,-0.065400,,,,0.167662,0.244961,0.000817,0.185921,0.191719,-0.040806,0.200008,0.198331,-0.001440
271,4.516667,0.388476,0.530064,0.214577,0.722547,0.070460,0.133297,0.027979,0.000137,0.182947,0.217585,-0.019773,0.982042,0.150266,0.229984,-0.063997,0.958655,0.070460,0.133301,0.027979,0.000000,0.171356,0.244344,0.001842,0.981482,0.188921,0.190856,-0.039924,0.954218,0.203359,0.197580,-0.000428,0.970949,,,,0.182996,0.217606,-0.019795,0.150192,0.229981,-0.064148,,,,0.171353,0.244361,0.001930,0.188936,0.190909,-0.039753,0.203372,0.197491,-0.000515
272,4.533333,0.389518,0.531896,0.211334,0.721596,0.073912,0.133128,0.030257,0.000125,0.186413,0.216874,-0.018406,0.985586,0.153488,0.229316,-0.062437,0.958024,0.073912,0.133132,0.030258,0.000000,0.175071,0.243721,0.003232,0.977475,0.192148,0.190082,-0.038543,0.955014,0.206873,0.196827,0.000844,0.968572,,,,0.186459,0.216893,-0.018429,0.153420,0.229303,-0.062575,,,,0.175079,0.243728,0.003310,0.192156,0.190154,-0.038387,0.206879,0.196743,0.000773
273,4.550000,0.389050,0.533051,0.208640,0.721780,0.077418,0.132850,0.032888,0.000123,0.189968,0.216103,-0.016503,0.986259,0.156926,0.228445,-0.060475,0.961185,0.077418,0.132854,0.032888,0.000000,0.178768,0.243069,0.005061,0.980335,0.195566,0.189213,-0.036547,0.957160,0.210441,0.196084,0.002761,0.972532,,,,0.190027,0.216122,-0.016536,0.156856,0.228436,-0.060604,,,,0.178777,0.243060,0.005129,0.195575,0.189288,-0.036381,0.210433,0.196008,0.002689
274,4.566667,0.391012,0.531239,0.205198,0.723041,0.080405,0.132859,0.035365,0.000127,0.193722,0.215043,-0.014061,0.983931,0.160813,0.227635,-0.058061,0.961737,0.080405,0.132863,0.035365,0.000000,0.182755,0.242132,0.007468,0.981326,0.199087,0.188082,-0.034074,0.955651,0.214005,0.194861,0.005234,0.970687,,,,0.193782,0.215061,-0.014075,0.160749,0.227631,-0.058200,,,,0.182750,0.242134,0.007543,0.199087,0.188143,-0.033908,0.214013,0.194785,0.005145
275,4.583333,0.395390,0.527950,0.202105,0.723940,0.083056,0.132839,0.037704,0.000121,0.197431,0.213831,-0.011251,0.976771,0.164743,0.226982,-0.055252,0.960519,0.083056,0.132843,0.037705,0.000000,0.186759,0.240971,0.010363,0.980422,0.202501,0.186882,-0.031355,0.959194,0.217440,0.193335,0.008000,0.975454,,,,0.197519,0.213858,-0.011262,0.164678,0.226969,-0.055395,,,,0.186754,0.240960,0.010440,0.202481,0.186948,-0.031208,0.217442,0.193267,0.007929
276,4.600000,0.402117,0.521473,0.199819,0.725562,0.085079,0.132952,0.039533,0.000128,0.201070,0.212497,-0.007971,0.996037,0.168892,0.226554,-0.052068,0.959298,0.085079,0.132956,0.039533,0.000000,0.190695,0.239619,0.013808,0.985498,0.205837,0.185643,-0.028277,0.957555,0.220617,0.191514,0.011229,0.975802,,,,0.201080,0.212487,-0.007978,0.168813,0.226557,-0.052210,,,,0.190723,0.239621,0.013859,0.205861,0.185732,-0.028134,0.220634,0.191429,0.011186
277,4.616667,0.409584,0.514065,0.198254,0.727100,0.086915,0.132906,0.041248,0.000135,0.204595,0.211017,-0.004446,0.989082,0.173017,0.226087,-0.048642,0.955710,0.086915,0.132910,0.041249,0.000000,0.194493,0.238070,0.017546,0.981030,0.209082,0.184309,-0.025007,0.954133,0.223633,0.189503,0.014679,0.975456,,,,0.204624,0.211028,-0.004476,0.172928,0.226082,-0.048795,,,,0.194528,0.238057,0.017612,0.209107,0.184407,-0.024854,0.223632,0.189412,0.014643
