Format Version,1.23,Take Name,brenda_ear2ear_007,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.16.53.602 AM,Total Frames in Take,429,Total Exported Frames,429,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
102,1.700000,0.053750,0.927430,0.219078,-0.298312,-0.004404,0.248084,0.128778,0.000362,-0.140694,0.297242,0.161128,0.683187,-0.145942,0.251099,0.193079,0.889480,-0.004405,0.248085,0.128782,0.000000,-0.126321,0.318627,0.186695,0.952130,-0.149969,0.274269,0.137837,0.957187,-0.139027,0.314944,0.131549,0.910479,-0.141342,0.298285,0.161439,-0.145831,0.250671,0.193084,,,,-0.126201,0.318581,0.186553,-0.149960,0.274099,0.137820,-0.138744,0.314746,0.131454
103,1.716667,0.053527,0.928165,0.217536,-0.297191,-0.004520,0.249012,0.128990,0.000373,-0.140934,0.298146,0.160850,0.684289,-0.146217,0.252100,0.192934,0.889893,-0.004521,0.249013,0.128994,0.000000,-0.126643,0.319625,0.186385,0.949936,-0.150130,0.275091,0.137610,0.953023,-0.139211,0.315755,0.131219,0.911930,-0.141578,0.299190,0.161148,-0.146102,0.251675,0.192949,,,,-0.126532,0.319569,0.186228,-0.150131,0.274904,0.137593,-0.138916,0.315580,0.131139
104,1.733333,0.055150,0.929925,0.212378,-0.295117,-0.004564,0.249772,0.129758,0.000159,-0.141059,0.299357,0.160553,0.000000,-0.146491,0.253687,0.193146,0.956002,-0.004565,0.249773,0.129762,0.000000,-0.126847,0.321120,0.185890,0.960980,-0.150187,0.276042,0.137546,0.943646,-0.139216,0.316623,0.130727,0.976993,,,,-0.146394,0.253782,0.193258,,,,-0.126892,0.321036,0.186013,-0.150310,0.276004,0.137362,-0.139145,0.316651,0.130676
105,1.750000,0.052499,0.929515,0.212549,-0.296764,-0.004757,0.251866,0.128912,0.000341,-0.141455,0.300633,0.160112,0.693921,-0.146566,0.254862,0.192614,0.894766,-0.004758,0.251868,0.128916,0.000000,-0.127307,0.322417,0.185467,0.955972,-0.150505,0.277320,0.137073,0.958249,-0.139772,0.317976,0.130322,0.907687,-0.142089,0.301644,0.160388,-0.146440,0.254460,0.192617,,,,-0.127198,0.322357,0.185343,-0.150510,0.277153,0.137064,-0.139479,0.317773,0.130225
106,1.766667,0.052203,0.930285,0.209983,-0.296231,-0.004819,0.253538,0.128925,0.000343,-0.141651,0.302195,0.159704,0.693921,-0.146716,0.256576,0.192427,0.894766,-0.004820,0.253539,0.128929,0.000000,-0.127578,0.324133,0.184969,0.955972,-0.150626,0.278750,0.136770,0.958249,-0.139962,0.319392,0.129830,0.907687,-0.142282,0.303189,0.159984,-0.146609,0.256151,0.192437,,,,-0.127453,0.324096,0.184832,-0.150607,0.278603,0.136754,-0.139690,0.319177,0.129741
107,1.783333,0.056688,0.931777,0.203885,-0.294974,-0.005020,0.254535,0.129269,0.000293,-0.141622,0.304339,0.159226,0.697640,-0.146942,0.259234,0.192614,0.890451,-0.005021,0.254537,0.129273,0.000000,-0.127455,0.326574,0.184174,0.952664,-0.150702,0.280604,0.136633,0.962594,-0.139826,0.321084,0.129102,0.910497,-0.142216,0.305148,0.159433,-0.146763,0.259157,0.192746,,,,-0.127357,0.326248,0.184133,-0.150660,0.280434,0.136394,-0.139606,0.320923,0.129063
108,1.800000,0.060416,0.931930,0.201184,-0.295604,-0.005252,0.255573,0.128703,0.000346,-0.141512,0.306286,0.158694,0.743788,-0.146962,0.261452,0.192423,0.941106,-0.005253,0.255575,0.128707,0.000000,-0.127158,0.328629,0.183440,0.914290,-0.150777,0.282436,0.136300,0.926079,-0.139718,0.322805,0.128445,0.931211,-0.142181,0.307136,0.158903,-0.146777,0.261441,0.192617,,,,-0.127076,0.328130,0.183349,-0.150650,0.282290,0.136078,-0.139527,0.322717,0.128379
109,1.816667,0.062115,0.932475,0.197966,-0.295706,-0.005321,0.257115,0.128503,0.000331,-0.141493,0.308201,0.158255,0.732438,-0.146964,0.263617,0.192312,0.937411,-0.005322,0.257117,0.128507,0.000000,-0.127091,0.330705,0.182826,0.873949,-0.150808,0.284200,0.136042,0.926881,-0.139710,0.324499,0.127886,0.941312,-0.142138,0.309033,0.158450,-0.146766,0.263652,0.192460,,,,-0.127020,0.330212,0.182745,-0.150709,0.284034,0.135823,-0.139506,0.324384,0.127864
110,1.833333,0.060580,0.932622,0.197089,-0.296144,-0.005134,0.259404,0.128070,0.000315,-0.141482,0.310025,0.157816,0.718821,-0.146785,0.265446,0.191907,0.894354,-0.005135,0.259405,0.128074,0.000000,-0.127154,0.332598,0.182367,0.953763,-0.150715,0.285974,0.135623,0.962589,-0.139763,0.326306,0.127435,0.910118,-0.142092,0.310932,0.158077,-0.146674,0.265039,0.191924,,,,-0.127030,0.332564,0.182235,-0.150707,0.285825,0.135615,-0.139478,0.326112,0.127333
111,1.850000,0.063075,0.933234,0.193915,-0.295792,-0.005132,0.260867,0.128211,0.000298,-0.141325,0.312102,0.157613,0.739665,-0.146742,0.267802,0.192047,0.894892,-0.005133,0.260868,0.128215,0.000000,-0.126924,0.334822,0.181985,0.966571,-0.150634,0.287908,0.135609,0.964163,-0.139571,0.328144,0.127107,0.899682,-0.141876,0.312960,0.157821,-0.146606,0.267404,0.192058,,,,-0.126827,0.334807,0.181894,-0.150687,0.287775,0.135602,-0.139255,0.327918,0.127007
112,1.866667,0.065911,0.933504,0.190405,-0.296602,-0.005258,0.262105,0.128202,0.000287,-0.141218,0.313972,0.157574,0.746707,-0.146662,0.269972,0.192387,0.897222,-0.005259,0.262106,0.128206,0.000000,-0.126682,0.336850,0.181716,0.968939,-0.150660,0.289625,0.135796,0.962245,-0.139507,0.329758,0.126932,0.894935,-0.141774,0.314798,0.157761,-0.146508,0.269591,0.192396,,,,-0.126593,0.336840,0.181630,-0.150737,0.289495,0.135785,-0.139166,0.329526,0.126850
113,1.883333,0.068787,0.934402,0.185124,-0.296463,-0.005498,0.263348,0.128821,0.000246,-0.141315,0.315857,0.157706,0.746707,-0.146819,0.272288,0.193047,0.897222,-0.005498,0.263350,0.128825,0.000000,-0.126705,0.338990,0.181560,0.968939,-0.150832,0.291273,0.136230,0.962245,-0.139601,0.331273,0.126876,0.894935,-0.141850,0.316538,0.157861,-0.146619,0.272179,0.193174,,,,-0.126630,0.338744,0.181552,-0.150860,0.291138,0.136023,-0.139329,0.331105,0.126814
114,1.900000,0.069069,0.934786,0.182464,-0.296836,-0.005604,0.265108,0.129066,0.000257,-0.141459,0.317600,0.157805,0.780199,-0.146876,0.274209,0.193378,0.934896,-0.005605,0.265110,0.129070,0.000000,-0.126856,0.340875,0.181523,0.935607,-0.150966,0.292892,0.136466,0.937963,-0.139793,0.332856,0.126893,0.918718,-0.141973,0.318283,0.157928,-0.146679,0.274098,0.193525,,,,-0.126790,0.340619,0.181509,-0.150995,0.292763,0.136252,-0.139527,0.332688,0.126853
115,1.916667,0.066394,0.934374,0.182727,-0.298576,-0.005543,0.267612,0.128640,0.000289,-0.141609,0.319295,0.157844,0.784141,-0.146702,0.275788,0.193323,0.932393,-0.005544,0.267614,0.128643,0.000000,-0.127072,0.342591,0.181584,0.933858,-0.151035,0.294589,0.136468,0.937129,-0.140102,0.334637,0.126967,0.920682,-0.142144,0.320116,0.158024,-0.146564,0.275397,0.193362,,,,-0.126981,0.342563,0.181491,-0.151083,0.294474,0.136460,-0.139791,0.334418,0.126865
116,1.933333,0.070932,0.935137,0.176596,-0.298832,-0.005664,0.269126,0.128909,0.000863,-0.141416,0.321855,0.157700,0.750895,-0.146619,0.278888,0.193815,0.895848,-0.005664,0.269128,0.128912,0.000000,-0.126712,0.345423,0.181066,0.966750,-0.151009,0.296887,0.136706,0.968784,-0.139916,0.336743,0.126601,0.901472,-0.141516,0.323330,0.156815,-0.146579,0.278463,0.194092,,,,,,,-0.151109,0.296641,0.136694,-0.139795,0.336505,0.126882
117,1.950000,0.072221,0.935253,0.173926,-0.299726,-0.005623,0.271291,0.128962,0.000597,-0.141279,0.324250,0.157784,0.517423,-0.146415,0.281491,0.194155,0.903118,-0.005623,0.271293,0.128965,0.000000,-0.126507,0.347943,0.180979,0.911542,-0.150936,0.299168,0.136955,0.945680,-0.139849,0.338960,0.126597,0.937583,-0.141306,0.325874,0.156740,-0.146299,0.281282,0.194460,,,,-0.126589,0.347647,0.181155,-0.151069,0.299002,0.136911,-0.139735,0.338771,0.126712
118,1.966667,0.077382,0.935369,0.169610,-0.300550,-0.005699,0.273074,0.128858,0.000606,-0.140881,0.327268,0.157613,0.506748,-0.146162,0.284950,0.194476,0.907647,-0.005700,0.273076,0.128862,0.000000,-0.125859,0.351115,0.180487,0.912262,-0.150788,0.302023,0.137101,0.940707,-0.139474,0.341622,0.126259,0.937634,-0.140838,0.328899,0.156504,-0.146046,0.284752,0.194765,,,,-0.125955,0.350839,0.180680,-0.150949,0.301850,0.137073,-0.139357,0.341433,0.126373
119,1.983333,0.079842,0.935071,0.167615,-0.301949,-0.005493,0.275552,0.128553,0.000656,-0.140399,0.330289,0.157573,0.465554,-0.145660,0.288168,0.194663,0.887071,-0.005494,0.275554,0.128556,0.000000,-0.125217,0.354203,0.180271,0.948752,-0.150462,0.304974,0.137224,0.918617,-0.139074,0.344485,0.126144,0.922330,-0.140272,0.332064,0.156389,-0.145572,0.287757,0.194828,,,,-0.125306,0.354193,0.180455,-0.150714,0.304846,0.137387,-0.138877,0.344245,0.126159
120,2.000000,0.086682,0.935160,0.161199,-0.303278,-0.005563,0.276957,0.128908,0.000632,-0.139833,0.333294,0.157816,0.465554,-0.145232,0.291815,0.195604,0.887071,-0.005564,0.276959,0.128911,0.000000,-0.124318,0.357437,0.180042,0.948752,-0.150227,0.307745,0.137932,0.918617,-0.138571,0.346977,0.126157,0.922330,-0.139662,0.334900,0.156519,-0.145093,0.291680,0.195879,,,,-0.124437,0.357175,0.180337,-0.150443,0.307586,0.137908,-0.138455,0.346775,0.126224
121,2.016667,0.093606,0.934219,0.159244,-0.305145,-0.005436,0.278131,0.128875,0.000622,-0.138865,0.336195,0.158258,0.482190,-0.144480,0.295053,0.196380,0.915776,-0.005437,0.278133,0.128878,0.000000,-0.122930,0.360319,0.180205,0.896974,-0.149679,0.310622,0.138629,0.932745,-0.137659,0.349634,0.126493,0.939655,-0.138714,0.337780,0.156904,-0.144350,0.294872,0.196680,,,,-0.123050,0.360071,0.180477,-0.149869,0.310534,0.138629,-0.137550,0.349414,0.126548
122,2.033333,0.100846,0.932863,0.158473,-0.307380,-0.005272,0.278992,0.128907,0.000654,-0.137736,0.338880,0.158985,0.477543,-0.143583,0.298002,0.197356,0.906686,-0.005272,0.278995,0.128910,0.000000,-0.121335,0.362910,0.180692,0.903179,-0.149018,0.313349,0.139567,0.947734,-0.136599,0.352145,0.127145,0.937023,-0.137520,0.340470,0.157596,-0.143422,0.297825,0.197643,,,,-0.121504,0.362691,0.180892,-0.149316,0.313166,0.139566,-0.136390,0.352007,0.127284
123,2.050000,0.106766,0.931211,0.158018,-0.310610,-0.005292,0.279876,0.128828,0.000646,-0.136870,0.341194,0.159895,0.469461,-0.142782,0.300503,0.198454,0.906662,-0.005293,0.279878,0.128832,0.000000,-0.120033,0.365128,0.181372,0.914645,-0.148583,0.315715,0.140665,0.912488,-0.135888,0.354343,0.128002,0.928338,-0.136594,0.342785,0.158398,-0.142621,0.300323,0.198737,,,,-0.120239,0.364887,0.181534,-0.148865,0.315614,0.140716,-0.135676,0.354200,0.128132
124,2.066667,0.110148,0.929765,0.157255,-0.314127,-0.005250,0.281181,0.128763,0.000621,-0.136244,0.343233,0.160827,0.452956,-0.142024,0.302660,0.199531,0.910040,-0.005250,0.281184,0.128767,0.000000,-0.119101,0.367131,0.182102,0.911207,-0.148251,0.317769,0.141759,0.930273,-0.135473,0.356303,0.128896,0.915281,-0.136056,0.344823,0.159336,-0.141846,0.302491,0.199794,,,,-0.119290,0.366905,0.182300,-0.148524,0.317718,0.141784,-0.135269,0.356075,0.129041
125,2.083333,0.114401,0.928384,0.156169,-0.317218,-0.005296,0.282331,0.128752,0.000650,-0.135614,0.345355,0.161663,0.433384,-0.141342,0.304959,0.200558,0.906133,-0.005297,0.282333,0.128755,0.000000,-0.118141,0.369215,0.182710,0.916946,-0.147943,0.319903,0.142785,0.922119,-0.135019,0.358307,0.129679,0.924923,-0.135273,0.346986,0.160127,-0.141180,0.304757,0.200831,,,,-0.118345,0.369025,0.182890,-0.148246,0.319841,0.142826,-0.134808,0.358121,0.129786
126,2.100000,0.117951,0.927382,0.154139,-0.319829,-0.005277,0.283682,0.128864,0.000663,-0.135062,0.347490,0.162368,0.410001,-0.140704,0.307319,0.201510,0.910920,-0.005277,0.283684,0.128867,0.000000,-0.117328,0.371374,0.183169,0.921458,-0.147644,0.322000,0.143708,0.921206,-0.134632,0.360275,0.130315,0.926643,-0.134649,0.349153,0.160745,-0.140548,0.307124,0.201763,,,,-0.117536,0.371207,0.183336,-0.147951,0.321952,0.143761,-0.134419,0.360099,0.130415
127,2.116667,0.121306,0.926463,0.151977,-0.322265,-0.005182,0.285205,0.128947,0.000684,-0.134466,0.349749,0.162973,0.378577,-0.140020,0.309811,0.202364,0.917564,-0.005183,0.285207,0.128950,0.000000,-0.116492,0.373665,0.183528,0.919291,-0.147281,0.324216,0.144533,0.918262,-0.134195,0.362363,0.130850,0.924492,-0.133966,0.351478,0.161259,-0.139846,0.309649,0.202593,,,,-0.116716,0.373505,0.183697,-0.147606,0.324204,0.144571,-0.133972,0.362176,0.130931
128,2.133333,0.123607,0.925676,0.148904,-0.325072,-0.005029,0.287085,0.128900,0.000700,-0.133963,0.352053,0.163444,0.378577,-0.139298,0.312371,0.203123,0.917564,-0.005030,0.287087,0.128903,0.000000,-0.115804,0.376068,0.183721,0.919291,-0.146950,0.326426,0.145256,0.918262,-0.133901,0.364466,0.131242,0.924492,-0.133420,0.353796,0.161663,-0.139125,0.312216,0.203349,,,,-0.116025,0.375923,0.183880,-0.147269,0.326445,0.145278,-0.133684,0.364267,0.131324
129,2.150000,0.124635,0.925235,0.146169,-0.327172,-0.004832,0.289192,0.129041,0.000099,-0.133612,0.354286,0.163920,0.362286,-0.138727,0.314804,0.203827,0.918982,-0.004833,0.289194,0.129045,0.000000,-0.115359,0.378410,0.183980,0.922797,-0.146683,0.328562,0.145929,0.920091,-0.133722,0.366534,0.131655,0.923675,,,,-0.138533,0.314746,0.203938,,,,-0.115537,0.378401,0.183997,-0.146956,0.328710,0.145851,-0.133465,0.366453,0.131605
130,2.166667,0.126993,0.924563,0.142945,-0.329581,-0.004497,0.291555,0.128824,0.000729,-0.132940,0.357105,0.164086,0.000000,-0.137866,0.317900,0.204289,0.942207,-0.004497,0.291557,0.128827,0.000000,-0.114518,0.381332,0.183866,0.955152,-0.146170,0.331284,0.146352,0.919892,-0.133236,0.369137,0.131741,0.931419,-0.132247,0.358871,0.162059,-0.137683,0.317769,0.204493,,,,-0.114744,0.381231,0.183989,-0.146503,0.331330,0.146368,-0.132987,0.368999,0.131770
131,2.183333,0.129770,0.923946,0.138258,-0.332218,-0.004000,0.293985,0.128691,0.000773,-0.132091,0.360063,0.164249,0.305855,-0.136780,0.321255,0.204864,0.923998,-0.004000,0.293987,0.128694,0.000000,-0.113491,0.384452,0.183661,0.931132,-0.145485,0.334092,0.146863,0.915757,-0.132604,0.371783,0.131793,0.928538,-0.131294,0.361926,0.162133,-0.136592,0.321155,0.205041,,,,-0.113700,0.384388,0.183751,-0.145805,0.334176,0.146819,-0.132360,0.371637,0.131826
132,2.200000,0.143550,0.919943,0.136198,-0.338449,-0.004724,0.293725,0.127047,0.000169,-0.130554,0.363148,0.164263,0.000000,-0.135389,0.324871,0.205361,0.961451,-0.004724,0.293728,0.127050,0.000000,-0.111033,0.387287,0.183073,0.000000,-0.144872,0.337326,0.147398,0.960680,-0.131399,0.374552,0.131701,0.997394,,,,-0.135362,0.324843,0.205510,,,,,,,-0.144904,0.337345,0.147246,-0.131395,0.374560,0.131704
133,2.216667,0.135382,0.924139,0.126857,-0.333986,-0.001763,0.299371,0.129419,0.000073,-0.129434,0.366596,0.164331,0.000000,-0.133895,0.328802,0.205915,0.980861,-0.001763,0.299373,0.129423,0.000000,-0.110634,0.391408,0.182999,0.979772,-0.143018,0.340241,0.147685,0.000000,-0.130172,0.377523,0.131603,0.978075,,,,-0.133882,0.328790,0.205989,,,,-0.110671,0.391346,0.182964,-0.154246,0.359622,0.155055,-0.130147,0.377598,0.131564
134,2.233333,0.143026,0.922523,0.122745,-0.336792,-0.001075,0.301246,0.129113,0.000084,-0.127662,0.370289,0.164423,0.000000,-0.132150,0.333027,0.206482,0.977268,-0.001075,0.301249,0.129117,0.000000,-0.108414,0.395102,0.182628,0.976985,-0.141692,0.343897,0.148211,0.000000,-0.128586,0.380847,0.131579,0.972871,,,,-0.132132,0.333017,0.206570,,,,-0.108458,0.395026,0.182600,-0.152751,0.362937,0.155202,-0.128560,0.380933,0.131518
135,2.250000,0.151723,0.920546,0.118726,-0.339822,-0.000431,0.302875,0.128926,0.000057,-0.125733,0.373999,0.164686,0.000000,-0.130276,0.337301,0.207232,0.985726,-0.000431,0.302877,0.128930,0.000000,-0.105975,0.398769,0.182396,0.984026,-0.140273,0.347605,0.148934,0.000000,-0.126856,0.384178,0.131729,0.983674,,,,-0.130265,0.337293,0.207287,,,,-0.106007,0.398722,0.182368,-0.151221,0.366507,0.155551,-0.126835,0.384233,0.131701
136,2.266667,0.163474,0.916701,0.116074,-0.345632,-0.000683,0.303989,0.127954,0.000162,-0.123945,0.377923,0.165075,0.000000,-0.128480,0.341750,0.208069,0.985726,-0.000682,0.303991,0.127957,0.000000,-0.103409,0.402475,0.182193,0.984026,-0.139264,0.351664,0.149844,0.000000,-0.125429,0.387791,0.132038,0.983674,-0.124439,0.378409,0.165083,-0.128189,0.341551,0.208186,,,,-0.103448,0.402359,0.182199,-0.139447,0.351754,0.149785,-0.125004,0.387529,0.131966
137,2.283333,0.172079,0.914022,0.111786,-0.349939,-0.000028,0.305535,0.127837,0.000151,-0.121847,0.381465,0.165687,0.826816,-0.126269,0.345858,0.209163,0.907078,-0.000028,0.305537,0.127840,0.000000,-0.100778,0.405952,0.182243,0.969253,-0.137695,0.355227,0.150970,0.946738,-0.123643,0.390965,0.132557,0.873838,-0.122285,0.381933,0.165727,-0.125990,0.345647,0.209250,,,,-0.100833,0.405867,0.182246,-0.137890,0.355348,0.150928,-0.123234,0.390674,0.132470
138,2.300000,0.179066,0.911536,0.108145,-0.354037,0.000798,0.307069,0.127979,0.000081,-0.119781,0.384598,0.166555,0.839476,-0.124036,0.349453,0.210421,0.909944,0.000798,0.307072,0.127982,0.000000,-0.098267,0.409025,0.182620,0.974609,-0.136070,0.358384,0.152283,0.941733,-0.121881,0.393799,0.133358,0.872539,,,,-0.123814,0.349349,0.210500,,,,-0.098469,0.409069,0.182659,-0.136394,0.358578,0.152262,-0.121578,0.393665,0.133260
139,2.316667,0.185232,0.908600,0.106035,-0.359016,0.001528,0.308715,0.128041,0.000105,-0.117772,0.387637,0.167751,0.000000,-0.121785,0.352787,0.211875,0.932736,0.001528,0.308718,0.128044,0.000000,-0.095811,0.411944,0.183387,0.944415,-0.134503,0.361502,0.153849,0.898577,-0.120224,0.396668,0.134532,0.907532,,,,-0.121570,0.352640,0.211943,,,,-0.096020,0.412015,0.183415,-0.134809,0.361768,0.153856,-0.119923,0.396478,0.134429
140,2.333333,0.193261,0.904721,0.105354,-0.364735,0.002185,0.309940,0.128004,0.000111,-0.115358,0.390722,0.169182,0.000000,-0.119199,0.356108,0.213507,0.932107,0.002186,0.309942,0.128007,0.000000,-0.092818,0.414773,0.184383,0.943784,-0.132670,0.364775,0.155644,0.896826,-0.118184,0.399656,0.135967,0.906390,,,,-0.118984,0.355956,0.213572,,,,-0.093026,0.414854,0.184407,-0.132978,0.365050,0.155645,-0.117883,0.399453,0.135877
141,2.350000,0.202128,0.900271,0.104499,-0.371127,0.002771,0.311041,0.127957,0.000115,-0.112766,0.393858,0.170741,0.000000,-0.116396,0.359508,0.215288,0.929820,0.002772,0.311044,0.127960,0.000000,-0.089594,0.417617,0.185443,0.941723,-0.130712,0.368129,0.157622,0.891929,-0.116017,0.402687,0.137536,0.901533,,,,-0.116182,0.359335,0.215342,,,,-0.089799,0.417723,0.185471,-0.131024,0.368427,0.157636,-0.115713,0.402456,0.137440
142,2.366667,0.205891,0.898264,0.101612,-0.374709,0.004687,0.313075,0.128899,0.000062,-0.110033,0.396696,0.172313,0.000000,-0.113382,0.362636,0.217104,0.985162,0.004687,0.313078,0.128902,0.000000,-0.086606,0.420435,0.186639,0.990189,-0.128229,0.370972,0.159530,0.000000,-0.113572,0.405338,0.139088,0.989034,,,,-0.113384,0.362605,0.217154,,,,-0.086623,0.420429,0.186604,,,,-0.113553,0.405374,0.139073
143,2.383333,0.210602,0.894825,0.099477,-0.380841,0.005633,0.314803,0.129067,0.000060,-0.107814,0.399410,0.173893,0.000000,-0.110709,0.365557,0.218873,0.985162,0.005634,0.314806,0.129070,0.000000,-0.084003,0.423040,0.187756,0.990189,-0.126385,0.373763,0.161500,0.000000,-0.111805,0.407940,0.140691,0.989034,,,,-0.110710,0.365526,0.218924,,,,-0.084017,0.423036,0.187727,,,,-0.111790,0.407975,0.140668
144,2.400000,0.213421,0.892860,0.095595,-0.384857,0.007015,0.316791,0.129716,0.000072,-0.105761,0.401953,0.175176,0.000000,-0.108237,0.368423,0.220422,0.984984,0.007016,0.316794,0.129719,0.000000,-0.081752,0.425629,0.188614,0.991833,-0.124519,0.376260,0.163166,0.000000,-0.110095,0.410259,0.141961,0.988930,,,,-0.108245,0.368383,0.220471,,,,-0.081762,0.425639,0.188569,,,,-0.110076,0.410290,0.141957
145,2.416667,0.219348,0.889687,0.092124,-0.389688,0.008156,0.318344,0.130100,0.000061,-0.103277,0.404812,0.176401,0.000000,-0.105409,0.371669,0.221948,0.983974,0.008157,0.318346,0.130103,0.000000,-0.078889,0.428393,0.189316,0.988196,-0.122409,0.379182,0.164858,0.000000,-0.107997,0.412888,0.143181,0.990882,,,,-0.105409,0.371639,0.222000,,,,-0.078906,0.428387,0.189284,,,,-0.107980,0.412924,0.143160
146,2.433333,0.225845,0.886023,0.088858,-0.395047,0.009278,0.319771,0.130243,0.000063,-0.100612,0.407673,0.177522,0.000000,-0.102375,0.374907,0.223357,0.984979,0.009279,0.319774,0.130246,0.000000,-0.075808,0.431116,0.189883,0.990856,-0.120160,0.382141,0.166470,0.000000,-0.105754,0.415535,0.144313,0.988712,,,,-0.102377,0.374872,0.223413,,,,-0.075817,0.431119,0.189858,,,,-0.105743,0.415568,0.144283
147,2.450000,0.233459,0.882140,0.086025,-0.399907,0.010359,0.320977,0.130319,0.000075,-0.097770,0.410592,0.178435,0.000000,-0.099271,0.378220,0.224558,0.981328,0.010360,0.320979,0.130322,0.000000,-0.072510,0.433829,0.190247,0.990331,-0.117783,0.385211,0.167874,0.000000,-0.103294,0.418248,0.145239,0.987408,,,,-0.099274,0.378181,0.224621,,,,-0.072525,0.433830,0.190211,,,,-0.103277,0.418286,0.145212
148,2.466667,0.242137,0.878021,0.082685,-0.404490,0.011280,0.321946,0.130402,0.000064,-0.094902,0.413521,0.179159,0.000000,-0.096177,0.381631,0.225623,0.982907,0.011281,0.321949,0.130404,0.000000,-0.069157,0.436522,0.190372,0.992786,-0.115412,0.388317,0.169143,0.000000,-0.100801,0.420924,0.145971,0.987060,,,,-0.096176,0.381598,0.225683,,,,-0.069171,0.436519,0.190347,,,,-0.100788,0.420960,0.145936
149,2.483333,0.250781,0.873629,0.080215,-0.409202,0.012192,0.322841,0.130294,0.000054,-0.091935,0.416353,0.179801,0.000000,-0.092997,0.384867,0.226546,0.985264,0.012193,0.322844,0.130297,0.000000,-0.065701,0.439067,0.190449,0.989084,-0.112951,0.391369,0.170294,0.000000,-0.098208,0.423568,0.146640,0.986057,,,,-0.092987,0.384849,0.226601,,,,-0.065730,0.439044,0.190426,,,,-0.098189,0.423610,0.146608
150,2.500000,0.259179,0.869272,0.076337,-0.413962,0.013200,0.323741,0.130214,0.000060,-0.088951,0.419111,0.180289,0.000000,-0.089705,0.388133,0.227378,0.983956,0.013201,0.323744,0.130217,0.000000,-0.062268,0.441593,0.190296,0.993702,-0.110428,0.394305,0.171367,0.000000,-0.095635,0.426060,0.147151,0.988568,,,,-0.089705,0.388102,0.227433,,,,-0.062278,0.441594,0.190273,,,,-0.095625,0.426091,0.147119
151,2.516667,0.266940,0.865226,0.071928,-0.418275,0.014389,0.324677,0.130171,0.000059,-0.085957,0.421754,0.180615,0.000000,-0.086381,0.391314,0.228057,0.983956,0.014390,0.324679,0.130174,0.000000,-0.058883,0.444041,0.189986,0.993702,-0.107837,0.397095,0.172281,0.000000,-0.093039,0.428409,0.147499,0.988568,,,,-0.086388,0.391278,0.228107,,,,-0.058880,0.444057,0.189962,,,,-0.093034,0.428429,0.147472
152,2.533333,0.274334,0.861309,0.068278,-0.422168,0.015439,0.325569,0.130130,0.000074,-0.083145,0.424267,0.180904,0.000000,-0.083289,0.394299,0.228648,0.984417,0.015440,0.325572,0.130133,0.000000,-0.055702,0.446336,0.189701,0.993000,-0.105406,0.399777,0.173100,0.000000,-0.090584,0.430677,0.147819,0.991392,,,,-0.083294,0.394257,0.228714,,,,-0.055702,0.446351,0.189675,,,,-0.090578,0.430705,0.147779
153,2.550000,0.277117,0.859643,0.063725,-0.424451,0.017030,0.327142,0.130393,0.000088,-0.080983,0.426434,0.181112,0.000000,-0.080779,0.396883,0.229114,0.980340,0.017032,0.327144,0.130395,0.000000,-0.053434,0.448536,0.189491,0.992498,-0.103345,0.401913,0.173705,0.000000,-0.088684,0.432568,0.148034,0.987785,,,,-0.080792,0.396833,0.229181,,,,-0.053421,0.448566,0.189462,,,,-0.088684,0.432588,0.147995
154,2.566667,0.280843,0.857959,0.060002,-0.425950,0.018284,0.328483,0.130713,0.000078,-0.079000,0.428596,0.181222,0.000000,-0.078599,0.399454,0.229473,0.981405,0.018285,0.328485,0.130716,0.000000,-0.051310,0.450657,0.189232,0.990595,-0.101507,0.404102,0.174171,0.000000,-0.086894,0.434478,0.148144,0.990288,,,,-0.078609,0.399410,0.229532,,,,-0.051299,0.450683,0.189207,,,,-0.086894,0.434496,0.148109
155,2.583333,0.285678,0.855462,0.056654,-0.428210,0.019334,0.329646,0.130726,0.000084,-0.076860,0.430814,0.181219,0.000000,-0.076240,0.402070,0.229705,0.979203,0.019336,0.329649,0.130728,0.000000,-0.048960,0.452757,0.188811,0.990680,-0.099586,0.406413,0.174562,0.000000,-0.084996,0.436475,0.148161,0.988346,,,,-0.076249,0.402024,0.229774,,,,-0.048952,0.452781,0.188783,,,,-0.084995,0.436498,0.148120
