Format Version,1.23,Take Name,pinkhead_nziz_004,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.14.34.198 AM,Total Frames in Take,337,Total Exported Frames,337,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
34,0.566667,-0.279166,0.012716,-0.788041,-0.548539,0.043078,0.130807,0.209048,0.000159,0.020232,0.208067,0.333735,0.940715,0.023820,0.254248,0.301611,0.947062,0.043074,0.130808,0.209048,0.000000,-0.015467,0.202800,0.329811,0.947037,0.053934,0.212343,0.332299,0.928440,0.032365,0.180472,0.350539,0.934026,,,,0.020216,0.207831,0.333713,0.023839,0.254345,0.301423,,,,-0.015402,0.202982,0.329896,0.053789,0.212551,0.332430,0.032443,0.180220,0.350532
35,0.583333,-0.279590,0.015268,-0.788330,-0.547844,0.043018,0.130909,0.209015,0.000182,0.019884,0.207562,0.334024,0.944162,0.023546,0.253899,0.302133,0.943688,0.043015,0.130911,0.209016,0.000000,-0.015806,0.202314,0.329992,0.944175,0.053590,0.211844,0.332686,0.922967,0.031978,0.179886,0.350721,0.920322,,,,0.019878,0.207339,0.334009,0.023559,0.253997,0.301931,,,,-0.015737,0.202509,0.330075,0.053444,0.212085,0.332813,0.032047,0.179575,0.350727
36,0.600000,-0.279867,0.017501,-0.788690,-0.547116,0.042977,0.130982,0.209022,0.000179,0.019540,0.207099,0.334301,0.949054,0.023259,0.253572,0.302615,0.943852,0.042973,0.130984,0.209023,0.000000,-0.016140,0.201858,0.330168,0.945974,0.053247,0.211397,0.333057,0.928126,0.031605,0.179356,0.350909,0.920051,,,,0.019516,0.206897,0.334294,0.023266,0.253670,0.302413,,,,-0.016070,0.202047,0.330245,0.053122,0.211623,0.333184,0.031677,0.179045,0.350914
37,0.616667,-0.279950,0.019963,-0.789012,-0.546524,0.042946,0.131035,0.209018,0.000170,0.019169,0.206615,0.334557,0.945139,0.022979,0.253223,0.303081,0.944098,0.042942,0.131036,0.209019,0.000000,-0.016500,0.201395,0.330303,0.950072,0.052880,0.210916,0.333425,0.929157,0.031186,0.178800,0.351079,0.927460,,,,0.019157,0.206396,0.334549,0.023000,0.253330,0.302886,,,,-0.016448,0.201570,0.330386,0.052749,0.211135,0.333548,0.031256,0.178519,0.351079
38,0.633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018820,0.205924,0.334804,0.022722,0.252990,0.303346,,,,-0.016747,0.201131,0.330540,0.052391,0.210671,0.333905,0.030895,0.177967,0.351252
39,0.650000,-0.281264,0.024171,-0.789798,-0.544541,0.042868,0.131272,0.208923,0.000181,0.018582,0.205661,0.335075,0.945139,0.022409,0.252561,0.304039,0.944098,0.042864,0.131274,0.208923,0.000000,-0.017065,0.200420,0.330664,0.950072,0.052288,0.210027,0.334086,0.929157,0.030596,0.177716,0.351379,0.927460,,,,0.018575,0.205424,0.335070,0.022422,0.252683,0.303833,,,,-0.017016,0.200607,0.330744,0.052159,0.210250,0.334213,0.030669,0.177421,0.351382
40,0.666667,-0.282064,0.026006,-0.790209,-0.543446,0.042929,0.131301,0.208927,0.000186,0.018427,0.205108,0.335378,0.940828,0.022230,0.252148,0.304551,0.940020,0.042926,0.131302,0.208928,0.000000,-0.017209,0.199845,0.330908,0.947705,0.052129,0.209519,0.334442,0.928247,0.030458,0.177107,0.351572,0.923986,,,,0.018410,0.204880,0.335367,0.022225,0.252260,0.304344,,,,-0.017134,0.200050,0.330987,0.052007,0.209744,0.334577,0.030526,0.176792,0.351576
41,0.683333,-0.283273,0.028116,-0.790533,-0.542240,0.042988,0.131328,0.208951,0.000175,0.018322,0.204435,0.335777,0.942776,0.022091,0.251642,0.305202,0.941149,0.042984,0.131329,0.208951,0.000000,-0.017305,0.199155,0.331256,0.942007,0.052020,0.208889,0.334885,0.927543,0.030375,0.176361,0.351829,0.919535,,,,0.018314,0.204211,0.335774,0.022097,0.251747,0.305002,,,,-0.017223,0.199344,0.331341,0.051893,0.209125,0.335009,0.030422,0.176055,0.351823
42,0.700000,-0.285569,0.030993,-0.790524,-0.540889,0.042963,0.131443,0.208922,0.000176,0.018308,0.203542,0.336326,0.944210,0.022034,0.250989,0.306119,0.942681,0.042960,0.131444,0.208923,0.000000,-0.017317,0.198276,0.331780,0.948807,0.052003,0.208024,0.335454,0.928278,0.030386,0.175352,0.352153,0.925753,,,,0.018303,0.203319,0.336314,0.022052,0.251106,0.305923,,,,-0.017259,0.198452,0.331865,0.051864,0.208241,0.335580,0.030455,0.175063,0.352150
43,0.716667,-0.287947,0.034631,-0.789957,-0.540236,0.042889,0.131530,0.208916,0.000186,0.018356,0.202552,0.336948,0.943877,0.022151,0.250255,0.307156,0.940879,0.042886,0.131532,0.208917,0.000000,-0.017278,0.197379,0.332360,0.950197,0.052058,0.206990,0.336111,0.930765,0.030393,0.174206,0.352527,0.924125,,,,0.018341,0.202328,0.336944,0.022171,0.250387,0.306961,,,,-0.017220,0.197554,0.332435,0.051914,0.207198,0.336224,0.030473,0.173913,0.352537
44,0.733333,-0.289759,0.038744,-0.789096,-0.540246,0.042899,0.131574,0.208917,0.000193,0.018452,0.201582,0.337521,0.939683,0.022431,0.249524,0.308141,0.939562,0.042895,0.131576,0.208917,0.000000,-0.017194,0.196562,0.332851,0.942224,0.052168,0.205920,0.336759,0.924974,0.030380,0.173066,0.352871,0.916465,,,,0.018449,0.201341,0.337514,0.022431,0.249652,0.307935,,,,-0.017117,0.196765,0.332932,0.052038,0.206160,0.336884,0.030437,0.172737,0.352879
45,0.750000,-0.291267,0.042020,-0.788370,-0.540250,0.042911,0.131602,0.208931,0.000192,0.018548,0.200790,0.337995,0.933771,0.022672,0.248922,0.308946,0.939734,0.042908,0.131604,0.208932,0.000000,-0.017107,0.195894,0.333264,0.941389,0.052276,0.205046,0.337287,0.925366,0.030392,0.172139,0.353158,0.918176,,,,0.018518,0.200527,0.337981,0.022682,0.249053,0.308744,,,,-0.017039,0.196103,0.333345,0.052152,0.205286,0.337414,0.030469,0.171821,0.353165
46,0.766667,-0.292104,0.044824,-0.788024,-0.540078,0.043081,0.131669,0.208950,0.000190,0.018635,0.200192,0.338352,0.933771,0.022884,0.248475,0.309573,0.939734,0.043077,0.131671,0.208951,0.000000,-0.017020,0.195382,0.333541,0.941389,0.052371,0.204396,0.337719,0.925366,0.030408,0.171439,0.353377,0.918176,,,,0.018616,0.199946,0.338344,0.022891,0.248608,0.309369,,,,-0.016940,0.195579,0.333626,0.052237,0.204622,0.337850,0.030474,0.171128,0.353373
47,0.783333,-0.293169,0.046985,-0.787106,-0.540656,0.042978,0.131723,0.208914,0.000197,0.018734,0.199763,0.338608,0.938288,0.023133,0.248156,0.310037,0.939028,0.042975,0.131724,0.208915,0.000000,-0.016936,0.195083,0.333774,0.942735,0.052483,0.203866,0.337995,0.926504,0.030417,0.170910,0.353509,0.920415,,,,0.018704,0.199520,0.338610,0.023148,0.248295,0.309828,,,,-0.016860,0.195276,0.333859,0.052357,0.204106,0.338119,0.030482,0.170581,0.353508
48,0.800000,-0.293612,0.049251,-0.786187,-0.541550,0.042980,0.131782,0.208900,0.000197,0.018839,0.199444,0.338812,0.938717,0.023449,0.247923,0.310421,0.937193,0.042976,0.131784,0.208901,0.000000,-0.016842,0.194913,0.333921,0.944131,0.052603,0.203424,0.338251,0.925465,0.030399,0.170494,0.353622,0.916297,,,,0.018812,0.199202,0.338806,0.023454,0.248067,0.310212,,,,-0.016774,0.195109,0.334004,0.052489,0.203651,0.338383,0.030465,0.170168,0.353622
49,0.816667,-0.294060,0.051334,-0.785439,-0.542199,0.043014,0.131843,0.208891,0.000211,0.018940,0.199128,0.339010,0.935624,0.023725,0.247690,0.310791,0.932605,0.043011,0.131844,0.208891,0.000000,-0.016749,0.194721,0.334066,0.941640,0.052717,0.203008,0.338498,0.925940,0.030397,0.170092,0.353732,0.913324,,,,0.018914,0.198872,0.339016,0.023732,0.247851,0.310575,,,,-0.016661,0.194922,0.334146,0.052586,0.203244,0.338620,0.030458,0.169751,0.353741
50,0.833333,-0.294315,0.053031,-0.784898,-0.542680,0.043072,0.131880,0.208898,0.000199,0.019014,0.198867,0.339173,0.941536,0.023942,0.247495,0.311092,0.937293,0.043069,0.131881,0.208898,0.000000,-0.016680,0.194556,0.334180,0.942276,0.052800,0.202671,0.338708,0.924226,0.030388,0.169766,0.353829,0.913792,,,,0.018986,0.198635,0.339183,0.023954,0.247631,0.310881,,,,-0.016591,0.194753,0.334262,0.052663,0.202910,0.338835,0.030451,0.169427,0.353820
51,0.850000,-0.294555,0.054838,-0.784544,-0.542882,0.043115,0.132068,0.208845,0.000205,0.018996,0.198704,0.339289,0.936647,0.024047,0.247408,0.311361,0.934930,0.043112,0.132070,0.208845,0.000000,-0.016698,0.194471,0.334234,0.941017,0.052790,0.202450,0.338882,0.927463,0.030300,0.169539,0.353872,0.916927,,,,0.018957,0.198454,0.339284,0.024057,0.247563,0.311152,,,,-0.016604,0.194670,0.334317,0.052650,0.202670,0.339010,0.030375,0.169215,0.353876
52,0.866667,-0.294520,0.056573,-0.784190,-0.543234,0.043093,0.132217,0.208834,0.000211,0.018884,0.198573,0.339405,0.932631,0.024077,0.247336,0.311608,0.930825,0.043089,0.132219,0.208835,0.000000,-0.016811,0.194422,0.334279,0.944368,0.052685,0.202253,0.339064,0.925096,0.030106,0.169348,0.353934,0.915125,,,,0.018880,0.198303,0.339402,0.024092,0.247508,0.311392,,,,-0.016751,0.194619,0.334362,0.052546,0.202486,0.339192,0.030174,0.169016,0.353942
53,0.883333,-0.294526,0.058768,-0.784009,-0.543259,0.043130,0.132469,0.208820,0.000199,0.018725,0.198410,0.339565,0.932631,0.024056,0.247261,0.311948,0.930825,0.043126,0.132470,0.208821,0.000000,-0.016963,0.194331,0.334344,0.944368,0.052533,0.202040,0.339312,0.925096,0.029870,0.169118,0.354017,0.915125,,,,0.018716,0.198151,0.339560,0.024070,0.247405,0.311741,,,,-0.016888,0.194535,0.334431,0.052395,0.202285,0.339443,0.029929,0.168785,0.354013
54,0.900000,-0.294608,0.060993,-0.784144,-0.542774,0.043200,0.132811,0.208789,0.000204,0.018504,0.198259,0.339727,0.935203,0.023921,0.247214,0.312312,0.936749,0.043197,0.132813,0.208790,0.000000,-0.017173,0.194215,0.334404,0.941631,0.052314,0.201876,0.339571,0.922431,0.029603,0.168907,0.354094,0.915334,,,,0.018490,0.198012,0.339722,0.023930,0.247371,0.312102,,,,-0.017102,0.194409,0.334489,0.052186,0.202102,0.339703,0.029665,0.168575,0.354093
55,0.916667,-0.294846,0.063086,-0.784626,-0.541709,0.043276,0.133222,0.208757,0.000210,0.018212,0.198106,0.339905,0.938349,0.023644,0.247179,0.312704,0.934276,0.043272,0.133224,0.208757,0.000000,-0.017449,0.194049,0.334482,0.943934,0.052019,0.201758,0.339842,0.927033,0.029306,0.168707,0.354177,0.915425,,,,0.018185,0.197863,0.339908,0.023640,0.247334,0.312499,,,,-0.017363,0.194258,0.334552,0.051901,0.201983,0.339960,0.029369,0.168360,0.354190
56,0.933333,-0.295529,0.065565,-0.785478,-0.539803,0.043338,0.133786,0.208723,0.000220,0.017801,0.197864,0.340176,0.938826,0.023172,0.247103,0.313265,0.935744,0.043334,0.133787,0.208724,0.000000,-0.017837,0.193747,0.334646,0.940827,0.051598,0.201601,0.340213,0.929817,0.028936,0.168413,0.354308,0.911822,,,,0.017764,0.197597,0.340183,0.023177,0.247283,0.313045,,,,-0.017750,0.193955,0.334727,0.051477,0.201835,0.340339,0.029001,0.168061,0.354315
57,0.950000,-0.297413,0.068584,-0.787067,-0.536066,0.043401,0.134635,0.208690,0.000214,0.017253,0.197401,0.340654,0.934439,0.022371,0.246907,0.314186,0.929642,0.043397,0.134637,0.208691,0.000000,-0.018350,0.193118,0.335027,0.944977,0.051026,0.201342,0.340784,0.928248,0.028542,0.167895,0.354547,0.912469,,,,0.017229,0.197140,0.340667,0.022383,0.247085,0.313969,,,,-0.018290,0.193314,0.335106,0.050908,0.201571,0.340910,0.028612,0.167552,0.354546
58,0.966667,-0.298455,0.072741,-0.791051,-0.529029,0.044263,0.135718,0.208787,0.000223,0.016497,0.196639,0.341285,0.961726,0.021129,0.246503,0.315408,0.914022,0.044260,0.135719,0.208788,0.000000,-0.019012,0.191958,0.335387,0.971114,0.050215,0.201016,0.341669,0.942074,0.028086,0.167126,0.354914,0.924168,,,,0.016495,0.196500,0.341349,0.021255,0.246753,0.315208,,,,-0.019081,0.191932,0.335477,0.050144,0.201233,0.341709,0.028100,0.166823,0.354920
59,0.983333,-0.302258,0.078632,-0.793779,-0.521893,0.044364,0.137345,0.208865,0.000224,0.015546,0.195661,0.342307,0.952456,0.019689,0.246012,0.317305,0.906377,0.044360,0.137347,0.208866,0.000000,-0.019892,0.190685,0.336224,0.966695,0.049211,0.200408,0.342867,0.941235,0.027427,0.166049,0.355461,0.930230,,,,0.015544,0.195478,0.342360,0.019823,0.246292,0.317095,,,,-0.019966,0.190654,0.336331,0.049130,0.200619,0.342931,0.027450,0.165771,0.355447
60,1.000000,-0.306194,0.084601,-0.795565,-0.515911,0.044205,0.138935,0.208993,0.000229,0.014641,0.194740,0.343342,0.961394,0.018410,0.245541,0.319204,0.909978,0.044201,0.138936,0.208994,0.000000,-0.020742,0.189572,0.337103,0.966234,0.048264,0.199758,0.344052,0.942085,0.026745,0.165011,0.356019,0.925485,,,,0.014627,0.194592,0.343382,0.018543,0.245813,0.319009,,,,-0.020819,0.189531,0.337205,0.048199,0.199973,0.344111,0.026769,0.164714,0.356012
61,1.016667,-0.309094,0.088284,-0.796168,-0.512625,0.043905,0.140168,0.209058,0.000236,0.014101,0.194403,0.343995,0.961394,0.017665,0.245475,0.320406,0.909978,0.043901,0.140169,0.209058,0.000000,-0.021260,0.189158,0.337696,0.966234,0.047703,0.199550,0.344764,0.942085,0.026325,0.164588,0.356353,0.925485,,,,0.014077,0.194259,0.344051,0.017793,0.245762,0.320206,,,,-0.021334,0.189101,0.337797,0.047657,0.199751,0.344827,0.026340,0.164300,0.356333
62,1.033333,-0.310500,0.090467,-0.796618,-0.510691,0.043540,0.141271,0.209103,0.000234,0.013521,0.194618,0.344347,0.961000,0.016975,0.245840,0.321068,0.906752,0.043536,0.141272,0.209104,0.000000,-0.021823,0.189325,0.337994,0.965649,0.047110,0.199842,0.345168,0.946130,0.025811,0.164759,0.356532,0.927757,,,,0.013510,0.194447,0.344388,0.017106,0.246108,0.320885,,,,-0.021909,0.189298,0.338086,0.047048,0.200077,0.345217,0.025839,0.164453,0.356533
63,1.050000,-0.310524,0.092200,-0.797410,-0.509127,0.043242,0.142474,0.209150,0.000235,0.012765,0.195264,0.344509,0.956057,0.016163,0.246578,0.321424,0.912437,0.043238,0.142475,0.209150,0.000000,-0.022551,0.189916,0.338049,0.967810,0.046341,0.200560,0.345433,0.938049,0.025091,0.165389,0.356617,0.923204,,,,0.012740,0.195069,0.344567,0.016305,0.246872,0.321231,,,,-0.022635,0.189874,0.338145,0.046278,0.200781,0.345489,0.025123,0.165112,0.356601
64,1.066667,-0.309844,0.093439,-0.798106,-0.508225,0.042889,0.143741,0.209076,0.000256,0.011948,0.196261,0.344435,0.958475,0.015349,0.247618,0.321448,0.901503,0.042885,0.143743,0.209076,0.000000,-0.023342,0.190879,0.337861,0.964778,0.045514,0.201598,0.345467,0.939912,0.024276,0.166380,0.356528,0.918947,,,,0.011936,0.196104,0.344489,0.015487,0.247928,0.321247,,,,-0.023426,0.190825,0.337960,0.045451,0.201823,0.345521,0.024297,0.166057,0.356523
65,1.083333,-0.308013,0.093431,-0.799208,-0.507607,0.042699,0.144852,0.209027,0.000252,0.011163,0.197546,0.344181,0.959408,0.014558,0.248870,0.321120,0.902273,0.042695,0.144853,0.209028,0.000000,-0.024094,0.192090,0.337486,0.966045,0.044715,0.202944,0.345329,0.946359,0.023498,0.167708,0.356371,0.923734,,,,0.011156,0.197398,0.344249,0.014685,0.249183,0.320922,,,,-0.024174,0.192026,0.337575,0.044665,0.203147,0.345374,0.023507,0.167403,0.356367
66,1.100000,-0.306376,0.092810,-0.800197,-0.507154,0.042417,0.145971,0.208951,0.000244,0.010424,0.198954,0.343885,0.958582,0.013789,0.250225,0.320701,0.907890,0.042413,0.145972,0.208952,0.000000,-0.024805,0.193417,0.337109,0.969143,0.043963,0.204415,0.345108,0.944282,0.022780,0.169169,0.356184,0.923700,,,,0.010406,0.198805,0.343956,0.013910,0.250514,0.320508,,,,-0.024877,0.193367,0.337195,0.043925,0.204630,0.345154,0.022787,0.168864,0.356174
67,1.116667,-0.304714,0.092603,-0.801207,-0.506598,0.042214,0.147106,0.208896,0.000243,0.009701,0.200284,0.343628,0.954631,0.013050,0.251518,0.320360,0.905555,0.042210,0.147108,0.208896,0.000000,-0.025496,0.194674,0.336751,0.966864,0.043226,0.205806,0.344948,0.939090,0.022069,0.170544,0.356022,0.922995,,,,0.009690,0.200111,0.343679,0.013181,0.251814,0.320164,,,,-0.025571,0.194629,0.336851,0.043173,0.206038,0.345000,0.022077,0.170236,0.356015
68,1.133333,-0.304012,0.093302,-0.802104,-0.505471,0.041968,0.148436,0.208821,0.000239,0.008992,0.201418,0.343518,0.954631,0.012291,0.252680,0.320306,0.905555,0.041964,0.148437,0.208822,0.000000,-0.026175,0.195738,0.336545,0.966864,0.042502,0.207011,0.344929,0.939090,0.021393,0.171693,0.355916,0.922995,,,,0.008975,0.201264,0.343568,0.012415,0.252970,0.320113,,,,-0.026248,0.195689,0.336642,0.042455,0.207224,0.344987,0.021406,0.171392,0.355905
69,1.150000,-0.304466,0.094669,-0.803227,-0.503154,0.041698,0.149959,0.208731,0.000269,0.008268,0.202286,0.343572,0.959362,0.011397,0.253651,0.320563,0.907642,0.041695,0.149960,0.208732,0.000000,-0.026863,0.196489,0.336514,0.967283,0.041752,0.208011,0.345064,0.943501,0.020769,0.172565,0.355878,0.924776,,,,0.008247,0.202106,0.343630,0.011533,0.253958,0.320362,,,,-0.026965,0.196441,0.336610,0.041717,0.208252,0.345121,0.020790,0.172245,0.355869
70,1.166667,-0.305567,0.096590,-0.804315,-0.500376,0.041449,0.151620,0.208634,0.000256,0.007597,0.203026,0.343724,0.952482,0.010521,0.254535,0.321012,0.902231,0.041445,0.151622,0.208635,0.000000,-0.027497,0.197108,0.336586,0.963078,0.041052,0.208896,0.345295,0.937454,0.020218,0.173293,0.355878,0.919805,,,,0.007569,0.202862,0.343770,0.010661,0.254837,0.320818,,,,-0.027582,0.197046,0.336690,0.041011,0.209133,0.345352,0.020232,0.172980,0.355865
71,1.183333,-0.306125,0.097840,-0.805282,-0.498232,0.041262,0.153135,0.208534,0.000272,0.007034,0.203913,0.343767,0.956856,0.009796,0.255516,0.321248,0.903617,0.041258,0.153136,0.208534,0.000000,-0.028028,0.197890,0.336558,0.963093,0.040466,0.209903,0.345404,0.938230,0.019751,0.174183,0.355828,0.921571,,,,0.007005,0.203758,0.343804,0.009916,0.255812,0.321053,,,,-0.028124,0.197847,0.336655,0.040447,0.210139,0.345472,0.019775,0.173849,0.355820
72,1.200000,-0.305388,0.097487,-0.806152,-0.497347,0.041173,0.154347,0.208458,0.000253,0.006617,0.205171,0.343591,0.957920,0.009291,0.256759,0.321028,0.904985,0.041170,0.154349,0.208459,0.000000,-0.028419,0.199058,0.336334,0.965533,0.040031,0.211241,0.345274,0.938845,0.019385,0.175482,0.355699,0.920335,,,,0.006597,0.205017,0.343657,0.009422,0.257058,0.320834,,,,-0.028495,0.198994,0.336429,0.039993,0.211477,0.345324,0.019389,0.175164,0.355681
73,1.216667,-0.304518,0.096220,-0.807019,-0.496720,0.041122,0.155495,0.208356,0.000269,0.006333,0.206597,0.343324,0.957997,0.008897,0.258130,0.320624,0.902110,0.041119,0.155497,0.208357,0.000000,-0.028683,0.200377,0.336056,0.964897,0.039731,0.212754,0.345017,0.946261,0.019165,0.176972,0.355522,0.923273,,,,0.006311,0.206437,0.343370,0.009010,0.258451,0.320431,,,,-0.028770,0.200316,0.336146,0.039716,0.212962,0.345072,0.019176,0.176666,0.355523
74,1.233333,-0.303772,0.094803,-0.807947,-0.495941,0.041096,0.156733,0.208224,0.000246,0.006089,0.208102,0.343034,0.958512,0.008515,0.259581,0.320195,0.912316,0.041092,0.156735,0.208225,0.000000,-0.028905,0.201761,0.335766,0.965774,0.039468,0.214361,0.344728,0.940289,0.019000,0.178548,0.355320,0.924660,,,,0.006054,0.207946,0.343080,0.008635,0.259852,0.320008,,,,-0.028992,0.201717,0.335862,0.039447,0.214589,0.344795,0.019022,0.178249,0.355298
75,1.250000,-0.303066,0.093271,-0.808710,-0.495419,0.041129,0.157942,0.208060,0.000266,0.005974,0.209631,0.342709,0.955686,0.008281,0.261046,0.319716,0.905159,0.041125,0.157943,0.208061,0.000000,-0.029003,0.203184,0.335453,0.962226,0.039337,0.215975,0.344390,0.933113,0.018954,0.180145,0.355086,0.916006,,,,0.005962,0.209459,0.342753,0.008415,0.261341,0.319519,,,,-0.029106,0.203138,0.335554,0.039292,0.216232,0.344450,0.018979,0.179810,0.355078
76,1.266667,-0.301988,0.091197,-0.809397,-0.495341,0.041263,0.159018,0.207931,0.000246,0.005995,0.211247,0.342341,0.955686,0.008210,0.262563,0.319117,0.905159,0.041260,0.159019,0.207931,0.000000,-0.028969,0.204703,0.335110,0.962226,0.039347,0.217661,0.343997,0.933113,0.019029,0.181842,0.354852,0.916006,,,,0.005982,0.211110,0.342403,0.008331,0.262847,0.318920,,,,-0.029054,0.204644,0.335207,0.039306,0.217879,0.344061,0.019046,0.181537,0.354827
77,1.283333,-0.301223,0.089540,-0.810257,-0.494704,0.041482,0.160255,0.207761,0.000252,0.006039,0.212819,0.341995,0.962107,0.008118,0.264066,0.318607,0.908285,0.041478,0.160257,0.207762,0.000000,-0.028905,0.206156,0.334777,0.964444,0.039372,0.219330,0.343639,0.942441,0.019150,0.183490,0.354604,0.923403,,,,0.006005,0.212629,0.342043,0.008267,0.264332,0.318414,,,,-0.028991,0.206120,0.334887,0.039318,0.219623,0.343693,0.019173,0.183155,0.354585
78,1.300000,-0.300539,0.088035,-0.811334,-0.493623,0.041731,0.161526,0.207575,0.000253,0.006036,0.214318,0.341653,0.950221,0.007941,0.265509,0.318129,0.909549,0.041727,0.161527,0.207576,0.000000,-0.028881,0.207510,0.334437,0.964113,0.039345,0.220953,0.343294,0.924171,0.019247,0.185070,0.354345,0.916014,,,,0.006012,0.214131,0.341700,0.008102,0.265790,0.317938,,,,-0.028980,0.207444,0.334551,0.039293,0.221237,0.343344,0.019260,0.184758,0.354324
79,1.316667,-0.299942,0.085857,-0.811584,-0.493958,0.041699,0.162641,0.207319,0.000243,0.006102,0.215986,0.341203,0.948469,0.007935,0.267076,0.317454,0.914481,0.041695,0.162642,0.207319,0.000000,-0.028816,0.209115,0.334055,0.967070,0.039406,0.222658,0.342779,0.919923,0.019353,0.186806,0.354009,0.912451,,,,0.006087,0.215785,0.341245,0.008068,0.267323,0.317259,,,,-0.028887,0.209110,0.334166,0.039338,0.222966,0.342838,0.019374,0.186457,0.353992
80,1.333333,-0.298169,0.083062,-0.812200,-0.494497,0.041904,0.163604,0.207127,0.000249,0.006195,0.217808,0.340636,0.961663,0.007981,0.268739,0.316545,0.908172,0.041900,0.163606,0.207127,0.000000,-0.028713,0.210851,0.333521,0.960073,0.039491,0.224528,0.342180,0.923763,0.019473,0.188729,0.353642,0.913333,,,,0.006179,0.217659,0.340670,0.008142,0.269008,0.316352,,,,-0.028791,0.210787,0.333644,0.039412,0.224818,0.342227,0.019486,0.188383,0.353631
81,1.350000,-0.296097,0.079637,-0.812335,-0.496081,0.041895,0.164333,0.206961,0.000236,0.006254,0.219707,0.340008,0.960467,0.008073,0.270428,0.315481,0.913183,0.041892,0.164334,0.206962,0.000000,-0.028660,0.212714,0.332959,0.964773,0.039556,0.226415,0.341487,0.928741,0.019514,0.190731,0.353261,0.916741,,,,0.006230,0.219561,0.340064,0.008214,0.270676,0.315283,,,,-0.028734,0.212670,0.333071,0.039495,0.226688,0.341541,0.019532,0.190399,0.353237
82,1.366667,-0.293814,0.076651,-0.812719,-0.497278,0.041891,0.165142,0.206783,0.000230,0.006155,0.221569,0.339360,0.964811,0.008001,0.272095,0.314435,0.914912,0.041887,0.165143,0.206783,0.000000,-0.028755,0.214526,0.332340,0.961286,0.039456,0.228283,0.340813,0.929627,0.019399,0.192696,0.352852,0.919179,,,,0.006139,0.221433,0.339393,0.008138,0.272336,0.314239,,,,-0.028831,0.214473,0.332464,0.039405,0.228552,0.340877,0.019403,0.192374,0.352826
83,1.383333,-0.291872,0.074106,-0.813652,-0.497282,0.041871,0.166091,0.206563,0.000229,0.005859,0.223265,0.338745,0.964811,0.007628,0.273639,0.313509,0.914912,0.041867,0.166093,0.206563,0.000000,-0.029028,0.216104,0.331728,0.961286,0.039144,0.230058,0.340195,0.929627,0.019148,0.194504,0.352431,0.919179,,,,0.005849,0.223044,0.338768,0.007779,0.273912,0.313318,,,,-0.029119,0.216056,0.331854,0.039082,0.230328,0.340247,0.019160,0.194231,0.352422
84,1.400000,-0.291404,0.071593,-0.812616,-0.499614,0.040887,0.167057,0.206252,0.000246,0.005428,0.225114,0.338199,0.944585,0.007301,0.275336,0.312668,0.908501,0.040883,0.167059,0.206253,0.000000,-0.029502,0.218034,0.331317,0.959378,0.038740,0.231802,0.339520,0.929603,0.018656,0.196388,0.352015,0.931512,,,,0.005423,0.224731,0.338170,0.007278,0.275433,0.312448,,,,-0.029453,0.218369,0.331419,0.038618,0.232150,0.339694,0.018756,0.195992,0.351988
85,1.416667,-0.289264,0.069060,-0.813893,-0.499134,0.040809,0.168146,0.206030,0.000236,0.004929,0.226900,0.337554,0.903754,0.006686,0.276969,0.311717,0.939705,0.040806,0.168148,0.206030,0.000000,-0.029965,0.219664,0.330654,0.911533,0.038218,0.233703,0.338892,0.898037,0.018225,0.198302,0.351570,0.897516,,,,0.004941,0.226512,0.337516,0.006651,0.277089,0.311498,,,,-0.029908,0.219997,0.330751,0.038083,0.234016,0.339062,0.018326,0.197923,0.351561
86,1.433333,-0.286963,0.066401,-0.814933,-0.499126,0.040596,0.169247,0.205761,0.000249,0.004360,0.228807,0.336824,0.902559,0.006047,0.278704,0.310653,0.936833,0.040592,0.169249,0.205762,0.000000,-0.030507,0.221445,0.329915,0.912193,0.037630,0.235695,0.338173,0.904665,0.017697,0.200335,0.351056,0.901991,,,,0.004357,0.228435,0.336785,0.006029,0.278793,0.310440,,,,-0.030479,0.221780,0.330009,0.037510,0.236048,0.338337,0.017811,0.199929,0.351048
