Format Version,1.23,Take Name,charlie_nziz,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.10.33.114 AM,Total Frames in Take,370,Total Exported Frames,370,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
242,4.033333,0.691717,0.694300,-0.096850,-0.173480,0.057745,0.186797,0.027542,0.000220,0.056648,0.322444,-0.032764,0.977628,0.043846,0.341413,0.018751,0.936278,0.057748,0.186800,0.027542,0.887420,0.092731,0.323791,-0.029055,0.774582,0.022967,0.317796,-0.032347,0.812860,0.050526,0.306700,-0.062859,0.941612,,,,,,,0.056546,0.322422,-0.032769,0.043744,0.341312,0.018878,0.058096,0.186955,0.027588,0.092641,0.323061,-0.028761,0.023073,0.318453,-0.032651,0.050367,0.306741,-0.063016
243,4.050000,0.692273,0.693840,-0.098486,-0.172177,0.058107,0.185793,0.027311,0.000247,0.057058,0.321176,-0.033584,0.973861,0.044293,0.340377,0.017854,0.952016,0.058110,0.185795,0.027312,0.904061,0.093144,0.322518,-0.029899,0.802132,0.023375,0.316550,-0.033130,0.817084,0.050912,0.305305,-0.063608,0.943292,,,,,,,0.056971,0.321142,-0.033601,0.044182,0.340214,0.018002,0.058470,0.186063,0.027337,0.093047,0.321672,-0.029563,0.023473,0.317238,-0.033450,0.050744,0.305352,-0.063766
244,4.066667,0.692968,0.693247,-0.099344,-0.171276,0.058377,0.184659,0.027045,0.000276,0.057506,0.319873,-0.034228,0.975770,0.044766,0.339234,0.017157,0.927804,0.058380,0.184662,0.027046,0.873258,0.093593,0.321178,-0.030547,0.752304,0.023816,0.315292,-0.033761,0.803259,0.051338,0.303927,-0.064207,0.937126,,,,,,,0.057428,0.319814,-0.034231,0.044654,0.339022,0.017316,0.058743,0.185015,0.027057,0.093483,0.320263,-0.030181,0.023913,0.316003,-0.034085,0.051170,0.303976,-0.064387
245,4.083333,0.693289,0.693019,-0.099712,-0.170682,0.058586,0.183487,0.026673,0.000290,0.057803,0.318609,-0.034801,0.970551,0.045058,0.338054,0.016551,0.924356,0.058589,0.183489,0.026674,0.867043,0.093890,0.319901,-0.031111,0.742995,0.024111,0.314047,-0.034337,0.804118,0.051636,0.302622,-0.064759,0.934748,,,,,,,0.057701,0.318552,-0.034788,0.044946,0.337824,0.016712,0.058951,0.183879,0.026678,0.093796,0.318949,-0.030736,0.024220,0.314750,-0.034666,0.051466,0.302678,-0.064948
246,4.100000,0.694210,0.692261,-0.099479,-0.170149,0.058462,0.182181,0.026249,0.000270,0.058051,0.317251,-0.035346,0.971603,0.045300,0.336770,0.015977,0.929915,0.058466,0.182183,0.026250,0.875406,0.094137,0.318463,-0.031621,0.760435,0.024348,0.312766,-0.034911,0.806554,0.051877,0.301251,-0.065295,0.940952,,,,,,,0.057954,0.317192,-0.035353,0.045191,0.336566,0.016135,0.058826,0.182527,0.026259,0.094036,0.317578,-0.031267,0.024450,0.313460,-0.035237,0.051715,0.301302,-0.065459
247,4.116667,0.693510,0.692887,-0.101908,-0.169020,0.059276,0.181117,0.026255,0.000366,0.058368,0.315903,-0.035954,0.958210,0.045649,0.335619,0.015300,0.887475,0.059280,0.181120,0.026256,0.818144,0.094457,0.317236,-0.032298,0.682852,0.024678,0.311323,-0.035440,0.785774,0.052188,0.299748,-0.065819,0.929330,,,,,,,0.058287,0.315758,-0.035934,0.045543,0.335246,0.015529,0.059630,0.181756,0.026224,0.094366,0.316054,-0.031846,0.024762,0.312083,-0.035827,0.052016,0.299841,-0.066024
248,4.133333,0.695026,0.691451,-0.101905,-0.168670,0.059088,0.179625,0.025767,0.000355,0.058741,0.314332,-0.036617,0.958210,0.046086,0.334166,0.014609,0.887475,0.059091,0.179627,0.025768,0.818144,0.094834,0.315525,-0.032951,0.682852,0.025033,0.309889,-0.036107,0.785774,0.052506,0.298165,-0.066463,0.929330,,,,,,,0.058625,0.314192,-0.036587,0.045980,0.333846,0.014813,0.059451,0.180209,0.025724,0.094758,0.314448,-0.032516,0.025139,0.310636,-0.036483,0.052330,0.298224,-0.066653
249,4.150000,0.695373,0.691031,-0.104115,-0.167610,0.059613,0.178340,0.025669,0.000403,0.059174,0.312751,-0.037350,0.953857,0.046608,0.332828,0.013802,0.901474,0.059616,0.178342,0.025670,0.828696,0.095274,0.313957,-0.033751,0.708998,0.025467,0.308313,-0.036763,0.789216,0.052888,0.296443,-0.067109,0.933564,,,,,,,0.059052,0.312586,-0.037304,0.046512,0.332426,0.014039,0.059972,0.179068,0.025605,0.095193,0.312741,-0.033254,0.025575,0.309082,-0.037161,0.052714,0.296507,-0.067335
250,4.166667,0.695955,0.690480,-0.105842,-0.166379,0.059952,0.177097,0.025457,0.000427,0.059563,0.311229,-0.038154,0.947398,0.047050,0.331541,0.012919,0.880780,0.059955,0.177099,0.025458,0.797384,0.095666,0.312424,-0.034587,0.670873,0.025853,0.306819,-0.037522,0.781844,0.053242,0.294794,-0.067836,0.926998,,,,,,,0.059452,0.311012,-0.038096,0.046954,0.331090,0.013163,0.060336,0.177923,0.025401,0.095564,0.311112,-0.034065,0.025950,0.307632,-0.037945,0.053075,0.294897,-0.068075
251,4.183333,0.697166,0.689463,-0.106644,-0.165005,0.059996,0.175778,0.025048,0.000432,0.059991,0.309678,-0.039051,0.937404,0.047494,0.330207,0.011939,0.869454,0.059999,0.175780,0.025049,0.772670,0.096095,0.310795,-0.035463,0.645987,0.026270,0.305356,-0.038426,0.769577,0.053649,0.293152,-0.068677,0.922704,,,,,,,0.059903,0.309467,-0.038982,0.047394,0.329790,0.012171,0.060401,0.176652,0.024948,0.095995,0.309505,-0.034928,0.026349,0.306124,-0.038841,0.053465,0.293210,-0.068890
252,4.200000,0.699186,0.687549,-0.107509,-0.163881,0.059838,0.174353,0.024642,0.000422,0.060502,0.308005,-0.039970,0.941075,0.048099,0.328791,0.010939,0.879316,0.059841,0.174356,0.024642,0.771995,0.096610,0.308958,-0.036381,0.669032,0.026760,0.303852,-0.039334,0.783565,0.054082,0.291397,-0.069534,0.930425,,,,,,,0.060387,0.307808,-0.039911,0.047991,0.328386,0.011178,0.060233,0.175173,0.024542,0.096512,0.307738,-0.035878,0.026857,0.304618,-0.039725,0.053917,0.291442,-0.069753
253,4.216667,0.699267,0.687239,-0.111193,-0.162370,0.060798,0.173119,0.024729,0.000547,0.061125,0.306298,-0.040854,0.929304,0.048862,0.327441,0.009941,0.846760,0.060801,0.173121,0.024730,0.642551,0.097243,0.307312,-0.037386,0.594005,0.027389,0.302116,-0.040081,0.757577,0.054628,0.289468,-0.070276,0.912925,,,,,,,0.061002,0.306049,-0.040800,0.048749,0.326900,0.010207,0.061415,0.174413,0.024719,0.097124,0.305811,-0.036778,0.027468,0.302955,-0.040560,0.054431,0.289559,-0.070548
254,4.233333,0.700958,0.685553,-0.111856,-0.161749,0.060768,0.171531,0.024288,0.000497,0.061654,0.304530,-0.041656,0.931821,0.049496,0.325864,0.009085,0.858516,0.060771,0.171534,0.024288,0.699520,0.097778,0.305397,-0.038199,0.614359,0.027901,0.300496,-0.040864,0.763752,0.055078,0.287649,-0.071030,0.920708,,,,,,,0.061548,0.304289,-0.041584,0.049388,0.325375,0.009349,0.061266,0.172625,0.024195,0.097653,0.303980,-0.037603,0.027989,0.301320,-0.041319,0.054893,0.287707,-0.071281
255,4.250000,0.702307,0.684303,-0.112045,-0.161058,0.060780,0.169933,0.023969,0.000521,0.062155,0.302800,-0.042232,0.928526,0.050040,0.324273,0.008460,0.858666,0.060783,0.169936,0.023970,0.673781,0.098279,0.303551,-0.038756,0.615255,0.028388,0.298882,-0.041452,0.764165,0.055538,0.285884,-0.071578,0.922253,,,,,,,0.062039,0.302547,-0.042166,0.049927,0.323786,0.008724,0.061339,0.171113,0.023873,0.098150,0.302139,-0.038159,0.028472,0.299701,-0.041912,0.055351,0.285938,-0.071820
256,4.266667,0.713857,0.673861,-0.101065,-0.161573,0.055822,0.167381,0.022332,0.000718,0.062654,0.300742,-0.042521,0.928526,0.050563,0.322137,0.008210,0.858666,0.055825,0.167383,0.022333,0.673781,0.098730,0.300225,-0.038541,0.615255,0.028765,0.297974,-0.042245,0.764165,0.055879,0.284341,-0.072122,0.922253,,,,,,,0.062548,0.300788,-0.042554,0.050523,0.322112,0.008344,0.062689,0.170367,0.024188,0.098662,0.300258,-0.038545,0.028986,0.298056,-0.042299,0.055804,0.284174,-0.072183
257,4.283333,0.714488,0.673283,-0.100815,-0.161345,0.055930,0.165754,0.022178,0.000728,0.063030,0.299083,-0.042713,0.969946,0.050945,0.320515,0.008004,0.964470,0.055933,0.165756,0.022178,0.000001,0.099102,0.298506,-0.038711,0.981195,0.029136,0.296373,-0.042457,0.939461,0.056245,0.282685,-0.072313,0.951655,,,,,,,0.062961,0.299111,-0.042731,0.050903,0.320496,0.008125,0.062660,0.168714,0.023863,0.099025,0.298540,-0.038717,0.029334,0.296449,-0.042504,0.056167,0.282535,-0.072380
258,4.300000,0.714829,0.673065,-0.100462,-0.160965,0.056024,0.164222,0.022038,0.000771,0.063297,0.297531,-0.042875,0.981039,0.051178,0.318984,0.007825,0.967483,0.056027,0.164225,0.022039,0.000001,0.099365,0.296926,-0.038836,0.978854,0.029400,0.294849,-0.042652,0.945702,0.056529,0.281132,-0.072478,0.954639,,,,,,,0.063195,0.297580,-0.042902,0.051122,0.318954,0.007949,0.063011,0.167289,0.023684,0.099313,0.296952,-0.038855,0.029615,0.294934,-0.042698,0.056454,0.280971,-0.072527
259,4.316667,0.715581,0.672437,-0.100222,-0.160401,0.056019,0.162730,0.021913,0.000131,0.063610,0.295970,-0.043106,0.973735,0.051478,0.317488,0.007563,0.968632,0.056022,0.162733,0.021913,0.000000,0.099673,0.295301,-0.039028,0.984426,0.029709,0.293351,-0.042917,0.939427,0.056843,0.279558,-0.072702,0.954206,,,,0.063107,0.165957,0.023562,0.063523,0.296025,-0.043128,0.051452,0.317466,0.007684,,,,0.099626,0.295342,-0.039024,0.029932,0.293436,-0.042955,0.056778,0.279399,-0.072766
260,4.333333,0.716277,0.671804,-0.100808,-0.159575,0.056135,0.161367,0.021784,0.000129,0.063938,0.294445,-0.043542,0.977205,0.051828,0.316098,0.007074,0.967142,0.056138,0.161370,0.021785,0.000000,0.099999,0.293731,-0.039456,0.984247,0.030033,0.291876,-0.043354,0.941371,0.057152,0.277974,-0.073101,0.956203,,,,0.063978,0.165147,0.023800,0.063864,0.294485,-0.043576,0.051799,0.316083,0.007201,,,,0.099953,0.293774,-0.039450,0.030249,0.291959,-0.043393,0.057085,0.277823,-0.073161
261,4.350000,0.717229,0.671049,-0.101933,-0.157750,0.056098,0.160210,0.021687,0.000133,0.064171,0.292973,-0.044242,0.972285,0.052056,0.314878,0.006265,0.966785,0.056102,0.160212,0.021688,0.000000,0.100227,0.292219,-0.040123,0.985175,0.030261,0.290461,-0.044068,0.937875,0.057381,0.276378,-0.073730,0.954678,,,,,,,0.064081,0.293029,-0.044275,0.052024,0.314856,0.006392,,,,0.100182,0.292258,-0.040124,0.030490,0.290549,-0.044106,0.057318,0.276217,-0.073785
262,4.366667,0.718139,0.670287,-0.104212,-0.155345,0.056167,0.159191,0.021656,0.000129,0.064379,0.291484,-0.045195,0.974806,0.052294,0.313753,0.005159,0.965049,0.056170,0.159193,0.021657,0.000000,0.100435,0.290719,-0.041075,0.981402,0.030467,0.289011,-0.045001,0.935649,0.057568,0.274692,-0.074567,0.956288,,,,,,,0.064289,0.291520,-0.045221,0.052257,0.313728,0.005292,,,,0.100380,0.290764,-0.041097,0.030697,0.289117,-0.045045,0.057520,0.274529,-0.074608
263,4.383333,0.719207,0.669256,-0.107341,-0.152693,0.056206,0.158219,0.021587,0.000137,0.064531,0.289924,-0.046401,0.974806,0.052529,0.312640,0.003774,0.965049,0.056209,0.158222,0.021588,0.000000,0.100590,0.289144,-0.042311,0.981402,0.030616,0.287500,-0.046151,0.935649,0.057667,0.272891,-0.075621,0.956288,,,,,,,0.064435,0.289976,-0.046436,0.052508,0.312620,0.003903,,,,0.100542,0.289191,-0.042303,0.030848,0.287588,-0.046195,0.057602,0.272725,-0.075680
264,4.400000,0.720449,0.667919,-0.110878,-0.150142,0.056211,0.157209,0.021474,0.000127,0.064669,0.288275,-0.047721,0.971192,0.052803,0.311468,0.002267,0.966735,0.056214,0.157211,0.021475,0.000000,0.100734,0.287461,-0.043690,0.983023,0.030750,0.285920,-0.047388,0.937027,0.057719,0.270992,-0.076773,0.953064,,,,,,,0.064609,0.288292,-0.047754,0.052762,0.311459,0.002373,,,,0.100699,0.287505,-0.043684,0.030981,0.285990,-0.047430,0.057624,0.270872,-0.076810
265,4.416667,0.721591,0.666617,-0.114803,-0.147475,0.056281,0.156169,0.021406,0.000130,0.064797,0.286543,-0.049079,0.982387,0.053080,0.310240,0.000708,0.971502,0.056284,0.156171,0.021406,0.000000,0.100869,0.285709,-0.045120,0.985811,0.030874,0.284247,-0.048647,0.938716,0.057753,0.268989,-0.077946,0.960725,,,,,,,0.064722,0.286576,-0.049123,0.053040,0.310227,0.000803,,,,0.100837,0.285742,-0.045109,0.031128,0.284297,-0.048699,0.057646,0.268885,-0.077955
266,4.433333,0.722759,0.665336,-0.118883,-0.144271,0.056264,0.155169,0.021409,0.000122,0.064847,0.284769,-0.050481,0.976593,0.053252,0.309015,-0.000931,0.974136,0.056267,0.155171,0.021410,0.000000,0.100925,0.283924,-0.046575,0.988156,0.030922,0.282527,-0.049967,0.933948,0.057728,0.266917,-0.079146,0.962518,,,,,,,0.064793,0.284772,-0.050521,0.053209,0.309009,-0.000830,,,,0.100896,0.283967,-0.046570,0.031155,0.282584,-0.050021,0.057621,0.266819,-0.079157
267,4.450000,0.723348,0.664510,-0.123599,-0.141131,0.056414,0.154197,0.021393,0.000117,0.064782,0.282985,-0.051964,0.978210,0.053319,0.307782,-0.002657,0.977277,0.056418,0.154199,0.021394,0.000000,0.100871,0.282188,-0.048148,0.990796,0.030859,0.280746,-0.051332,0.938191,0.057587,0.264814,-0.080409,0.970546,,,,,,,0.064710,0.282993,-0.052012,0.053274,0.307774,-0.002578,,,,0.100845,0.282213,-0.048153,0.031097,0.280786,-0.051385,0.057493,0.264748,-0.080383
268,4.466667,0.724480,0.663046,-0.128981,-0.137343,0.056236,0.153336,0.021547,0.000133,0.064539,0.281127,-0.053543,0.975536,0.053247,0.306592,-0.004537,0.970676,0.056239,0.153339,0.021547,0.000000,0.100638,0.280338,-0.049821,0.979436,0.030616,0.278936,-0.052784,0.932971,0.057241,0.262587,-0.081722,0.950354,,,,,,,0.064490,0.281155,-0.053623,0.053217,0.306566,-0.004427,,,,0.100612,0.280405,-0.049780,0.030864,0.279005,-0.052856,0.057098,0.262450,-0.081720
269,4.483333,0.724698,0.662478,-0.134348,-0.133738,0.056299,0.152510,0.021546,0.000134,0.064203,0.279358,-0.055167,0.975563,0.053029,0.305422,-0.006450,0.970691,0.056303,0.152512,0.021546,0.000000,0.100314,0.278662,-0.051547,0.979484,0.030285,0.277134,-0.054275,0.930831,0.056842,0.260457,-0.083088,0.947897,,,,,,,0.064161,0.279407,-0.055240,0.053000,0.305393,-0.006340,,,,0.100277,0.278724,-0.051508,0.030542,0.277197,-0.054355,0.056693,0.260312,-0.083084
270,4.500000,0.725128,0.661748,-0.138958,-0.130264,0.056226,0.151594,0.021488,0.000138,0.063895,0.277559,-0.056689,0.986625,0.052811,0.304173,-0.008249,0.971255,0.056230,0.151596,0.021489,0.000000,0.100014,0.276924,-0.053139,0.974222,0.029980,0.275328,-0.055698,0.935903,0.056484,0.258336,-0.084376,0.945041,,,,,,,0.063881,0.277575,-0.056738,0.052792,0.304157,-0.008137,,,,0.099977,0.277007,-0.053090,0.030213,0.275391,-0.055785,0.056322,0.258189,-0.084401
271,4.516667,0.725789,0.660753,-0.143030,-0.127193,0.056136,0.150523,0.021478,0.000136,0.063704,0.275675,-0.058006,0.986625,0.052724,0.302790,-0.009822,0.971255,0.056139,0.150525,0.021478,0.000000,0.099830,0.275061,-0.054519,0.974222,0.029790,0.273467,-0.056928,0.935903,0.056233,0.256170,-0.085480,0.945041,,,,,,,0.063666,0.275710,-0.058084,0.052692,0.302759,-0.009711,,,,0.099786,0.275133,-0.054482,0.030052,0.273546,-0.057001,0.056086,0.256014,-0.085478
272,4.533333,0.726710,0.659540,-0.146415,-0.124351,0.055930,0.149264,0.021511,0.000140,0.063565,0.273671,-0.059128,0.976411,0.052678,0.301242,-0.011182,0.970008,0.055934,0.149267,0.021511,0.000000,0.099694,0.273042,-0.055679,0.976877,0.029650,0.271518,-0.057989,0.929341,0.056035,0.253925,-0.086413,0.946529,,,,,,,0.063533,0.273690,-0.059203,0.052636,0.301224,-0.011069,,,,0.099682,0.273115,-0.055639,0.029891,0.271594,-0.058049,0.055880,0.253774,-0.086432
273,4.550000,0.727443,0.658536,-0.149551,-0.121619,0.055686,0.147824,0.021548,0.000141,0.063345,0.271527,-0.060163,0.979176,0.052529,0.299518,-0.012444,0.969557,0.055689,0.147826,0.021549,0.000000,0.099477,0.270897,-0.056744,0.978948,0.029429,0.269413,-0.058971,0.934860,0.055771,0.251554,-0.087269,0.945884,,,,,,,0.063312,0.271553,-0.060247,0.052495,0.299495,-0.012320,,,,0.099421,0.270972,-0.056708,0.029691,0.269499,-0.059038,0.055632,0.251388,-0.087278
274,4.566667,0.727585,0.657983,-0.153228,-0.119166,0.055548,0.146360,0.021607,0.000140,0.062947,0.269360,-0.061183,0.976531,0.052218,0.297753,-0.013684,0.968494,0.055551,0.146362,0.021607,0.000000,0.099087,0.268781,-0.057839,0.976162,0.029035,0.267235,-0.059899,0.931248,0.055326,0.249149,-0.088100,0.946763,,,,,,,0.062903,0.269365,-0.061266,0.052183,0.297732,-0.013564,,,,0.099058,0.268864,-0.057802,0.029286,0.267324,-0.059966,0.055183,0.248991,-0.088106
275,4.583333,0.727524,0.657653,-0.156819,-0.116658,0.055347,0.144896,0.021596,0.000146,0.062428,0.267200,-0.062247,0.974385,0.051760,0.295982,-0.014967,0.969015,0.055350,0.144899,0.021597,0.000000,0.098575,0.266694,-0.058971,0.978983,0.028521,0.265045,-0.060875,0.928626,0.054778,0.246753,-0.088976,0.946288,,,,,,,0.062375,0.267224,-0.062331,0.051711,0.295954,-0.014856,,,,0.098543,0.266765,-0.058940,0.028784,0.265146,-0.060916,0.054647,0.246583,-0.088993
276,4.600000,0.727683,0.657139,-0.160211,-0.113924,0.055166,0.143345,0.021638,0.000144,0.062044,0.264925,-0.063268,0.973432,0.051422,0.294107,-0.016224,0.966711,0.055170,0.143347,0.021638,0.000000,0.098195,0.264472,-0.060039,0.978464,0.028140,0.262758,-0.061830,0.938018,0.054370,0.244242,-0.089809,0.948649,,,,,,,0.061995,0.264970,-0.063351,0.051416,0.294103,-0.016091,,,,0.098172,0.264540,-0.059991,0.028362,0.262795,-0.061934,0.054226,0.244096,-0.089803
277,4.616667,0.727992,0.656339,-0.163821,-0.111398,0.055007,0.141846,0.021689,0.000139,0.061704,0.262678,-0.064291,0.975656,0.051176,0.292270,-0.017483,0.964812,0.055010,0.141848,0.021689,0.000000,0.097863,0.262256,-0.061131,0.978442,0.027804,0.260523,-0.062766,0.939285,0.053979,0.241764,-0.090635,0.945079,,,,,,,0.061671,0.262727,-0.064369,0.051162,0.292259,-0.017343,,,,0.097835,0.262329,-0.061095,0.028017,0.260582,-0.062866,0.053840,0.241593,-0.090634
278,4.633333,0.727528,0.656446,-0.167667,-0.108025,0.054915,0.140704,0.021805,0.000141,0.061171,0.260704,-0.065366,0.975656,0.050622,0.290726,-0.018837,0.964812,0.054918,0.140707,0.021805,0.000000,0.097335,0.260411,-0.062250,0.978442,0.027279,0.258471,-0.063775,0.939285,0.053469,0.239511,-0.091493,0.945079,,,,,,,0.061144,0.260755,-0.065430,0.050620,0.290728,-0.018693,,,,0.097290,0.260478,-0.062217,0.027487,0.258507,-0.063895,0.053333,0.239356,-0.091486
279,4.650000,0.726755,0.656790,-0.171590,-0.104936,0.054943,0.139717,0.021896,0.000146,0.060631,0.258916,-0.066406,0.978502,0.050065,0.289336,-0.020140,0.964031,0.054946,0.139719,0.021896,0.000000,0.096801,0.258774,-0.063354,0.978389,0.026750,0.256583,-0.064732,0.939354,0.052954,0.237453,-0.092319,0.948461,,,,,,,0.060638,0.258980,-0.066444,0.050074,0.289332,-0.020003,,,,0.096745,0.258854,-0.063314,0.026935,0.256622,-0.064856,0.052809,0.237274,-0.092334
280,4.666667,0.726307,0.656760,-0.174984,-0.102591,0.054906,0.138712,0.021944,0.000148,0.060170,0.257231,-0.067294,0.981174,0.049633,0.287988,-0.021245,0.965523,0.054909,0.138714,0.021944,0.000000,0.096346,0.257187,-0.064314,0.973672,0.026297,0.254842,-0.065533,0.943460,0.052485,0.235551,-0.093023,0.942136,,,,,,,0.060130,0.257307,-0.067330,0.049638,0.287998,-0.021116,,,,0.096306,0.257247,-0.064269,0.026514,0.254860,-0.065639,0.052345,0.235387,-0.093055
281,4.683333,0.725691,0.657049,-0.177795,-0.100244,0.054867,0.137806,0.021989,0.000153,0.059717,0.255722,-0.068067,0.976546,0.049152,0.286768,-0.022219,0.967717,0.054870,0.137808,0.021989,0.000000,0.095896,0.255794,-0.065130,0.978754,0.025852,0.253256,-0.066250,0.939395,0.052060,0.233846,-0.093638,0.945388,,,,,,,0.059685,0.255812,-0.068059,0.049159,0.286779,-0.022083,,,,0.095859,0.255851,-0.065110,0.026060,0.253267,-0.066394,0.051915,0.233678,-0.093658
282,4.700000,0.724795,0.657595,-0.180618,-0.098075,0.054904,0.137072,0.022001,0.000148,0.059234,0.254417,-0.068825,0.955791,0.048633,0.285724,-0.023163,0.958655,0.054907,0.137074,0.022001,0.000000,0.095417,0.254627,-0.065940,0.970659,0.025380,0.251851,-0.066942,0.938808,0.051612,0.232350,-0.094242,0.947003,,,,,,,0.059223,0.254450,-0.068998,0.048619,0.285737,-0.022998,,,,0.095349,0.254696,-0.065874,0.025609,0.251898,-0.067017,0.051476,0.232188,-0.094225
283,4.716667,0.724139,0.657939,-0.182854,-0.096456,0.054866,0.136369,0.021992,0.000147,0.058800,0.253265,-0.069428,0.970622,0.048182,0.284777,-0.023911,0.960618,0.054869,0.136372,0.021993,0.000000,0.094986,0.253576,-0.066592,0.974787,0.024955,0.250628,-0.067489,0.944977,0.051198,0.231053,-0.094724,0.946963,,,,,,,0.058825,0.253288,-0.069541,0.048167,0.284798,-0.023756,,,,0.094934,0.253648,-0.066543,0.025148,0.250660,-0.067589,0.051046,0.230905,-0.094716
284,4.733333,0.723503,0.658327,-0.184931,-0.094594,0.054780,0.135823,0.022068,0.000155,0.058358,0.252255,-0.069958,0.956638,0.047695,0.283975,-0.024597,0.954411,0.054783,0.135826,0.022068,0.000000,0.094546,0.252670,-0.067150,0.973690,0.024521,0.249544,-0.067981,0.945136,0.050794,0.229893,-0.095134,0.942319,,,,,,,0.058385,0.252286,-0.070127,0.047671,0.283999,-0.024418,,,,0.094500,0.252742,-0.067087,0.024720,0.249586,-0.068065,0.050638,0.229723,-0.095123
285,4.750000,0.722032,0.659623,-0.186921,-0.092886,0.054861,0.135451,0.022050,0.000154,0.057794,0.251498,-0.070483,0.958132,0.047019,0.283363,-0.025249,0.954888,0.054864,0.135453,0.022050,0.000000,0.093981,0.252101,-0.067710,0.970659,0.023972,0.248633,-0.068462,0.945352,0.050314,0.228992,-0.095554,0.943812,,,,,,,0.057822,0.251518,-0.070646,0.047006,0.283388,-0.025071,,,,0.093922,0.252179,-0.067646,0.024165,0.248675,-0.068555,0.050164,0.228825,-0.095539
286,4.766667,0.720739,0.660699,-0.188808,-0.091447,0.054915,0.135190,0.022028,0.000150,0.057264,0.250884,-0.070963,0.958132,0.046406,0.282881,-0.025842,0.954888,0.054918,0.135193,0.022028,0.000000,0.093451,0.251647,-0.068233,0.970659,0.023456,0.247887,-0.068893,0.945352,0.049850,0.228249,-0.095937,0.943812,,,,,,,0.057289,0.250907,-0.071120,0.046400,0.282899,-0.025670,,,,0.093391,0.251733,-0.068167,0.023647,0.247935,-0.068990,0.049700,0.228075,-0.095921
287,4.783333,0.719560,0.661643,-0.190784,-0.089798,0.054955,0.135063,0.022090,0.000149,0.056766,0.250354,-0.071412,0.959894,0.045826,0.282507,-0.026423,0.956802,0.054958,0.135066,0.022091,0.000000,0.092953,0.251270,-0.068720,0.969142,0.022972,0.247234,-0.069297,0.945269,0.049417,0.227579,-0.096279,0.942611,,,,,,,0.056778,0.250372,-0.071566,0.045825,0.282529,-0.026252,,,,0.092903,0.251357,-0.068650,0.023159,0.247276,-0.069397,0.049268,0.227409,-0.096265
288,4.800000,0.718313,0.662692,-0.192536,-0.088296,0.055046,0.134934,0.022109,0.000149,0.056314,0.249870,-0.071839,0.961012,0.045280,0.282152,-0.026965,0.956990,0.055049,0.134937,0.022109,0.000000,0.092499,0.250943,-0.069180,0.969484,0.022535,0.246621,-0.069684,0.945964,0.049037,0.226970,-0.096612,0.943422,,,,,,,0.056329,0.249886,-0.071981,0.045280,0.282164,-0.026804,,,,0.092443,0.251036,-0.069112,0.022726,0.246671,-0.069786,0.048885,0.226797,-0.096596
289,4.816667,0.717688,0.663043,-0.193993,-0.087546,0.055074,0.134659,0.022090,0.000152,0.056006,0.249337,-0.072176,0.959303,0.044969,0.281722,-0.027377,0.959673,0.055078,0.134662,0.022091,0.000000,0.092192,0.250485,-0.069566,0.969187,0.022236,0.246031,-0.069969,0.938816,0.048741,0.226355,-0.096876,0.944503,,,,,,,0.056005,0.249370,-0.072335,0.044963,0.281734,-0.027216,,,,0.092121,0.250561,-0.069501,0.022457,0.246076,-0.070063,0.048598,0.226187,-0.096849
290,4.833333,0.717405,0.663166,-0.195069,-0.086535,0.055030,0.134344,0.022132,0.000154,0.055804,0.248760,-0.072453,0.966242,0.044744,0.281257,-0.027741,0.960879,0.055033,0.134347,0.022132,0.000000,0.091990,0.249957,-0.069857,0.965073,0.022039,0.245422,-0.070226,0.944985,0.048558,0.225702,-0.097087,0.940977,,,,,,,0.055826,0.248761,-0.072586,0.044752,0.281278,-0.027586,,,,0.091945,0.250062,-0.069777,0.022226,0.245458,-0.070337,0.048387,0.225539,-0.097078
291,4.850000,0.716953,0.663332,-0.196440,-0.085905,0.055144,0.133998,0.022199,0.000156,0.055646,0.248170,-0.072681,0.958530,0.044599,0.280768,-0.028039,0.958893,0.055147,0.134000,0.022199,0.000000,0.091833,0.249421,-0.070135,0.961179,0.021888,0.244793,-0.070403,0.943701,0.048399,0.225038,-0.097247,0.938271,,,,,,,0.055655,0.248180,-0.072847,0.044610,0.280777,-0.027875,,,,0.091770,0.249532,-0.070047,0.022083,0.244859,-0.070495,0.048248,0.224843,-0.097242
