Format Version,1.23,Take Name,pinkhead_ear2ear_006,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2022-02-09 11.15.01.001 AM,Total Frames in Take,410,Total Exported Frames,410,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
105,1.750000,-0.116600,-0.221037,0.942358,0.222506,-0.046522,0.174946,0.105392,0.001131,-0.190201,0.189805,0.139651,0.621707,-0.187077,0.240658,0.115531,0.000000,-0.046525,0.174946,0.105389,0.000000,-0.198716,0.171264,0.109629,0.000000,-0.177854,0.208387,0.165313,0.817585,-0.184559,0.166342,0.164324,0.833467,,,,,,,,,,-0.152412,0.257682,0.189405,,,,-0.190762,0.189412,0.138302,,,,,,,,,,-0.177655,0.208114,0.165960,-0.184359,0.166895,0.164638
106,1.766667,-0.114625,-0.213022,0.943240,0.227555,-0.046349,0.176672,0.105412,0.001170,-0.189528,0.193451,0.140853,0.621707,-0.186131,0.243942,0.116020,0.000000,-0.046352,0.176672,0.105409,0.000000,-0.198523,0.174598,0.111168,0.000000,-0.176745,0.212248,0.166141,0.817585,-0.183882,0.170264,0.165784,0.833467,,,,,,,,,,,,,,,,-0.190120,0.193050,0.139477,,,,,,,,,,-0.176551,0.211929,0.166789,-0.183662,0.170864,0.166100
107,1.783333,-0.113063,-0.204639,0.944837,0.229395,-0.046035,0.179283,0.105709,0.001067,-0.188861,0.197185,0.142016,0.612263,-0.185462,0.247275,0.116384,0.000000,-0.046038,0.179283,0.105706,0.000000,-0.198166,0.177915,0.112696,0.000000,-0.175804,0.216316,0.166911,0.813115,-0.183108,0.174361,0.167256,0.821832,,,,,,,,,,,,,,,,-0.189385,0.196909,0.140794,,,,,,,,,,-0.175617,0.216023,0.167525,-0.182892,0.174867,0.167583
108,1.800000,-0.110023,-0.200867,0.945028,0.233387,-0.045532,0.181962,0.106009,0.001194,-0.187889,0.201052,0.143530,0.660507,-0.184372,0.250991,0.117620,0.000000,-0.045534,0.181961,0.106006,0.000000,-0.197597,0.181706,0.114391,0.000000,-0.174469,0.220211,0.168209,0.823535,-0.182066,0.178311,0.168828,0.840042,,,,,,,,,,,,,,,,-0.188533,0.200628,0.142112,,,,,,,,,,-0.174264,0.219939,0.168851,-0.181838,0.178869,0.169139
109,1.816667,-0.107035,-0.194057,0.946770,0.233478,-0.044835,0.185536,0.106138,0.001241,-0.186847,0.205041,0.144740,0.577892,-0.183589,0.254662,0.118194,0.000000,-0.044837,0.185536,0.106136,0.000000,-0.196816,0.185339,0.115929,0.000000,-0.173207,0.224502,0.169059,0.818502,-0.180781,0.182611,0.170258,0.827129,,,,,,,,,,,,,,,,-0.187533,0.204595,0.143263,,,,,,,,,,-0.173002,0.224220,0.169696,-0.180544,0.183180,0.170572
110,1.833333,-0.105288,-0.184885,0.949390,0.231063,-0.043766,0.189826,0.106305,0.001243,-0.185585,0.209394,0.145577,0.581513,-0.182745,0.258541,0.118115,0.000000,-0.043768,0.189825,0.106302,0.000000,-0.195671,0.189130,0.117200,0.000000,-0.171860,0.229353,0.169441,0.817511,-0.179234,0.187457,0.171451,0.824834,,,,,,,,,,,,,,,,-0.186273,0.208949,0.144117,,,,,,,,,,-0.171655,0.229062,0.170078,-0.178993,0.188037,0.171761
111,1.850000,-0.104573,-0.175537,0.949796,0.236935,-0.042609,0.192429,0.106226,0.001292,-0.183850,0.214438,0.146281,0.548731,-0.180612,0.263090,0.117997,0.000000,-0.042612,0.192428,0.106223,0.000000,-0.194418,0.193844,0.118320,0.000000,-0.169684,0.234606,0.169707,0.822377,-0.177568,0.192846,0.172461,0.829137,,,,,,,,,,,,,,,,-0.184613,0.213898,0.144737,,,,,,,,,,-0.169472,0.234362,0.170339,-0.177323,0.193413,0.172753
112,1.866667,-0.104090,-0.163159,0.951133,0.240606,-0.040989,0.195600,0.106085,0.001356,-0.181691,0.219772,0.146787,0.508922,-0.178271,0.267732,0.117365,0.000000,-0.040992,0.195599,0.106082,0.000000,-0.192673,0.198636,0.119396,0.000000,-0.167153,0.240346,0.169625,0.828647,-0.175375,0.198732,0.173404,0.830682,,,,,,,,,,,,,,,,-0.182543,0.219112,0.145145,,,,,,,,,,-0.166942,0.240132,0.170241,-0.175126,0.199301,0.173674
113,1.883333,-0.105664,-0.150096,0.952449,0.243200,-0.038958,0.199183,0.106463,0.001321,-0.179290,0.225451,0.147142,0.508922,-0.175644,0.272619,0.116491,0.000000,-0.038961,0.199182,0.106461,0.000000,-0.190553,0.203709,0.120347,0.000000,-0.164496,0.246490,0.169384,0.828647,-0.173012,0.205048,0.174260,0.830682,,,,,,,,,,,,,,,,-0.180099,0.224883,0.145576,,,,,,,,,,-0.164288,0.246269,0.170008,-0.172753,0.205598,0.174540
114,1.900000,-0.129979,-0.155100,0.947450,0.247768,-0.033341,0.203241,0.113570,0.001027,-0.175001,0.231954,0.147422,0.536931,-0.169056,0.279043,0.117011,0.000000,-0.033343,0.203240,0.113567,0.000000,-0.185329,0.210403,0.120099,0.000000,-0.160938,0.252737,0.170367,0.826551,-0.170398,0.211452,0.174799,0.832870,,,,,,,,,,,,,,,,-0.177623,0.230130,0.145883,-0.168937,0.279440,0.117049,,,,,,,-0.161240,0.252127,0.169831,-0.170193,0.211674,0.175305
115,1.916667,-0.128817,-0.145356,0.946582,0.257413,-0.032327,0.204921,0.112972,0.000876,-0.173015,0.237100,0.147747,0.113709,-0.166395,0.283593,0.116568,0.896003,-0.032329,0.204921,0.112969,0.000000,-0.184060,0.215363,0.120857,0.000000,-0.158295,0.257927,0.170237,0.783376,-0.168567,0.216919,0.175388,0.852838,,,,,,,,,,,,,,,,-0.175084,0.235620,0.146508,-0.166182,0.283990,0.116629,,,,,,,-0.158390,0.257750,0.169909,-0.168319,0.216961,0.175874
116,1.933333,-0.127452,-0.135166,0.948294,0.257343,-0.029986,0.208612,0.113146,0.000307,-0.170345,0.241631,0.148457,0.292463,-0.163931,0.287511,0.116342,0.886289,-0.029989,0.208611,0.113143,0.000000,-0.181637,0.219399,0.122079,0.000000,-0.155416,0.262864,0.170423,0.903909,-0.165693,0.221976,0.176441,0.863105,,,,,,,,,,,,,,,,,,,-0.163836,0.287795,0.116379,,,,,,,-0.155631,0.262561,0.169991,-0.165572,0.221996,0.176836
117,1.950000,-0.116840,-0.118842,0.950304,0.262960,-0.029282,0.210589,0.110789,0.000232,-0.168136,0.246043,0.149525,0.000000,-0.162227,0.291050,0.116103,0.945980,-0.029285,0.210588,0.110787,0.000000,-0.180466,0.223302,0.124062,0.000000,-0.152317,0.267637,0.170494,0.932988,-0.162834,0.227027,0.177833,0.947298,,,,,,,,,,,,,,,,,,,-0.162197,0.291241,0.116007,,,,,,,-0.152421,0.267410,0.170395,-0.162761,0.227063,0.178028
118,1.966667,-0.118688,-0.114006,0.949377,0.267581,-0.026590,0.213603,0.111818,0.000296,-0.165053,0.250902,0.150219,0.000000,-0.158655,0.295544,0.116400,0.928435,-0.026593,0.213602,0.111815,0.000000,-0.177627,0.228071,0.124956,0.000000,-0.149002,0.272508,0.170998,0.862153,-0.159958,0.232081,0.178695,0.900372,,,,,,,,,,,,,,,,,,,-0.158554,0.295808,0.116441,,,,,,,-0.149227,0.272230,0.170578,-0.159834,0.232094,0.179073
119,1.983333,-0.110006,-0.097278,0.951895,0.268945,-0.025391,0.216069,0.109846,0.000212,-0.162685,0.254901,0.150839,0.000000,-0.157053,0.298579,0.115652,0.945176,-0.025394,0.216068,0.109843,0.000000,-0.175987,0.231433,0.126550,0.000000,-0.146029,0.277009,0.170588,0.936939,-0.156895,0.236846,0.179676,0.945060,,,,,,,,,,,,,,,,,,,-0.157020,0.298771,0.115552,,,,,,,-0.146135,0.276806,0.170481,-0.156822,0.236856,0.179883
120,2.000000,-0.105978,-0.084817,0.950908,0.278117,-0.024079,0.217639,0.108879,0.000193,-0.159898,0.260003,0.151263,0.000000,-0.153972,0.302875,0.115148,0.946085,-0.024082,0.217639,0.108877,0.000000,-0.174053,0.236346,0.127650,0.000000,-0.142492,0.282146,0.170313,0.946589,-0.154003,0.242392,0.180352,0.946093,,,,,,,,,,,,,,,,,,,-0.153940,0.303060,0.115040,,,,,,,-0.142588,0.281982,0.170215,-0.153939,0.242372,0.180557
121,2.016667,-0.105211,-0.071626,0.951601,0.279743,-0.021755,0.220349,0.108431,0.000211,-0.156951,0.264479,0.151007,0.000000,-0.151134,0.306424,0.113801,0.946085,-0.021758,0.220349,0.108428,0.000000,-0.171448,0.240331,0.128110,0.000000,-0.139252,0.286985,0.169350,0.946589,-0.150878,0.247551,0.180463,0.946093,,,,,,,,,,,,,,,,,,,-0.151096,0.306611,0.113698,,,,,,,-0.139372,0.286771,0.169247,-0.150795,0.247578,0.180669
122,2.033333,-0.102871,-0.058411,0.950381,0.287717,-0.020039,0.222018,0.107544,0.000201,-0.153848,0.269554,0.150826,0.000000,-0.147752,0.310561,0.112632,0.945721,-0.020042,0.222017,0.107542,0.000000,-0.169076,0.245182,0.128651,0.000000,-0.135508,0.292125,0.168443,0.933465,-0.147703,0.253165,0.180570,0.944157,,,,,,,,,,,,,,,,,,,-0.147717,0.310739,0.112519,,,,,,,-0.135618,0.291938,0.168357,-0.147628,0.253174,0.180769
123,2.050000,-0.102635,-0.044699,0.949316,0.293713,-0.018081,0.223687,0.106956,0.000197,-0.150783,0.274259,0.150207,0.000000,-0.144429,0.314223,0.110963,0.946658,-0.018084,0.223687,0.106953,0.000000,-0.166566,0.249581,0.128772,0.000000,-0.131955,0.296979,0.167104,0.941662,-0.144612,0.258514,0.180292,0.946843,,,,,,,,,,,,,,,,,,,-0.144391,0.314398,0.110848,,,,,,,-0.132070,0.296795,0.167018,-0.144535,0.258523,0.180494
124,2.066667,-0.101650,-0.031690,0.947156,0.302586,-0.016448,0.224879,0.106291,0.000202,-0.147637,0.279140,0.149685,0.000000,-0.140859,0.318090,0.109504,0.948499,-0.016451,0.224878,0.106289,0.000000,-0.164141,0.254330,0.128956,0.000000,-0.128176,0.301830,0.165891,0.939401,-0.141489,0.263936,0.180052,0.948335,,,,,,,,,,,,,,,,,,,-0.140819,0.318256,0.109389,,,,,,,-0.128298,0.301633,0.165820,-0.141406,0.263967,0.180238
125,2.083333,-0.101254,-0.019329,0.945024,0.310329,-0.014885,0.226056,0.105705,0.000190,-0.144683,0.283654,0.148980,0.000000,-0.137532,0.321603,0.107916,0.946994,-0.014888,0.226055,0.105703,0.000000,-0.161815,0.258717,0.128924,0.000000,-0.124672,0.306321,0.164535,0.948186,-0.138557,0.268992,0.179616,0.947362,,,,,,,,,,,,,,,,,,,-0.137493,0.321768,0.107788,,,,,,,-0.124782,0.306160,0.164466,-0.138486,0.268989,0.179814
126,2.100000,-0.096797,-0.003659,0.940054,0.326979,-0.015472,0.224584,0.104407,0.000237,-0.142219,0.288020,0.148555,0.000000,-0.134405,0.324720,0.106489,0.935772,-0.015475,0.224584,0.104405,0.955819,-0.160633,0.263293,0.129394,0.000000,-0.121096,0.310266,0.163222,0.900253,-0.136088,0.273844,0.179418,0.868841,,,,,,,,,,,,,-0.204576,0.232969,0.177356,,,,-0.134387,0.324946,0.106369,-0.015589,0.224512,0.104519,,,,-0.121494,0.310287,0.163228,-0.135594,0.273667,0.179417
127,2.116667,-0.095810,0.006653,0.937674,0.333980,-0.014108,0.225721,0.103947,0.000231,-0.139410,0.292028,0.148000,0.000000,-0.131338,0.327859,0.105238,0.938284,-0.014111,0.225721,0.103945,0.964467,-0.158392,0.267286,0.129422,0.000000,-0.117798,0.314167,0.162106,0.900330,-0.133259,0.278287,0.179055,0.881818,,,,,,,,,,,,,-0.202572,0.235334,0.178192,,,,-0.131312,0.328073,0.105119,-0.014188,0.225640,0.104033,,,,-0.118196,0.314183,0.162120,-0.132810,0.278138,0.179071
128,2.133333,-0.095515,0.016246,0.935416,0.340016,-0.012572,0.226909,0.103610,0.000220,-0.136599,0.295776,0.147341,0.000000,-0.128285,0.330768,0.103936,0.938284,-0.012575,0.226908,0.103608,0.964467,-0.156062,0.271011,0.129299,0.000000,-0.114574,0.317826,0.160938,0.900330,-0.130445,0.282465,0.178582,0.881818,,,,,,,,,,,,,,,,,,,-0.128247,0.330961,0.103820,-0.012657,0.226835,0.103695,,,,-0.114968,0.317873,0.160959,-0.130007,0.282300,0.178590
129,2.150000,-0.094625,0.025265,0.932511,0.347608,-0.011180,0.227825,0.103290,0.000201,-0.133641,0.299554,0.146834,0.000000,-0.125013,0.333742,0.102854,0.943142,-0.011183,0.227825,0.103288,0.964993,-0.153672,0.274878,0.129299,0.000000,-0.111129,0.321403,0.159948,0.900713,-0.127504,0.286599,0.178228,0.883011,,,,,,,,,,,,,,,,,,,-0.124954,0.333908,0.102741,-0.011250,0.227753,0.103353,,,,-0.111515,0.321469,0.159971,-0.127109,0.286438,0.178253
130,2.166667,-0.094027,0.034044,0.929289,0.355559,-0.009857,0.228572,0.103149,0.000232,-0.130676,0.303217,0.146379,0.000000,-0.121688,0.336593,0.101851,0.947737,-0.009860,0.228572,0.103147,0.970762,-0.151275,0.278669,0.129330,0.000000,-0.107676,0.324828,0.159034,0.901850,-0.124583,0.290607,0.177922,0.893397,,,,,,,,,,,,,,,,,,,-0.121667,0.336801,0.101736,-0.009913,0.228475,0.103233,,,,-0.108074,0.324899,0.159056,-0.124153,0.290426,0.177928
131,2.183333,-0.093561,0.041517,0.925582,0.364446,-0.008650,0.229321,0.102984,0.000224,-0.127692,0.306958,0.145875,0.000000,-0.118242,0.339601,0.100901,0.940589,-0.008654,0.229320,0.102982,0.964968,-0.148876,0.282636,0.129224,0.000000,-0.104189,0.328241,0.158156,0.898737,-0.121701,0.294607,0.177539,0.883333,,,,,,,,,,,,,,,,,,,-0.118224,0.339800,0.100785,-0.008737,0.229246,0.103088,,,,-0.104561,0.328327,0.158178,-0.121265,0.294397,0.177526
132,2.200000,-0.093023,0.049846,0.921796,0.373034,-0.007390,0.230110,0.102739,0.000224,-0.124587,0.310727,0.145210,0.000000,-0.114740,0.342554,0.099739,0.943060,-0.007394,0.230110,0.102737,0.966055,-0.146355,0.286615,0.129013,0.000000,-0.100588,0.331695,0.157067,0.901606,-0.118665,0.298692,0.177008,0.886133,,,,,,,,,,,,,,,,,,,-0.114706,0.342747,0.099623,-0.007460,0.230032,0.102827,,,,-0.100976,0.331758,0.157091,-0.118246,0.298513,0.177009
133,2.216667,-0.093082,0.057849,0.917677,0.381913,-0.006136,0.230844,0.102569,0.000210,-0.121437,0.314465,0.144415,0.000000,-0.111125,0.345461,0.098476,0.947524,-0.006140,0.230843,0.102567,0.969107,-0.143775,0.290597,0.128637,0.000000,-0.096954,0.335084,0.155888,0.903705,-0.115629,0.302738,0.176350,0.893459,,,,,,,,,,,,,,,,,,,-0.111083,0.345636,0.098368,-0.006195,0.230765,0.102644,,,,-0.097331,0.335159,0.155913,-0.115239,0.302566,0.176356
134,2.233333,-0.092790,0.065334,0.913037,0.391772,-0.005007,0.231428,0.102391,0.000226,-0.118167,0.318191,0.143682,0.000000,-0.107345,0.348380,0.097324,0.943640,-0.005011,0.231427,0.102389,0.967218,-0.141117,0.294656,0.128289,0.000000,-0.093165,0.338378,0.154800,0.902707,-0.112490,0.306724,0.175734,0.893529,,,,,,,,,,,,,,,,,,,-0.107316,0.348572,0.097209,-0.005048,0.231328,0.102466,,,,-0.093543,0.338464,0.154832,-0.112104,0.306544,0.175739
135,2.250000,-0.091884,0.071592,0.908078,0.402276,-0.003972,0.231878,0.102194,0.000208,-0.114805,0.321756,0.143131,0.000000,-0.103456,0.351237,0.096445,0.950075,-0.003975,0.231878,0.102192,0.969359,-0.138389,0.298643,0.128057,0.000000,-0.089271,0.341430,0.153954,0.906860,-0.109269,0.310454,0.175266,0.897232,,,,,,,,,,,,,,,,,,,-0.103418,0.351400,0.096336,-0.004023,0.231793,0.102266,,,,-0.089622,0.341550,0.153990,-0.108909,0.310256,0.175265
136,2.266667,-0.091276,0.075870,0.903315,0.412231,-0.002962,0.232381,0.102101,0.000181,-0.111624,0.325010,0.142725,0.000000,-0.099715,0.353939,0.095834,0.950075,-0.002966,0.232381,0.102099,0.969359,-0.135763,0.302349,0.127846,0.000000,-0.085624,0.344163,0.153372,0.906860,-0.106273,0.313781,0.174918,0.897232,,,,,,,,,,,,,,,,,,,-0.099708,0.354071,0.095740,-0.002967,0.232287,0.102179,-0.135799,0.302432,0.127823,-0.085968,0.344245,0.153393,-0.105899,0.313577,0.174934
137,2.283333,-0.089484,0.079554,0.898892,0.421495,-0.001967,0.232880,0.101894,0.000178,-0.108462,0.327972,0.142565,0.000000,-0.096131,0.356447,0.095505,0.959296,-0.001970,0.232880,0.101892,0.969233,-0.133139,0.305770,0.127878,0.976651,-0.082016,0.346610,0.153026,0.911413,-0.103219,0.316764,0.174782,0.893337,,,,,,,,,,,,,,,,,,,-0.096101,0.356590,0.095400,-0.001964,0.232786,0.101963,-0.133195,0.305832,0.127881,-0.082333,0.346712,0.153044,-0.102883,0.316552,0.174796
138,2.300000,-0.088045,0.083159,0.894352,0.430658,-0.001101,0.233306,0.101678,0.000170,-0.105421,0.330808,0.142283,0.000000,-0.092649,0.358812,0.095058,0.955017,-0.001104,0.233306,0.101676,0.970595,-0.130612,0.309070,0.127775,0.979208,-0.078550,0.348926,0.152575,0.916718,-0.100306,0.319630,0.174532,0.900517,,,,,,,,,,,,,,,,,,,-0.092639,0.358934,0.094968,-0.001089,0.233193,0.101740,-0.130640,0.309153,0.127772,-0.078868,0.349059,0.152601,-0.099986,0.319405,0.174536
139,2.316667,-0.087661,0.087843,0.889683,0.439390,-0.000226,0.233698,0.101457,0.000180,-0.102420,0.333613,0.141596,0.000000,-0.089196,0.361005,0.094137,0.959844,-0.000229,0.233698,0.101455,0.967305,-0.128089,0.312293,0.127307,0.983332,-0.075158,0.351250,0.151691,0.908454,-0.097455,0.322567,0.173913,0.901441,,,,,,,,,,,,,,,,,,,-0.089166,0.361136,0.094049,-0.000222,0.233581,0.101514,-0.128126,0.312345,0.127290,-0.075497,0.351385,0.151726,-0.097117,0.322365,0.173924
140,2.333333,-0.088390,0.093569,0.884693,0.448052,0.000656,0.234054,0.101292,0.000167,-0.099393,0.336465,0.140535,0.000000,-0.085675,0.363094,0.092783,0.960108,0.000653,0.234054,0.101290,0.969813,-0.125518,0.315536,0.126496,0.981494,-0.071758,0.353636,0.150417,0.917847,-0.094611,0.325648,0.172958,0.909542,,,,,,,,,,,,,,,,,,,-0.085644,0.363214,0.092683,0.000665,0.233948,0.101346,-0.125552,0.315602,0.126496,-0.072056,0.353772,0.150441,-0.094321,0.325432,0.172978
141,2.350000,-0.089984,0.099968,0.880229,0.455089,0.001917,0.234577,0.101187,0.000157,-0.096312,0.339178,0.139233,0.000000,-0.082179,0.364975,0.091146,0.961540,0.001914,0.234577,0.101185,0.974198,-0.122807,0.318533,0.125472,0.974635,-0.068375,0.355990,0.148882,0.926495,-0.091688,0.328682,0.171783,0.918772,,,,,,,,,,,,,,,,,,,-0.082134,0.365073,0.091036,0.001937,0.234489,0.101232,-0.122854,0.318619,0.125496,-0.068647,0.356101,0.148901,-0.091438,0.328475,0.171801
142,2.366667,-0.090325,0.106636,0.874702,0.464076,0.002798,0.234860,0.100984,0.000160,-0.093003,0.342028,0.138067,0.000000,-0.078441,0.366952,0.089650,0.959723,0.002794,0.234860,0.100982,0.973818,-0.119983,0.321813,0.124614,0.976926,-0.064676,0.358330,0.147450,0.933269,-0.088519,0.331807,0.170725,0.923481,,,,,,,,,,,,,,,,,,,-0.078393,0.367066,0.089547,0.002817,0.234770,0.101030,-0.120061,0.321861,0.124626,-0.064921,0.358432,0.147483,-0.088267,0.331633,0.170733
143,2.383333,-0.090715,0.112664,0.869035,0.473134,0.003693,0.235194,0.100857,0.000160,-0.089639,0.344837,0.136990,0.000000,-0.074631,0.368925,0.088286,0.959723,0.003690,0.235194,0.100855,0.973818,-0.117087,0.325084,0.123799,0.976926,-0.060939,0.360606,0.146149,0.933269,-0.085314,0.334861,0.169744,0.923481,,,,,,,,,,,,,,,,,,,-0.074595,0.369031,0.088174,0.003712,0.235095,0.100893,-0.117116,0.325139,0.123811,-0.061198,0.360694,0.146199,-0.085084,0.334711,0.169756
144,2.400000,-0.090490,0.118578,0.863571,0.481660,0.004691,0.235536,0.100775,0.000178,-0.086192,0.347472,0.136111,0.000000,-0.070834,0.370763,0.087130,0.960413,0.004688,0.235536,0.100773,0.972792,-0.114093,0.328176,0.123195,0.984026,-0.057137,0.362719,0.145030,0.930662,-0.081974,0.337726,0.168948,0.931362,,,,,,,,,,,,,,,,,,,-0.070801,0.370878,0.087001,0.004728,0.235414,0.100801,-0.114132,0.328232,0.123200,-0.057401,0.362796,0.145101,-0.081745,0.337601,0.168973
145,2.416667,-0.089984,0.124281,0.858097,0.490027,0.005638,0.235820,0.100756,0.000193,-0.082767,0.349947,0.135362,0.000000,-0.067097,0.372465,0.086118,0.956154,0.005634,0.235820,0.100754,0.967019,-0.111109,0.331121,0.122716,0.982708,-0.053370,0.364665,0.144044,0.929179,-0.078639,0.340415,0.168273,0.934362,,,,,,,,,,,,,,,,,,,-0.067068,0.372598,0.085994,0.005696,0.235660,0.100786,-0.111146,0.331201,0.122747,-0.053656,0.364759,0.144113,-0.078407,0.340268,0.168266
146,2.433333,-0.089451,0.129579,0.852959,0.497663,0.006615,0.236197,0.100740,0.000199,-0.079464,0.352292,0.134657,0.000000,-0.063530,0.374088,0.085174,0.954008,0.006611,0.236197,0.100738,0.956242,-0.108205,0.333909,0.122263,0.976685,-0.049760,0.366514,0.143120,0.922665,-0.075409,0.342960,0.167635,0.931470,,,,,,,,,,,,,,,,,,,-0.063505,0.374231,0.085052,0.006699,0.235996,0.100752,-0.108243,0.333983,0.122287,-0.050037,0.366610,0.143183,-0.075208,0.342849,0.167656
147,2.450000,-0.088046,0.135028,0.847699,0.505392,0.007645,0.236448,0.100669,0.000155,-0.075957,0.354484,0.134078,0.000000,-0.059841,0.375573,0.084348,0.950325,0.007641,0.236448,0.100667,0.956150,-0.105116,0.336577,0.121967,0.982256,-0.045937,0.368182,0.142285,0.943665,-0.071924,0.345332,0.167109,0.960531,,,,,,,,,,,,,,,,,,,-0.059874,0.375752,0.084268,0.007687,0.236281,0.100697,-0.105050,0.336602,0.121956,-0.046161,0.368190,0.142304,-0.071778,0.345287,0.167152
148,2.466667,-0.085674,0.139852,0.842137,0.513718,0.008535,0.236667,0.100612,0.000158,-0.072352,0.356643,0.133795,0.950881,-0.056078,0.377098,0.083852,0.953803,0.008531,0.236668,0.100610,0.950947,-0.101953,0.339290,0.121954,0.976404,-0.042001,0.369747,0.141753,0.926827,-0.068324,0.347598,0.166856,0.960326,,,,,,,,,,,,,,,,-0.072246,0.356560,0.133651,-0.056133,0.377269,0.083807,0.008587,0.236481,0.100636,-0.101919,0.339374,0.121981,-0.042281,0.369799,0.141823,-0.068184,0.347562,0.166922
149,2.483333,-0.082380,0.143793,0.836297,0.522632,0.009122,0.236937,0.100620,0.000224,-0.068827,0.358820,0.133881,0.895492,-0.052402,0.378738,0.083770,0.965329,0.009119,0.236937,0.100618,0.906354,-0.098885,0.342102,0.122279,0.970217,-0.038140,0.371261,0.141610,0.931907,-0.064802,0.349795,0.166948,0.942568,,,,,,,,,,,,,,,,-0.068897,0.359232,0.133906,-0.052448,0.378856,0.083715,0.009241,0.236584,0.100603,-0.098797,0.342024,0.122257,-0.038396,0.371325,0.141676,-0.064640,0.349633,0.166948
150,2.500000,-0.078928,0.148302,0.830665,0.530823,0.009818,0.237098,0.100637,0.000230,-0.065273,0.360754,0.133933,0.934872,-0.048791,0.380109,0.083622,0.953829,0.009814,0.237099,0.100635,0.907221,-0.095764,0.344633,0.122618,0.981027,-0.034273,0.372568,0.141389,0.920950,-0.061202,0.351781,0.167009,0.940952,,,,,,,,,,,,,,,,-0.065259,0.360962,0.133778,-0.048840,0.380285,0.083652,0.009916,0.236742,0.100638,-0.095692,0.344612,0.122633,-0.034548,0.372724,0.141393,-0.061064,0.351620,0.167112
151,2.516667,-0.074994,0.152837,0.825258,0.538486,0.010442,0.237348,0.100634,0.000243,-0.061841,0.362628,0.134069,0.934872,-0.045385,0.381459,0.083551,0.953829,0.010438,0.237349,0.100632,0.907221,-0.092746,0.347091,0.123066,0.981027,-0.030546,0.373836,0.141226,0.920950,-0.057680,0.353696,0.167145,0.940952,,,,,,,,,,,,,,,,-0.061922,0.362936,0.134131,-0.045393,0.381582,0.083538,0.010589,0.236926,0.100583,-0.092659,0.347070,0.123034,-0.030803,0.373970,0.141180,-0.057572,0.353577,0.167224
152,2.533333,-0.071150,0.158192,0.819331,0.546452,0.010919,0.237435,0.100630,0.000259,-0.058357,0.364416,0.134016,0.919138,-0.041948,0.382624,0.083255,0.969229,0.010916,0.237436,0.100628,0.887250,-0.089684,0.349490,0.123368,0.976154,-0.026767,0.374985,0.140839,0.926737,-0.054097,0.355569,0.167102,0.955090,,,,,,,,,,,,,,,,-0.058417,0.364694,0.134054,-0.041961,0.382758,0.083247,0.011074,0.236963,0.100575,-0.089615,0.349490,0.123342,-0.027028,0.375176,0.140810,-0.053989,0.355438,0.167180
153,2.550000,-0.067221,0.163519,0.812594,0.555368,0.011108,0.237485,0.100602,0.000200,-0.054820,0.366263,0.133884,0.928039,-0.038413,0.383809,0.082889,0.966256,0.011104,0.237486,0.100600,0.874519,-0.086586,0.352038,0.123581,0.981488,-0.022928,0.376106,0.140383,0.918715,-0.050490,0.357489,0.166980,0.953313,,,,,,,,,,,,,,,,-0.054851,0.366477,0.133978,-0.038497,0.383903,0.082902,0.011135,0.237185,0.100605,-0.086438,0.352006,0.123388,-0.023187,0.376301,0.140365,-0.050294,0.357319,0.167079
154,2.566667,-0.062368,0.169663,0.806414,0.563046,0.011569,0.237599,0.100625,0.000212,-0.051161,0.367962,0.133916,0.931159,-0.034961,0.384868,0.082639,0.964248,0.011566,0.237600,0.100624,0.903008,-0.083344,0.354377,0.124054,0.968354,-0.018991,0.377144,0.139998,0.917439,-0.046644,0.359277,0.167010,0.944382,,,,,,,,,,,,,,,,-0.051198,0.368227,0.133985,-0.034969,0.385010,0.082627,0.011636,0.237219,0.100612,-0.083240,0.354325,0.124002,-0.019250,0.377346,0.139964,-0.046514,0.359102,0.167051
155,2.583333,-0.057563,0.174861,0.799839,0.571286,0.011869,0.237654,0.100646,0.000249,-0.047515,0.369559,0.133999,0.933933,-0.031447,0.385879,0.082492,0.955520,0.011866,0.237655,0.100644,0.880821,-0.080099,0.356677,0.124515,0.969143,-0.015084,0.378023,0.139721,0.908881,-0.042868,0.360906,0.167084,0.950595,,,,,,,,,,,,,,,,-0.047557,0.369811,0.134068,-0.031446,0.386056,0.082480,0.011952,0.237187,0.100615,-0.079998,0.356622,0.124470,-0.015361,0.378257,0.139694,-0.042736,0.360766,0.167129
